complaint_id,atm_id,prediction_timestamp,label,victim_lat,victim_lon,atm_lat,atm_lon,haversine_distance_km,same_city,same_district,same_pincode,nearby_atm_count,geographic_similarity,location_type,in_geo_candidates,in_hotspot_candidates,in_network_candidates,in_behavioural_candidates,historical_complaints_as_of_T,historical_cashout_count_as_of_T,historical_cashout_rate_as_of_T,historical_avg_loss_as_of_T,historical_hotspot_score_as_of_T,hour,minute_bucket,day_of_week,is_weekend,holiday_flag,time_since_complaint_h,time_since_last_transaction_h,recent_activity_count,velocity_15m,velocity_30m,velocity_1h,velocity_3h,velocity_6h,velocity_24h,account_degree_as_of_T,cluster_size,fraud_cluster_membership,linked_complaint_count_as_of_T,account_type,is_synthetic_mule
CASE_000354,ATM_000294,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.07427508541924,72.91487108170753,7.026,1,1,0,20,0.12459,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000098,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.096067115150106,72.94608903244756,3.33,1,1,0,10,0.23095,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000125,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.082563965212646,72.88949657268364,9.391,1,1,0,25,0.09624,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000180,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.586746422822937,88.40071491243924,1648.137,0,0,0,11,0.00061,University ATM,0,1,0,0,3,3,0.9273,6739.31,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000081,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.045515312876448,80.29521731399635,1031.082,0,0,0,14,0.00097,Mall ATM,0,1,0,0,3,3,0.7455,10284.61,1.0334,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000175,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.17828062274152,73.06595802578543,13.044,0,0,0,2,0.0712,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000352,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.058274564831336,73.00429701439202,5.008,0,0,0,5,0.16645,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000231,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.125778981564185,72.9380051403598,5.353,0,0,0,10,0.1574,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000392,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.04099485355675,72.90721447952957,9.591,1,1,0,16,0.09442,Bus Terminal ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000176,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.033545538500235,72.84141876415256,15.91,1,1,0,8,0.05914,Railway Station ATM,0,1,0,1,2,2,0.92,22248.04,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000258,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.0854985144813,72.91038578946552,7.172,1,1,0,23,0.12237,Hospital ATM,1,0,0,0,1,1,0.9111,4881.59,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000052,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.105798349312856,72.97379683545773,1.199,1,1,0,6,0.45472,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000281,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.076264331768794,72.8853780837726,9.947,1,1,0,24,0.09135,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000363,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.078271266035365,72.8728429328227,11.196,1,1,0,21,0.082,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000161,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.06714542643581,72.87550863111355,11.206,1,1,0,21,0.08193,Residential Complex ATM,1,0,0,0,1,1,0.9111,92812.82,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000341,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.21819144879545,72.97825144248796,13.621,0,0,0,12,0.06839,Railway Station ATM,1,0,0,0,1,1,0.9111,5145.98,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000086,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.043575603739146,72.91107028466806,9.096,1,1,0,15,0.09905,Bank Branch ATM,1,1,0,0,4,4,0.9333,9021.17,1.5021,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000198,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,26.980908442155847,75.78841459480564,922.65,0,0,0,2,0.00108,Bank Branch ATM,0,1,0,0,4,4,0.9333,30874.2,1.5021,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000141,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,12.96184454963462,77.70387594017772,848.525,0,0,0,0,0.00118,Hospital ATM,0,0,1,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000370,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,26.96837587549417,75.82867978776605,922.621,0,0,0,4,0.00108,Hospital ATM,0,1,0,0,3,3,0.9273,15524.61,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000302,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.200340152519644,73.00974576293312,12.111,0,0,0,10,0.07627,Residential Complex ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000005,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.15172421032615,72.9588642711249,6.54,1,1,0,5,0.13263,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000007,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.561858355993618,88.33276292163383,1640.766,0,0,0,7,0.00061,Residential Complex ATM,0,1,0,0,3,3,0.9273,19859.12,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000364,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.083361829636065,72.89145701439439,9.174,1,1,0,25,0.09829,Bank Branch ATM,1,0,0,0,1,1,0.9111,35910.79,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000140,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.149011924286693,72.93412246935895,7.496,1,1,0,5,0.1177,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000295,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.93821234751503,72.51648916351694,429.942,0,0,0,2,0.00232,Standalone Kiosk,0,1,0,0,4,4,0.9333,16195.31,1.5021,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000271,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.08646623215896,72.86664059449174,11.723,1,1,0,19,0.0786,Bus Terminal ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000102,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.077019595578525,80.36890787939947,1034.744,0,0,0,2,0.00097,Residential Complex ATM,0,1,0,0,2,2,0.92,28032.77,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000084,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.999431326545828,73.03702113199323,12.383,0,0,0,4,0.07472,Railway Station ATM,1,0,1,0,1,1,0.9111,3598.58,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000164,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.124536092974644,72.92948649943835,6.003,1,1,0,11,0.1428,Airport ATM,1,1,0,0,2,2,0.92,48795.6,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000333,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.092670157524704,80.27767499995733,1026.18,0,0,0,12,0.00097,Petrol Station ATM,0,1,0,0,3,3,0.9273,35707.75,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000339,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.116403784783518,72.89201347295692,9.301,1,1,0,16,0.09708,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000230,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.00485893891834,72.93015286345715,11.272,1,1,0,6,0.08148,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000313,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.456075024739004,73.79326097893265,111.485,0,0,0,0,0.00889,Residential Complex ATM,0,1,0,0,3,3,0.9273,11924.57,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000151,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.9727121741609,72.56078065791901,433.271,0,0,0,4,0.0023,Bank Branch ATM,0,1,0,0,2,2,0.92,46455.36,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000112,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.098053456425703,72.96234821414691,1.642,0,0,0,8,0.37844,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000186,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.14259936414573,80.23722682211573,1019.221,0,0,0,3,0.00098,Residential Complex ATM,0,1,0,1,7,7,0.88,52615.65,1.8299,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000244,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,12.958407667174459,77.57238012769452,840.559,0,0,0,15,0.00119,Railway Station ATM,0,1,1,0,4,4,0.7667,23754.34,1.2339,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000194,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,23.03781946874166,72.6397004783593,439.745,0,0,0,1,0.00227,Mall ATM,0,1,0,0,2,2,0.92,28011.94,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000118,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.134732197921853,80.33347937040632,1027.631,0,0,0,1,0.00097,Residential Complex ATM,0,1,0,0,2,2,0.92,10267.6,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000037,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.219014344415665,72.96381770905222,13.791,0,0,0,11,0.06761,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000223,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.189103767144722,80.26507209306659,1018.075,0,0,0,1,0.00098,Hospital ATM,0,1,0,0,4,4,0.9333,29792.78,1.5021,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000228,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,12.965478498822426,77.60160591219447,841.743,0,0,0,17,0.00119,Bank Branch ATM,0,1,0,0,3,3,0.8364,13245.15,1.1594,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000026,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.119083215737124,73.0401359973329,7.049,0,0,0,2,0.12423,Mall ATM,1,0,1,0,1,1,0.9111,6142.83,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000272,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.985170560413643,72.98772187343326,12.334,0,0,0,1,0.075,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000006,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.778458741462313,75.93860984345183,512.051,0,0,0,1,0.00195,Bus Terminal ATM,0,1,0,1,4,4,0.85,41946.71,1.368,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000150,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.051041251285977,72.91970829237393,7.867,1,1,0,15,0.11278,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000067,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.018204834127848,77.54074468340339,833.149,0,0,0,4,0.0012,Mall ATM,0,0,1,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000196,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.005196214529054,73.0417768562589,12.104,0,0,0,4,0.07631,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000280,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,23.002582842473544,72.60846343532445,436.113,0,0,0,5,0.00229,Market ATM,0,1,0,0,3,3,0.9273,8074.15,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000240,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.14182262226751,72.94805715683843,6.005,1,1,0,6,0.14275,Petrol Station ATM,1,1,0,0,4,4,0.9333,36054.79,1.5021,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000155,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.080488176870666,72.87582040913196,10.846,1,1,0,21,0.08441,Railway Station ATM,1,0,0,0,1,1,0.9111,17726.02,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000297,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,22.735203387378554,75.94304101477319,508.519,0,0,0,1,0.00196,Bank Branch ATM,0,1,0,0,8,8,0.8875,29614.32,1.95,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000264,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.21183617215474,72.97121343647044,12.933,0,0,0,12,0.07177,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000109,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.075182285473264,72.93421810074747,5.114,1,1,0,13,0.16356,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000170,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,21.185514188320827,72.89145417459305,232.552,0,0,0,0,0.00428,Market ATM,0,1,0,0,2,2,0.92,62342.31,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000051,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.03498986988828,73.03406186976342,8.975,0,0,0,7,0.10025,Petrol Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000239,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.998218709610455,72.91025520766317,12.955,1,1,0,6,0.07166,Railway Station ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000123,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.063664994250786,72.86593487113007,12.281,1,1,0,17,0.0753,University ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000362,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.066627111472375,72.86363441085587,12.423,1,1,0,17,0.0745,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000146,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.521843319164628,73.90778304556412,116.85,0,0,0,3,0.00849,Mall ATM,0,1,0,0,2,2,0.92,40357.06,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000290,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.019704173630252,72.8944179347802,12.172,1,1,0,10,0.07592,Mall ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000217,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.182902062919357,72.90085092579497,12.623,0,0,0,2,0.0734,Bank Branch ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000199,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.139049059135743,73.02502301321114,6.92,0,0,0,3,0.12627,Hospital ATM,1,0,0,0,1,1,0.9111,8284.78,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000375,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.21778759363977,72.97808574954735,13.577,0,0,0,12,0.0686,Standalone Kiosk,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000004,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,13.072762724653366,80.26387571924367,1026.532,0,0,0,15,0.00097,Bus Terminal ATM,0,1,0,0,5,5,0.9385,26604.23,1.6815,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000389,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.132232363015927,72.94710985739454,5.186,1,1,0,8,0.16166,University ATM,1,1,0,0,3,3,0.9273,11135.39,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000181,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,26.966187974153172,75.78297340833223,920.926,0,0,0,4,0.00108,University ATM,0,1,0,0,2,2,0.92,7499.22,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000188,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.110832496650467,72.88970270267518,9.406,1,1,0,16,0.0961,Market ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000036,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.01308680550494,73.020278321365,10.214,0,0,0,6,0.08918,Residential Complex ATM,1,0,0,0,1,1,0.9111,4300.23,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000291,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,23.024387860325554,72.60476029315736,438.562,0,0,0,9,0.00227,Petrol Station ATM,0,1,0,0,3,3,0.9273,12827.12,1.2855,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000282,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.051630192585513,73.01765242288891,6.447,0,0,0,5,0.13428,Hospital ATM,1,1,0,0,3,3,0.8364,7609.47,1.1594,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000085,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.077280293822,72.88159607696088,10.312,1,1,0,24,0.0884,Standalone Kiosk,1,0,0,0,1,1,0.9111,5069.03,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000337,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.054280878217295,72.88341484047682,10.933,1,1,0,22,0.0838,University ATM,1,0,0,0,0,0,0.9,25000.0,0.0,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000009,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,19.20680726138619,72.97754191653533,12.356,0,0,0,12,0.07488,University ATM,1,0,0,0,1,1,0.9111,49369.65,0.6315,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000305,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,26.932165373579654,75.8135284411878,918.325,0,0,0,5,0.00109,Market ATM,0,1,0,0,2,2,0.92,24170.15,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000354,ATM_000283,2024-07-20 11:48:53.487020268,0,19.095691327098358,72.97777803664793,18.522095770853554,73.8557727812762,112.287,0,0,0,8,0.00883,Petrol Station ATM,0,1,0,0,2,2,0.92,12477.33,1.0107,11,3,5,1,0,0.0,,0,0,0,0,0,0,0,1,5,1,7,intermediary,1
CASE_000355,ATM_000355,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,28.541697633686937,77.19124389403521,226.846,0,0,0,4,0.00439,Mall ATM,0,0,1,0,4,4,0.9333,20449.32,1.5021,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000269,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,19.107698538950824,72.88263004250993,918.268,0,0,0,16,0.00109,Bank Branch ATM,0,1,0,0,6,6,0.9429,30861.93,1.8347,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000101,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,26.768619192173965,80.96379808067807,513.415,0,0,0,2,0.00194,Standalone Kiosk,0,0,1,0,1,1,0.9111,98742.92,0.6315,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000178,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,22.6681438064313,75.89798883939375,473.019,0,0,0,0,0.00211,Hospital ATM,0,1,0,0,21,21,0.9379,45081.76,2.8992,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000114,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,17.415193888388494,78.48362266665102,1092.63,0,0,0,13,0.00091,Petrol Station ATM,0,0,1,0,3,3,0.9273,49072.7,1.2855,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000108,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,18.589901303342067,73.91787562266242,946.032,0,0,0,3,0.00106,Market ATM,0,1,0,0,9,9,0.9529,45591.44,2.1942,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
CASE_000355,ATM_000179,2025-09-14 07:26:11.221617170,0,26.921001021348054,75.79131406519149,26.82231709323649,75.76678503979676,11.24,1,1,0,0,0.0817,Residential Complex ATM,1,0,0,0,1,1,0.9111,4827.63,0.6315,7,1,6,1,0,0.0,,0,0,0,0,0,0,0,132,5,1,101,mule,1
