complaint_id,complaint_timestamp,incident_timestamp,fraud_type,channel,reported_loss_amount,victim_state,victim_district,victim_city,victim_area,victim_pincode,victim_lat,victim_lon,victim_rural_urban,victim_bank,device_type,is_otp_shared,clicked_malicious_link,urgency_score,account_age_months,num_transactions,fraud_description_category
CASE_011863,2024-05-06 02:06:13.811202564,2024-05-05 13:19:31.415025856,Loan App Scam,UPI,43062.88,Uttar Pradesh,Lucknow,Lucknow,Area-9,62138,26.913895419326778,81.00860689134261,Urban,Kotak Mahindra Bank,Desktop,1,0,0.315,53,4,Loan App Scam
CASE_011864,2025-11-27 23:13:15.198798099,2025-11-27 21:11:30.547115184,Fake Customer Care,UPI,28351.51,West Bengal,Kolkata,Kolkata,Area-21,70664,22.56135593695972,88.41014631005578,Semi-Urban,Canara Bank,Android,0,0,0.649,53,3,Fake Customer Care
CASE_011865,2025-04-07 10:34:59.996729613,2025-04-07 07:07:38.717683740,Investment Scam,Card,28237.68,Maharashtra,Mumbai City,Mumbai,Area-35,47613,19.036868026774435,72.78813586296428,Semi-Urban,SBI,Android,0,0,0.669,221,2,Investment Scam
CASE_011866,2025-11-12 05:03:33.541052697,2025-11-11 23:39:21.531744711,UPI Fraud,UPI,29285.03,Maharashtra,Mumbai City,Mumbai,Area-8,53448,19.00418953555412,72.91960369760248,Urban,ICICI Bank,iOS,1,1,0.846,71,2,UPI Fraud
CASE_011867,2025-08-03 21:53:55.306998353,2025-08-03 20:51:25.340705462,Remote Access Scam,IMPS,38871.54,Madhya Pradesh,Indore,Indore,Area-18,71218,22.70523922563091,75.95476663409848,Urban,Axis Bank,Android,0,0,0.347,221,3,Remote Access Scam
CASE_011868,2026-04-12 14:10:34.716358528,2026-04-12 10:05:33.973647177,OTP Fraud,Net Banking,24097.32,Delhi,New Delhi,Delhi,Area-5,79182,28.52514732463205,77.23908777034922,Urban,SBI,Android,0,0,0.699,46,4,OTP Fraud
CASE_011869,2024-04-29 03:21:56.526386030,2024-04-28 23:56:42.967944065,OTP Fraud,Card,1663.55,Telangana,Hyderabad,Hyderabad,Area-52,57795,17.400732416398387,78.42572593025298,Urban,Axis Bank,Android,0,0,0.824,29,2,OTP Fraud
CASE_011870,2024-09-28 01:45:26.956184642,2024-09-28 00:03:55.340743735,Social Engineering (Romance/Job),UPI,8606.58,Gujarat,Surat,Surat,Area-41,59686,21.159094521729738,72.88898447932543,Rural,HDFC Bank,iOS,0,0,0.947,60,4,Social Engineering (Romance/Job)
CASE_011871,2025-10-25 19:15:51.748805073,2025-10-25 16:27:48.261366583,Phishing,Card,556.84,Gujarat,Surat,Surat,Area-55,47509,21.09962560358046,72.88577156142873,Urban,Canara Bank,Android,0,0,0.288,30,6,Phishing
CASE_011872,2024-08-04 16:38:57.523121020,2024-08-04 06:07:08.852787405,Card Fraud,UPI,28183.87,Maharashtra,Mumbai City,Mumbai,Area-14,73609,19.086061398355728,73.01233891918115,Urban,HDFC Bank,iOS,1,1,0.882,233,4,Card Fraud
CASE_011873,2024-09-29 06:33:47.277080547,2024-09-29 04:46:44.672893796,Marketplace Fraud (OLX/e-commerce),Wallet,4479.53,Telangana,Hyderabad,Hyderabad,Area-28,67395,17.30605270678534,78.50234276625653,Urban,HDFC Bank,Android,0,0,0.517,121,8,Marketplace Fraud (OLX/e-commerce)
CASE_011874,2026-06-02 12:14:38.514323982,2026-06-02 10:19:52.381227672,OTP Fraud,NEFT,3491.16,Madhya Pradesh,Indore,Indore,Area-3,48566,22.835546839428133,75.85412931580667,Urban,Bank of Baroda,iOS,0,1,0.403,67,5,OTP Fraud
CASE_011875,2024-08-26 11:38:21.155847101,2024-08-26 10:46:24.310902879,Card Fraud,NEFT,6976.87,Maharashtra,Thane,Navi Mumbai,Area-59,64329,19.008565929501213,73.04854821245802,Urban,Axis Bank,iOS,0,1,0.769,2,2,Card Fraud
CASE_011876,2024-03-05 10:33:29.936106180,2024-03-05 03:12:59.468791230,Remote Access Scam,UPI,28226.41,Tamil Nadu,Chennai,Chennai,Area-23,47565,13.083361746445316,80.28226590825017,Semi-Urban,Punjab National Bank,iOS,1,0,0.702,16,6,Remote Access Scam
CASE_011877,2026-02-14 21:54:21.145659239,2026-02-14 19:19:50.745062381,UPI Fraud,UPI,7983.8,West Bengal,Kolkata,Kolkata,Area-49,55921,22.574581360562288,88.27240755412015,Rural,Kotak Mahindra Bank,iOS,1,0,0.6,162,5,UPI Fraud
CASE_011878,2024-11-04 16:29:50.109867186,2024-11-04 13:06:49.713040188,Phishing,IMPS,110668.29,Maharashtra,Mumbai City,Mumbai,Area-19,77930,19.12389710183896,72.8610972945635,Semi-Urban,Canara Bank,Android,1,0,0.685,89,4,Phishing
CASE_011879,2024-11-06 16:32:48.273162745,2024-11-06 15:07:23.455526337,Impersonation (Digital Arrest/Officer),UPI,48510.41,Delhi,New Delhi,Delhi,Area-6,73316,28.596391530392406,77.11217063467667,Urban,Punjab National Bank,Android,0,0,0.564,122,8,Impersonation (Digital Arrest/Officer)
CASE_011880,2024-07-25 10:43:32.890135359,2024-07-25 08:22:45.755903333,UPI Fraud,UPI,21404.5,Maharashtra,Thane,Navi Mumbai,Area-4,82533,19.04463258161691,73.01368854627016,Rural,Canara Bank,Android,0,0,0.308,159,3,UPI Fraud
CASE_011881,2026-05-13 12:36:44.997576782,2026-05-13 09:28:12.333087415,Loan App Scam,UPI,22178.68,Maharashtra,Mumbai City,Mumbai,Area-23,68402,19.039947200658965,72.92025987689419,Semi-Urban,Axis Bank,iOS,1,0,0.598,209,4,Loan App Scam
CASE_011882,2024-06-17 19:16:22.742655872,2024-06-17 16:59:10.019304728,Fake Customer Care,UPI,11647.64,Maharashtra,Mumbai City,Mumbai,Area-22,52768,19.172842234873745,72.80444777719173,Urban,Axis Bank,Android,1,0,0.872,197,6,Fake Customer Care
CASE_011883,2024-04-01 20:53:39.398037842,2024-04-01 18:20:09.165197278,Impersonation (Digital Arrest/Officer),UPI,20299.65,Maharashtra,Nagpur,Nagpur,Area-56,73353,21.13954711969794,79.04761746131369,Rural,Axis Bank,Android,0,1,0.673,127,6,Impersonation (Digital Arrest/Officer)
CASE_011884,2024-06-19 19:12:36.177522233,2024-06-19 11:28:31.318824589,Investment Scam,Card,26896.63,Telangana,Hyderabad,Hyderabad,Area-17,67992,17.339617224219296,78.35790522673389,Rural,Bank of Baroda,Android,1,1,0.599,215,5,Investment Scam
CASE_011885,2024-01-08 11:45:14.140311037,2024-01-07 22:31:42.693409445,Phishing,IMPS,4292.42,Gujarat,Surat,Surat,Area-16,77453,21.18133112234077,72.91404326416244,Semi-Urban,SBI,Android,0,0,0.278,31,4,Phishing
CASE_011886,2025-10-24 20:27:59.300825261,2025-10-24 13:19:12.410822012,Impersonation (Digital Arrest/Officer),NEFT,9152.87,Uttar Pradesh,Lucknow,Lucknow,Area-57,50732,26.80599337341594,80.83716077123266,Urban,Axis Bank,Android,1,1,0.915,44,5,Impersonation (Digital Arrest/Officer)
CASE_011887,2026-02-23 17:03:46.398097322,2026-02-23 14:15:41.152097791,Investment Scam,Net Banking,20715.3,Rajasthan,Jaipur,Jaipur,Area-44,69289,26.959604847797838,75.79253821870594,Urban,Bank of Baroda,Desktop,0,1,0.864,10,3,Investment Scam
CASE_011888,2025-09-12 21:57:25.928393504,2025-09-12 21:39:04.676164776,Investment Scam,Wallet,99440.66,West Bengal,Kolkata,Kolkata,Area-55,62210,22.63471823160927,88.35901933317012,Urban,HDFC Bank,Desktop,1,1,0.356,184,6,Investment Scam
CASE_011889,2024-03-07 16:52:31.989979069,2024-03-07 12:07:43.439308614,Marketplace Fraud (OLX/e-commerce),UPI,4129.48,Maharashtra,Mumbai City,Mumbai,Area-6,62491,19.0207481127584,72.89357010069253,Urban,Kotak Mahindra Bank,Android,0,1,0.609,28,6,Marketplace Fraud (OLX/e-commerce)
CASE_011890,2024-02-10 00:30:00.692441112,2024-02-09 21:10:06.914290816,Remote Access Scam,Card,4074.94,Delhi,New Delhi,Delhi,Area-20,65695,28.562211539959108,77.30851335640668,Semi-Urban,Axis Bank,iOS,0,0,0.423,202,2,Remote Access Scam
CASE_011891,2024-08-02 01:48:59.325757576,2024-08-01 20:53:48.740601756,Fake Customer Care,Wallet,6032.97,West Bengal,Kolkata,Kolkata,Area-24,82796,22.590833095988295,88.35283148101867,Urban,ICICI Bank,Android,1,0,0.24,223,1,Fake Customer Care
CASE_011892,2024-03-12 09:39:13.831098462,2024-03-12 05:35:33.886468806,OTP Fraud,UPI,2879.5,Gujarat,Surat,Surat,Area-51,67408,21.21634568872533,72.78215815384105,Urban,ICICI Bank,iOS,1,0,0.266,144,4,OTP Fraud
CASE_011893,2024-08-08 05:56:57.491759749,2024-08-07 23:01:27.833618097,Loan App Scam,UPI,54878.81,Delhi,New Delhi,Delhi,Area-17,49501,28.611978722464976,77.20270219992335,Semi-Urban,SBI,Android,0,0,0.399,29,2,Loan App Scam
CASE_011894,2024-12-14 14:54:53.963281082,2024-12-14 06:39:29.592250127,Remote Access Scam,UPI,29120.54,Tamil Nadu,Chennai,Chennai,Area-42,51925,13.179698078378413,80.23588232545141,Urban,Punjab National Bank,Android,1,1,0.503,199,4,Remote Access Scam
CASE_011895,2025-11-21 04:11:22.585898281,2025-11-21 02:26:24.333353855,UPI Fraud,UPI,33151.21,Madhya Pradesh,Indore,Indore,Area-18,77322,22.72321651216081,75.86321598651026,Rural,SBI,Android,0,0,0.756,74,3,UPI Fraud
CASE_011896,2025-05-13 21:12:53.680179031,2025-05-13 18:20:49.480759777,UPI Fraud,Card,16068.85,Telangana,Hyderabad,Hyderabad,Area-1,49708,17.435322500723373,78.5170440662699,Rural,SBI,Android,1,0,0.31,215,5,UPI Fraud
CASE_011897,2025-01-24 01:42:03.717100447,2025-01-23 21:55:32.016599163,UPI Fraud,UPI,10424.85,West Bengal,Kolkata,Kolkata,Area-16,81113,22.569308521780144,88.31697299021829,Urban,HDFC Bank,iOS,0,1,0.535,124,3,UPI Fraud
CASE_011898,2026-01-01 12:01:30.153264789,2026-01-01 11:25:21.888193309,Remote Access Scam,UPI,15501.4,Gujarat,Surat,Surat,Area-10,44426,21.155984773283016,72.87672690796363,Urban,Bank of Baroda,iOS,0,0,0.281,131,10,Remote Access Scam
CASE_011899,2026-06-28 13:07:08.706436059,2026-06-28 11:44:16.522677228,Investment Scam,UPI,3888.46,Tamil Nadu,Chennai,Chennai,Area-16,71557,13.07305484774335,80.28349637067258,Semi-Urban,SBI,Android,0,0,0.409,98,3,Investment Scam
CASE_011900,2025-07-17 13:02:41.751408534,2025-07-17 02:58:26.932532758,Remote Access Scam,Wallet,52080.7,Maharashtra,Thane,Thane,Area-6,63168,19.278028793640736,72.89251319723134,Urban,Axis Bank,Android,1,0,0.84,193,6,Remote Access Scam
CASE_011901,2024-06-14 21:55:53.145916338,2024-06-14 17:57:20.425426820,UPI Fraud,NEFT,2695.88,Madhya Pradesh,Indore,Indore,Area-16,80871,22.692719155740274,75.87380936623575,Urban,SBI,iOS,1,0,0.661,104,5,UPI Fraud
CASE_011902,2025-12-16 19:53:34.810385542,2025-12-16 13:16:20.070096470,UPI Fraud,UPI,21858.02,Gujarat,Ahmedabad,Ahmedabad,Area-21,65662,22.97813350695384,72.62698727173319,Semi-Urban,Canara Bank,Android,0,1,0.795,91,4,UPI Fraud
CASE_011903,2025-09-07 11:32:50.954862935,2025-09-07 09:55:00.409171723,Investment Scam,UPI,28950.7,Maharashtra,Pune,Pune,Area-38,48161,18.440934882154025,73.95572957926183,Rural,Punjab National Bank,Android,1,0,0.49,90,4,Investment Scam
CASE_011904,2025-04-21 18:32:32.208261771,2025-04-21 14:10:27.240852095,Phishing,Net Banking,9407.59,Madhya Pradesh,Indore,Indore,Area-55,71525,22.75585492179201,75.78794145598091,Urban,SBI,iOS,0,0,0.226,75,3,Phishing
CASE_011905,2025-06-24 18:05:10.687162453,2025-06-24 14:38:52.766837791,Fake Customer Care,NEFT,30575.33,Maharashtra,Mumbai City,Mumbai,Area-15,71184,19.145348118136766,72.85551209523712,Urban,HDFC Bank,Android,0,0,0.407,76,6,Fake Customer Care
CASE_011906,2025-11-11 16:08:32.106424979,2025-11-11 12:24:10.596433736,Card Fraud,UPI,10344.61,Gujarat,Surat,Surat,Area-7,42615,21.187718228838623,72.82245201207434,Semi-Urban,Canara Bank,Android,1,0,0.091,52,8,Card Fraud
CASE_011907,2024-06-29 17:03:08.023214248,2024-06-29 14:45:26.362471135,Investment Scam,IMPS,4696.76,Gujarat,Ahmedabad,Ahmedabad,Area-56,57381,22.983865332720985,72.48050651470068,Semi-Urban,Punjab National Bank,Android,1,0,0.75,235,5,Investment Scam
CASE_011908,2025-05-22 13:21:49.306650399,2025-05-22 12:46:34.398540266,Investment Scam,UPI,4073.15,Maharashtra,Pune,Pune,Area-18,64312,18.47927775039938,73.85901089201614,Urban,HDFC Bank,Android,0,1,0.395,194,6,Investment Scam
CASE_011909,2026-04-18 17:43:44.242242047,2026-04-18 12:17:13.740668878,Impersonation (Digital Arrest/Officer),Card,33829.66,Rajasthan,Jaipur,Jaipur,Area-55,47390,26.876872648320436,75.83969640128171,Urban,Canara Bank,Desktop,0,0,0.271,192,7,Impersonation (Digital Arrest/Officer)
CASE_011910,2025-11-30 21:20:51.159207703,2025-11-30 18:33:53.539806679,UPI Fraud,Net Banking,131440.5,Maharashtra,Mumbai City,Mumbai,Area-25,48554,19.024325754403083,72.90728530231088,Urban,Canara Bank,Desktop,0,0,0.907,160,6,UPI Fraud
CASE_011911,2025-10-01 06:45:08.571036521,2025-10-01 04:27:46.932791509,Phishing,UPI,32477.8,Gujarat,Surat,Surat,Area-45,40700,21.145570136820997,72.85428737185661,Rural,HDFC Bank,Desktop,0,0,0.474,108,9,Phishing
CASE_011912,2026-06-25 04:26:16.658109452,2026-06-25 03:18:51.578854978,Phishing,UPI,38618.0,Telangana,Hyderabad,Hyderabad,Area-32,47165,17.38262371358401,78.47891381078486,Urban,SBI,iOS,0,0,0.785,155,2,Phishing
CASE_011913,2026-01-25 01:53:17.552789683,2026-01-24 20:04:03.397956990,Phishing,UPI,7294.09,Karnataka,Bengaluru Urban,Bengaluru,Area-16,66732,13.059285193312023,77.59360471417251,Semi-Urban,Canara Bank,Android,0,0,0.662,230,3,Phishing
CASE_011914,2025-07-25 06:54:47.725854762,2025-07-25 04:29:22.203336485,Fake Customer Care,NEFT,6645.2,Madhya Pradesh,Indore,Indore,Area-55,79129,22.812753184917256,75.78623361702094,Semi-Urban,Bank of Baroda,Android,0,0,0.528,38,5,Fake Customer Care
CASE_011915,2024-05-29 01:12:31.066770878,2024-05-28 13:50:25.874734759,Impersonation (Digital Arrest/Officer),ATM,14618.69,Maharashtra,Mumbai City,Mumbai,Area-24,54272,19.06609145507117,72.86760421042172,Urban,HDFC Bank,Android,0,1,0.179,189,2,Impersonation (Digital Arrest/Officer)
CASE_011916,2025-04-07 17:33:43.789442317,2025-04-07 16:43:07.680362545,UPI Fraud,UPI,7016.1,Karnataka,Bengaluru Urban,Bengaluru,Area-7,42608,13.006094823577422,77.55953678522891,Urban,ICICI Bank,iOS,0,1,0.081,80,2,UPI Fraud
CASE_011917,2024-05-01 04:47:34.518240377,2024-05-01 00:24:30.659012115,Phishing,UPI,6877.27,West Bengal,Kolkata,Kolkata,Area-26,43498,22.605779431992474,88.32744225559921,Urban,Kotak Mahindra Bank,iOS,1,0,0.133,186,6,Phishing
CASE_011918,2024-05-07 14:09:31.202678522,2024-05-07 13:35:12.763585841,OTP Fraud,IMPS,6908.59,Maharashtra,Mumbai City,Mumbai,Area-13,47776,19.08588760115432,72.87264881067638,Urban,SBI,Android,1,1,0.759,209,2,OTP Fraud
CASE_011919,2025-07-17 03:25:22.328176658,2025-07-16 22:25:22.930778131,Fake Customer Care,UPI,39972.4,Maharashtra,Mumbai City,Mumbai,Area-29,69753,19.073729062102558,72.92160282321593,Semi-Urban,HDFC Bank,Android,1,1,0.965,99,1,Fake Customer Care
CASE_011920,2024-05-24 04:15:31.897832422,2024-05-24 02:21:14.158663755,Phishing,IMPS,13411.53,Telangana,Hyderabad,Hyderabad,Area-59,44290,17.329608675652555,78.5055446259947,Semi-Urban,Bank of Baroda,Android,0,1,0.819,231,5,Phishing
CASE_011921,2024-10-31 20:52:06.617672627,2024-10-31 17:56:30.327760331,UPI Fraud,UPI,13822.33,Maharashtra,Nagpur,Nagpur,Area-2,49872,21.09435720623027,78.98282889366,Urban,ICICI Bank,iOS,0,0,0.572,84,2,UPI Fraud
CASE_011922,2024-05-24 01:15:27.838684010,2024-05-23 20:31:25.569961092,UPI Fraud,NEFT,5193.0,Karnataka,Bengaluru Urban,Bengaluru,Area-46,68205,12.971859168868574,77.58837442517645,Urban,SBI,Android,0,0,0.828,103,4,UPI Fraud
CASE_011923,2025-06-02 15:41:46.831289818,2025-06-02 10:49:59.845770486,Card Fraud,IMPS,13458.46,Telangana,Hyderabad,Hyderabad,Area-15,78142,17.359358991759336,78.54743380341304,Urban,Axis Bank,Desktop,1,1,0.915,71,5,Card Fraud
CASE_011924,2024-09-26 20:22:31.072322412,2024-09-26 15:41:29.045795344,Fake Customer Care,Net Banking,36500.76,Delhi,New Delhi,Delhi,Area-35,49316,28.64671730856567,77.25319685063039,Urban,ICICI Bank,Android,0,0,0.754,10,6,Fake Customer Care
CASE_011925,2024-07-03 07:01:53.434831917,2024-07-03 06:19:21.425759384,Investment Scam,Net Banking,36442.53,Maharashtra,Pune,Pune,Area-12,80603,18.446223088696385,73.74329466724946,Urban,Axis Bank,iOS,1,0,0.22,152,3,Investment Scam
CASE_011926,2025-04-23 01:53:32.936087268,2025-04-22 19:27:12.719300769,Phishing,NEFT,13948.66,Maharashtra,Pune,Pune,Area-46,40297,18.49585021714307,73.99168619435835,Urban,Kotak Mahindra Bank,iOS,1,1,0.483,192,3,Phishing
CASE_011927,2024-07-16 06:39:29.139501427,2024-07-16 05:20:02.381168548,UPI Fraud,IMPS,39996.88,Maharashtra,Thane,Navi Mumbai,Area-6,43648,18.954514816293962,73.13637024137391,Semi-Urban,ICICI Bank,iOS,0,0,0.664,239,5,UPI Fraud
CASE_011928,2024-04-29 18:14:49.271349243,2024-04-29 13:12:02.391572816,Investment Scam,Card,19851.51,Tamil Nadu,Chennai,Chennai,Area-31,54281,13.042193731659944,80.24669309076364,Semi-Urban,Kotak Mahindra Bank,Android,0,0,0.493,166,5,Investment Scam
CASE_011929,2025-12-25 03:26:54.402225908,2025-12-25 00:50:13.560829207,UPI Fraud,UPI,18951.68,Maharashtra,Thane,Thane,Area-45,76495,19.254730993507458,72.97407827737167,Urban,ICICI Bank,Android,0,0,0.97,106,4,UPI Fraud
CASE_011930,2025-02-18 17:41:54.870358678,2025-02-18 12:37:39.274574876,Remote Access Scam,NEFT,31497.52,Gujarat,Surat,Surat,Area-33,80373,21.157615323519888,72.84185013712252,Urban,Bank of Baroda,iOS,1,0,0.64,215,5,Remote Access Scam
CASE_011931,2025-07-11 20:40:58.082884278,2025-07-11 17:22:13.651898943,Impersonation (Digital Arrest/Officer),IMPS,16545.92,Maharashtra,Mumbai City,Mumbai,Area-7,53221,19.019226891441537,72.99131832251135,Urban,Axis Bank,Android,0,0,0.45,82,4,Impersonation (Digital Arrest/Officer)
CASE_011932,2025-10-11 11:36:46.868975423,2025-10-11 10:42:56.904604264,Impersonation (Digital Arrest/Officer),UPI,4645.77,Maharashtra,Nashik,Nashik,Area-46,55791,19.972931607854935,73.75761557320058,Semi-Urban,HDFC Bank,iOS,0,1,0.312,4,4,Impersonation (Digital Arrest/Officer)
CASE_011933,2025-10-12 11:39:15.031014072,2025-10-12 10:30:08.144732393,OTP Fraud,NEFT,28813.36,Gujarat,Ahmedabad,Ahmedabad,Area-50,68395,22.937105661477066,72.62021258786723,Urban,Punjab National Bank,iOS,1,0,0.669,113,6,OTP Fraud
CASE_011934,2025-05-21 11:02:59.968690846,2025-05-21 09:52:11.095575646,Fake Customer Care,IMPS,13636.02,Maharashtra,Mumbai City,Mumbai,Area-46,44332,19.048378968369583,72.87287747565215,Urban,HDFC Bank,Android,1,0,0.445,237,3,Fake Customer Care
CASE_011935,2026-01-19 05:14:51.787188387,2026-01-19 02:47:20.507717803,Phishing,UPI,4883.32,Telangana,Hyderabad,Hyderabad,Area-19,41118,17.402522887015316,78.51651871455624,Urban,HDFC Bank,iOS,1,0,0.556,3,3,Phishing
CASE_011936,2024-05-07 16:31:59.165326489,2024-05-07 11:28:26.944623845,Card Fraud,Wallet,32227.17,Maharashtra,Nashik,Nashik,Area-59,77542,20.078067333337508,73.7600795338219,Urban,Kotak Mahindra Bank,iOS,0,0,0.346,43,4,Card Fraud
CASE_011937,2024-12-21 01:45:23.406772618,2024-12-20 23:48:13.138624609,Impersonation (Digital Arrest/Officer),Net Banking,17250.07,Gujarat,Surat,Surat,Area-6,72378,21.231721805984566,72.89686741358513,Urban,Kotak Mahindra Bank,Android,1,1,0.262,102,3,Impersonation (Digital Arrest/Officer)
CASE_011938,2024-03-15 20:55:00.199909687,2024-03-15 13:33:58.148238771,Impersonation (Digital Arrest/Officer),Card,24654.35,Maharashtra,Pune,Pune,Area-24,74181,18.480391930286856,73.84186502676947,Urban,Bank of Baroda,Android,0,0,0.405,196,3,Impersonation (Digital Arrest/Officer)
CASE_011939,2024-01-27 20:20:21.743971292,2024-01-27 14:13:09.743327292,UPI Fraud,IMPS,17159.9,Maharashtra,Mumbai City,Mumbai,Area-33,56382,19.110418592912616,72.92750378849742,Urban,Kotak Mahindra Bank,Android,1,0,0.971,40,3,UPI Fraud
CASE_011940,2026-05-08 20:19:16.080949983,2026-05-08 10:57:39.682580978,UPI Fraud,Wallet,2898.27,Telangana,Hyderabad,Hyderabad,Area-47,71633,17.380304126394087,78.42047783088941,Urban,ICICI Bank,iOS,0,1,0.596,134,6,UPI Fraud
CASE_011941,2024-03-31 01:07:34.450323318,2024-03-30 21:57:07.559989995,Remote Access Scam,UPI,500.0,Delhi,New Delhi,Delhi,Area-14,63316,28.72574803401938,77.1242099249666,Urban,Kotak Mahindra Bank,iOS,0,0,0.385,11,2,Remote Access Scam
CASE_011942,2024-10-13 15:45:48.322816300,2024-10-13 15:11:51.701993365,Impersonation (Digital Arrest/Officer),Wallet,11503.32,Uttar Pradesh,Lucknow,Lucknow,Area-35,71829,26.78722082189919,81.0181560693591,Urban,Bank of Baroda,Android,0,1,0.534,92,5,Impersonation (Digital Arrest/Officer)
CASE_011943,2024-10-01 23:54:22.454465024,2024-10-01 19:03:46.515614428,Investment Scam,UPI,22569.26,Uttar Pradesh,Lucknow,Lucknow,Area-7,74398,26.803751006607133,80.94157976333254,Urban,Punjab National Bank,Android,0,0,0.546,79,5,Investment Scam
CASE_011944,2025-10-02 20:39:37.786876885,2025-10-02 18:32:41.289755821,Phishing,UPI,2281.56,West Bengal,Kolkata,Kolkata,Area-51,66591,22.584233863549056,88.38012517400469,Urban,Kotak Mahindra Bank,Android,1,0,0.908,37,7,Phishing
CASE_011945,2025-05-30 12:50:39.716215586,2025-05-30 09:14:17.957618490,Phishing,UPI,10203.73,Maharashtra,Thane,Thane,Area-40,77416,19.32770908276354,72.92115373706699,Urban,Axis Bank,Desktop,1,1,0.787,56,2,Phishing
CASE_011946,2024-03-17 23:22:20.097242264,2024-03-17 21:55:48.218750470,Phishing,Net Banking,12818.56,Tamil Nadu,Chennai,Chennai,Area-18,78933,13.105704231526788,80.25819365356084,Urban,SBI,iOS,0,1,0.702,105,4,Phishing
CASE_011947,2025-08-12 17:11:18.566902318,2025-08-12 15:13:18.022569552,Phishing,Net Banking,34189.21,Maharashtra,Mumbai City,Mumbai,Area-25,65842,18.959968057817477,72.95007119840072,Semi-Urban,Bank of Baroda,iOS,1,1,0.646,172,1,Phishing
CASE_011948,2026-05-11 10:55:43.097938655,2026-05-11 05:45:10.995413631,UPI Fraud,UPI,5904.3,Maharashtra,Mumbai City,Mumbai,Area-57,57209,19.11536183450221,72.86358107319309,Urban,HDFC Bank,iOS,1,0,0.578,21,3,UPI Fraud
CASE_011949,2026-02-24 02:35:06.368325611,2026-02-24 01:07:02.301573604,Impersonation (Digital Arrest/Officer),Card,43759.74,Maharashtra,Thane,Navi Mumbai,Area-11,67306,19.06956358962393,72.98266708538435,Semi-Urban,Axis Bank,iOS,0,0,0.659,191,3,Impersonation (Digital Arrest/Officer)
CASE_011950,2025-12-17 10:45:28.048165621,2025-12-17 09:05:04.208265424,UPI Fraud,Card,6970.75,Karnataka,Bengaluru Urban,Bengaluru,Area-55,71262,12.888541347763859,77.58221080599908,Urban,Bank of Baroda,Android,1,0,0.661,1,5,UPI Fraud
CASE_011951,2024-10-15 04:20:53.430383483,2024-10-15 00:40:16.580527097,Investment Scam,UPI,26510.72,Delhi,New Delhi,Delhi,Area-49,71170,28.586038855049683,77.29118858744825,Urban,SBI,iOS,1,0,0.664,46,5,Investment Scam
CASE_011952,2024-06-07 04:15:58.801608457,2024-06-07 00:54:47.813750032,Card Fraud,Net Banking,4605.3,West Bengal,Kolkata,Kolkata,Area-50,54356,22.57855515901542,88.37704573012124,Semi-Urban,HDFC Bank,Android,0,0,0.151,86,3,Card Fraud
CASE_011953,2025-08-29 10:26:48.660367791,2025-08-29 08:03:37.250553489,UPI Fraud,Wallet,3946.19,Karnataka,Bengaluru Urban,Bengaluru,Area-14,74967,12.98175735431147,77.56607100863334,Urban,Kotak Mahindra Bank,iOS,0,0,0.412,132,7,UPI Fraud
CASE_011954,2025-11-03 23:00:54.673877591,2025-11-03 20:48:16.606238417,Marketplace Fraud (OLX/e-commerce),IMPS,3053.89,Maharashtra,Pune,Pune,Area-29,52174,18.41212750135033,73.86789343004182,Semi-Urban,HDFC Bank,iOS,1,1,0.92,82,6,Marketplace Fraud (OLX/e-commerce)
CASE_011955,2025-04-13 20:17:42.263555852,2025-04-13 19:01:43.383309186,UPI Fraud,NEFT,3963.55,Maharashtra,Thane,Thane,Area-49,58549,19.276707199069037,73.02895245451118,Urban,ICICI Bank,iOS,0,0,0.956,118,7,UPI Fraud
CASE_011956,2026-05-19 09:34:37.788108478,2026-05-19 05:27:05.738637209,UPI Fraud,UPI,16456.94,Telangana,Hyderabad,Hyderabad,Area-13,76828,17.425418864640136,78.3521562371026,Urban,HDFC Bank,iOS,1,0,0.431,161,8,UPI Fraud
CASE_011957,2026-06-13 10:17:07.025337831,2026-06-13 09:06:49.719836190,OTP Fraud,Card,7436.34,Tamil Nadu,Chennai,Chennai,Area-29,65478,13.014611986328376,80.3568642131296,Urban,Canara Bank,Android,1,0,0.652,204,5,OTP Fraud
CASE_011958,2025-10-24 11:37:10.309509668,2025-10-24 07:41:16.042716846,UPI Fraud,UPI,4894.45,Maharashtra,Pune,Pune,Area-55,61668,18.604563772098377,73.7525942487671,Urban,Punjab National Bank,iOS,1,0,0.474,56,5,UPI Fraud
CASE_011959,2025-10-07 07:02:14.063031645,2025-10-06 20:37:22.730441533,Investment Scam,Net Banking,45333.2,Telangana,Hyderabad,Hyderabad,Area-47,47493,17.344214342032352,78.55722188157276,Semi-Urban,Kotak Mahindra Bank,iOS,1,1,0.785,36,2,Investment Scam
CASE_011960,2024-09-29 00:52:17.537055557,2024-09-28 16:50:23.251501922,Remote Access Scam,Card,45115.63,Rajasthan,Jaipur,Jaipur,Area-11,62892,26.944173287172998,75.83536432075225,Urban,Punjab National Bank,Desktop,0,1,0.582,130,4,Remote Access Scam
CASE_011961,2026-06-29 16:28:59.543551873,2026-06-29 12:17:30.108752117,OTP Fraud,Net Banking,8105.45,Maharashtra,Pune,Pune,Area-53,58635,18.54103273609779,73.762619726937,Semi-Urban,Bank of Baroda,iOS,1,0,0.614,234,3,OTP Fraud
