complaint_id,cluster_id,chain_accounts,cashout_account_id,pattern_used
CASE_002148,CLUSTER_0141,ACC_031891|ACC_011798|ACC_022841|ACC_017614|ACC_025199|ACC_022841,ACC_022841,D
CASE_002149,CLUSTER_0204,ACC_023111|ACC_024957|ACC_010258|ACC_023097|ACC_010258|ACC_031225,ACC_031225,B
CASE_002150,CLUSTER_0636,ACC_004128|ACC_016693|ACC_002065|ACC_010344,ACC_010344,D
CASE_002151,CLUSTER_0371,ACC_022749|ACC_012003|ACC_002652|ACC_018963|ACC_032865|ACC_012003,ACC_012003,D
CASE_002152,CLUSTER_0119,ACC_002346|ACC_034675|ACC_025404|ACC_034675|ACC_008933|ACC_034675,ACC_034675,B
CASE_002153,CLUSTER_0516,ACC_001615|ACC_011398|ACC_021774|ACC_022390|ACC_011227|ACC_021774,ACC_021774,D
CASE_002154,CLUSTER_0550,ACC_030580|ACC_027185|ACC_013557,ACC_013557,B
CASE_002155,CLUSTER_0225,ACC_008305|ACC_001687|ACC_025521|ACC_001756|ACC_007742,ACC_007742,B
CASE_002156,CLUSTER_0544,ACC_024018|ACC_004957|ACC_005641|ACC_033473|ACC_018454|ACC_008714,ACC_008714,A
CASE_002157,CLUSTER_0558,ACC_005302|ACC_037952|ACC_013858|ACC_002271|ACC_019083|ACC_034565,ACC_034565,D
CASE_002158,CLUSTER_0158,ACC_010951|ACC_031993|ACC_000705|ACC_032223|ACC_014631|ACC_031993|ACC_000705,ACC_000705,D
CASE_002159,CLUSTER_0019,ACC_027320|ACC_020447|ACC_019768|ACC_017682,ACC_017682,B
CASE_002160,CLUSTER_0257,ACC_006968|ACC_019844|ACC_022567|ACC_034458,ACC_034458,B
CASE_002161,CLUSTER_0365,ACC_012477|ACC_020694|ACC_033807,ACC_033807,A
CASE_002162,CLUSTER_0365,ACC_036134|ACC_020694|ACC_033807,ACC_033807,A
CASE_002163,CLUSTER_0409,ACC_020688|ACC_027825|ACC_002628|ACC_030792,ACC_030792,B
CASE_002164,CLUSTER_0291,ACC_016985|ACC_012233|ACC_022320|ACC_025479|ACC_019546,ACC_019546,A
CASE_002165,CLUSTER_0177,ACC_017768|ACC_036279|ACC_012399|ACC_035171,ACC_035171,D
CASE_002166,CLUSTER_0278,ACC_005643|ACC_019267|ACC_003924|ACC_020267,ACC_020267,D
CASE_002167,CLUSTER_0335,ACC_037353|ACC_030452|ACC_005043|ACC_030452,ACC_030452,D
CASE_002168,CLUSTER_0279,ACC_039141|ACC_018258|ACC_027841|ACC_018258|ACC_020675,ACC_020675,B
CASE_002169,CLUSTER_0478,ACC_038066|ACC_006257|ACC_008877|ACC_021492,ACC_021492,D
CASE_002170,CLUSTER_0211,ACC_031213|ACC_012458|ACC_000030|ACC_012458,ACC_012458,A
CASE_002171,CLUSTER_0552,ACC_039474|ACC_035945|ACC_004428|ACC_031701|ACC_035945,ACC_035945,D
CASE_002172,CLUSTER_0539,ACC_028740|ACC_016658|ACC_014153,ACC_014153,E
CASE_002173,CLUSTER_0433,ACC_027275|ACC_031128|ACC_039484,ACC_039484,B
CASE_002174,CLUSTER_0137,ACC_000945|ACC_015037|ACC_011414|ACC_015037|ACC_011414|ACC_020560,ACC_020560,D
CASE_002175,CLUSTER_0152,ACC_035648|ACC_024631|ACC_002659|ACC_002324|ACC_029107|ACC_002324,ACC_002324,B
CASE_002176,CLUSTER_0094,ACC_010390|ACC_013342|ACC_008450|ACC_013342|ACC_008450,ACC_008450,B
CASE_002177,CLUSTER_0640,ACC_038746|ACC_006460|ACC_005747|ACC_006460|ACC_020233,ACC_020233,A
CASE_002178,CLUSTER_0586,ACC_032141|ACC_027113|ACC_027998|ACC_027113|ACC_039551|ACC_027113,ACC_027113,A
CASE_002179,CLUSTER_0059,ACC_009330|ACC_008650|ACC_018082|ACC_022472|ACC_022949|ACC_008650,ACC_008650,A
CASE_002180,CLUSTER_0273,ACC_029487|ACC_002753|ACC_026547|ACC_016171|ACC_026986,ACC_026986,A
CASE_002181,CLUSTER_0210,ACC_004648|ACC_021260|ACC_023163,ACC_023163,A
CASE_002182,CLUSTER_0286,ACC_028693|ACC_028312|ACC_032201|ACC_039082|ACC_029859|ACC_002526,ACC_002526,E
CASE_002183,CLUSTER_0308,ACC_006187|ACC_021612|ACC_035913|ACC_028269|ACC_001797|ACC_021612,ACC_021612,D
CASE_002184,CLUSTER_0335,ACC_004547|ACC_030452|ACC_019040|ACC_005043,ACC_005043,D
CASE_002185,CLUSTER_0409,ACC_006264|ACC_002628|ACC_027825|ACC_030792,ACC_030792,A
CASE_002186,CLUSTER_0613,ACC_002200|ACC_026836|ACC_019477|ACC_037730|ACC_035819|ACC_037730,ACC_037730,B
CASE_002187,CLUSTER_0491,ACC_020536|ACC_013989|ACC_014812|ACC_013989|ACC_014773,ACC_014773,A
CASE_002188,CLUSTER_0129,ACC_031272|ACC_032606|ACC_022782|ACC_032606|ACC_022782,ACC_022782,E
CASE_002189,CLUSTER_0530,ACC_034766|ACC_012705|ACC_037293|ACC_035312|ACC_012705,ACC_012705,A
CASE_002190,CLUSTER_0093,ACC_030669|ACC_037311|ACC_035069|ACC_037311,ACC_037311,D
CASE_002191,CLUSTER_0438,ACC_010899|ACC_036479|ACC_028272|ACC_028045,ACC_028045,A
CASE_002192,CLUSTER_0042,ACC_008041|ACC_000189|ACC_028582|ACC_018106,ACC_018106,D
CASE_002193,CLUSTER_0523,ACC_030456|ACC_009771|ACC_015870|ACC_009771,ACC_009771,A
CASE_002194,CLUSTER_0089,ACC_001224|ACC_015476|ACC_013051|ACC_015476,ACC_015476,D
CASE_002195,CLUSTER_0318,ACC_016327|ACC_026109|ACC_003447|ACC_011521,ACC_011521,A
CASE_002196,CLUSTER_0211,ACC_029684|ACC_000030|ACC_007254|ACC_012458,ACC_012458,D
CASE_002197,CLUSTER_0163,ACC_004346|ACC_027832|ACC_010650|ACC_023654|ACC_001898,ACC_001898,D
CASE_002198,CLUSTER_0054,ACC_003252|ACC_036324|ACC_033560,ACC_033560,A
CASE_002199,CLUSTER_0484,ACC_039976|ACC_004127|ACC_020483|ACC_004127,ACC_004127,B
CASE_002200,CLUSTER_0469,ACC_034296|ACC_019394|ACC_008387|ACC_007677|ACC_019394,ACC_019394,A
CASE_002201,CLUSTER_0378,ACC_036679|ACC_016500|ACC_005825|ACC_016500|ACC_005825,ACC_005825,D
CASE_002202,CLUSTER_0613,ACC_014075|ACC_037730|ACC_035819|ACC_026836|ACC_019477|ACC_026836,ACC_026836,E
CASE_002203,CLUSTER_0266,ACC_001634|ACC_031409|ACC_029008|ACC_001015|ACC_015151|ACC_029008,ACC_029008,D
CASE_002204,CLUSTER_0330,ACC_034359|ACC_000416|ACC_030824|ACC_026526|ACC_017220|ACC_035485,ACC_035485,A
CASE_002205,CLUSTER_0561,ACC_037626|ACC_025037|ACC_037772|ACC_025037,ACC_025037,D
CASE_002206,CLUSTER_0410,ACC_029758|ACC_013890|ACC_005549|ACC_013890|ACC_003742,ACC_003742,E
CASE_002207,CLUSTER_0279,ACC_032575|ACC_024815|ACC_018258|ACC_024815|ACC_020675,ACC_020675,A
CASE_002208,CLUSTER_0557,ACC_021694|ACC_029193|ACC_013138|ACC_029193,ACC_029193,E
CASE_002209,CLUSTER_0571,ACC_013632|ACC_028529|ACC_007556|ACC_038698,ACC_038698,A
CASE_002210,CLUSTER_0101,ACC_009361|ACC_030378|ACC_020210|ACC_035860|ACC_029125,ACC_029125,D
CASE_002211,CLUSTER_0491,ACC_025948|ACC_031798|ACC_014812|ACC_031798|ACC_013989,ACC_013989,B
CASE_002212,CLUSTER_0631,ACC_013898|ACC_011990|ACC_035968|ACC_011990|ACC_014247|ACC_035968,ACC_035968,B
CASE_002213,CLUSTER_0189,ACC_029301|ACC_001467|ACC_027986|ACC_015004,ACC_015004,A
CASE_002214,CLUSTER_0249,ACC_020738|ACC_033956|ACC_014037|ACC_033956|ACC_017218,ACC_017218,A
CASE_002215,CLUSTER_0297,ACC_023553|ACC_032692|ACC_033712|ACC_038196|ACC_032692|ACC_038196,ACC_038196,D
CASE_002216,CLUSTER_0185,ACC_005147|ACC_036175|ACC_037694|ACC_020365,ACC_020365,B
CASE_002217,CLUSTER_0041,ACC_031800|ACC_013789|ACC_033896|ACC_019141,ACC_019141,B
CASE_002218,CLUSTER_0324,ACC_034119|ACC_009215|ACC_019811|ACC_012411|ACC_019811,ACC_019811,A
CASE_002219,CLUSTER_0017,ACC_004939|ACC_000921|ACC_028064|ACC_014960|ACC_039619|ACC_028064|ACC_014960,ACC_014960,D
CASE_002220,CLUSTER_0141,ACC_010443|ACC_025199|ACC_008701|ACC_025199,ACC_025199,A
CASE_002221,CLUSTER_0279,ACC_038725|ACC_018258|ACC_020675|ACC_018258|ACC_027841,ACC_027841,B
CASE_002222,CLUSTER_0416,ACC_018823|ACC_021075|ACC_028715,ACC_028715,E
CASE_002223,CLUSTER_0273,ACC_012704|ACC_026547|ACC_026986|ACC_033642|ACC_026986,ACC_026986,A
CASE_002224,CLUSTER_0320,ACC_011226|ACC_032269|ACC_031813|ACC_032269,ACC_032269,B
CASE_002225,CLUSTER_0177,ACC_009244|ACC_012399|ACC_036279|ACC_012399,ACC_012399,A
CASE_002226,CLUSTER_0463,ACC_021672|ACC_027820|ACC_006539|ACC_013821|ACC_027820,ACC_027820,A
CASE_002227,CLUSTER_0297,ACC_030125|ACC_032692|ACC_014465|ACC_029312|ACC_033712|ACC_032692,ACC_032692,A
CASE_002228,CLUSTER_0202,ACC_029199|ACC_037021|ACC_014253|ACC_037021|ACC_020957,ACC_020957,B
CASE_002229,CLUSTER_0065,ACC_017428|ACC_004584|ACC_016409|ACC_004584|ACC_034165|ACC_015011,ACC_015011,E
CASE_002230,CLUSTER_0598,ACC_037858|ACC_020207|ACC_035942|ACC_011025|ACC_036455,ACC_036455,A
CASE_002231,CLUSTER_0498,ACC_035250|ACC_016311|ACC_007741|ACC_016311,ACC_016311,A
CASE_002232,CLUSTER_0419,ACC_017698|ACC_035552|ACC_000442,ACC_000442,D
CASE_002233,CLUSTER_0088,ACC_012539|ACC_038348|ACC_027779|ACC_038348,ACC_038348,B
CASE_002234,CLUSTER_0342,ACC_010077|ACC_004792|ACC_006169|ACC_004792,ACC_004792,A
CASE_002235,CLUSTER_0107,ACC_025590|ACC_037468|ACC_004809|ACC_036831|ACC_035024|ACC_026724,ACC_026724,A
CASE_002236,CLUSTER_0257,ACC_003252|ACC_019844|ACC_022567|ACC_019844,ACC_019844,A
CASE_002237,CLUSTER_0623,ACC_029515|ACC_003305|ACC_029946,ACC_029946,B
CASE_002238,CLUSTER_0539,ACC_035602|ACC_016658|ACC_014153,ACC_014153,D
CASE_002239,CLUSTER_0199,ACC_027288|ACC_025503|ACC_036404|ACC_025503,ACC_025503,A
CASE_002240,CLUSTER_0140,ACC_008986|ACC_001920|ACC_018773|ACC_001920,ACC_001920,A
CASE_002241,CLUSTER_0443,ACC_013825|ACC_007979|ACC_028516,ACC_028516,E
CASE_002242,CLUSTER_0116,ACC_011665|ACC_034060|ACC_034272|ACC_034060,ACC_034060,A
CASE_002243,CLUSTER_0155,ACC_029117|ACC_014688|ACC_027398|ACC_000117|ACC_032404|ACC_000117,ACC_000117,A
CASE_002244,CLUSTER_0061,ACC_013087|ACC_002933|ACC_010181|ACC_028248|ACC_010181|ACC_002933|ACC_008138,ACC_008138,B
CASE_002245,CLUSTER_0371,ACC_036774|ACC_032594|ACC_000484|ACC_032865,ACC_032865,A
CASE_002246,CLUSTER_0034,ACC_002689|ACC_010677|ACC_030974|ACC_010677,ACC_010677,B
CASE_002247,CLUSTER_0385,ACC_001380|ACC_010196|ACC_020792,ACC_020792,D
CASE_002248,CLUSTER_0210,ACC_037978|ACC_021260|ACC_023163,ACC_023163,A
CASE_002249,CLUSTER_0639,ACC_002579|ACC_035263|ACC_037565|ACC_035263,ACC_035263,B
CASE_002250,CLUSTER_0204,ACC_024628|ACC_024957|ACC_010258|ACC_024957|ACC_010258|ACC_024957,ACC_024957,A
CASE_002251,CLUSTER_0163,ACC_015289|ACC_001898|ACC_023654|ACC_021475|ACC_023654|ACC_021475,ACC_021475,B
CASE_002252,CLUSTER_0568,ACC_014243|ACC_011577|ACC_023997|ACC_011577|ACC_036923,ACC_036923,D
CASE_002253,CLUSTER_0547,ACC_023412|ACC_028517|ACC_020768,ACC_020768,E
CASE_002254,CLUSTER_0170,ACC_024276|ACC_023793|ACC_008436|ACC_029713|ACC_023793|ACC_008436,ACC_008436,A
CASE_002255,CLUSTER_0029,ACC_001682|ACC_021164|ACC_039389,ACC_039389,D
CASE_002256,CLUSTER_0189,ACC_013799|ACC_008633|ACC_001467|ACC_027986|ACC_008633,ACC_008633,A
CASE_002257,CLUSTER_0622,ACC_013424|ACC_023508|ACC_006150|ACC_023508|ACC_036445|ACC_006150,ACC_006150,E
CASE_002258,CLUSTER_0494,ACC_025639|ACC_000712|ACC_003441|ACC_016494,ACC_016494,D
CASE_002259,CLUSTER_0308,ACC_035919|ACC_001797|ACC_028269|ACC_021612|ACC_028269|ACC_035913,ACC_035913,A
CASE_002260,CLUSTER_0533,ACC_027850|ACC_030435|ACC_016854,ACC_016854,A
CASE_002261,CLUSTER_0286,ACC_025718|ACC_029859|ACC_002526|ACC_032201|ACC_039082|ACC_032201,ACC_032201,A
CASE_002262,CLUSTER_0557,ACC_012134|ACC_029193|ACC_013138|ACC_009602|ACC_013138,ACC_013138,A
CASE_002263,CLUSTER_0279,ACC_032555|ACC_027841|ACC_024815|ACC_018258|ACC_024815,ACC_024815,D
CASE_002264,CLUSTER_0635,ACC_019995|ACC_005238|ACC_010307,ACC_010307,A
CASE_002265,CLUSTER_0613,ACC_017495|ACC_035819|ACC_004157|ACC_037730,ACC_037730,A
CASE_002266,CLUSTER_0086,ACC_038299|ACC_017927|ACC_026068,ACC_026068,E
CASE_002267,CLUSTER_0489,ACC_000455|ACC_039907|ACC_021754,ACC_021754,A
CASE_002268,CLUSTER_0158,ACC_033997|ACC_039000|ACC_032223|ACC_014631|ACC_015320|ACC_039000|ACC_000705,ACC_000705,B
CASE_002269,CLUSTER_0132,ACC_025817|ACC_011189|ACC_036183|ACC_026510|ACC_036183,ACC_036183,A
CASE_002270,CLUSTER_0125,ACC_030237|ACC_006705|ACC_001831|ACC_006705,ACC_006705,D
CASE_002271,CLUSTER_0451,ACC_026316|ACC_001335|ACC_013088|ACC_007066|ACC_001335,ACC_001335,E
CASE_002272,CLUSTER_0273,ACC_021128|ACC_026547|ACC_002753|ACC_026547|ACC_002753,ACC_002753,D
CASE_002273,CLUSTER_0477,ACC_006953|ACC_022064|ACC_027325|ACC_030359,ACC_030359,A
CASE_002274,CLUSTER_0435,ACC_037076|ACC_026341|ACC_023274,ACC_023274,A
CASE_002275,CLUSTER_0539,ACC_034156|ACC_014153|ACC_016658,ACC_016658,A
CASE_002276,CLUSTER_0544,ACC_013386|ACC_004957|ACC_018454|ACC_004957|ACC_018454|ACC_033473,ACC_033473,D
CASE_002277,CLUSTER_0497,ACC_037496|ACC_002664|ACC_000103|ACC_002664|ACC_000103|ACC_002383|ACC_018462,ACC_018462,B
CASE_002278,CLUSTER_0456,ACC_033394|ACC_034380|ACC_021823|ACC_027565,ACC_027565,B
CASE_002279,CLUSTER_0451,ACC_035056|ACC_007066|ACC_013088|ACC_009310|ACC_001335,ACC_001335,E
CASE_002280,CLUSTER_0421,ACC_028648|ACC_005274|ACC_036546|ACC_015251,ACC_015251,A
CASE_002281,CLUSTER_0319,ACC_000093|ACC_027247|ACC_029134|ACC_027247,ACC_027247,A
CASE_002282,CLUSTER_0249,ACC_039345|ACC_014037|ACC_022341|ACC_014037|ACC_017218,ACC_017218,D
CASE_002283,CLUSTER_0173,ACC_009989|ACC_003259|ACC_025445|ACC_019840,ACC_019840,B
CASE_002284,CLUSTER_0028,ACC_015895|ACC_028482|ACC_014955|ACC_028482,ACC_028482,B
CASE_002285,CLUSTER_0391,ACC_020800|ACC_034216|ACC_012753|ACC_005103|ACC_034216|ACC_017089,ACC_017089,A
CASE_002286,CLUSTER_0061,ACC_031639|ACC_010181|ACC_002933|ACC_010181|ACC_002933|ACC_033932|ACC_008138,ACC_008138,B
CASE_002287,CLUSTER_0568,ACC_032582|ACC_011577|ACC_023997|ACC_036923|ACC_023997,ACC_023997,B
CASE_002288,CLUSTER_0373,ACC_000502|ACC_004400|ACC_021387,ACC_021387,A
CASE_002289,CLUSTER_0152,ACC_023016|ACC_002659|ACC_036473|ACC_024631|ACC_029107,ACC_029107,A
CASE_002290,CLUSTER_0017,ACC_034355|ACC_014960|ACC_032736|ACC_039619,ACC_039619,A
CASE_002291,CLUSTER_0609,ACC_013294|ACC_007790|ACC_008475|ACC_007790|ACC_016547,ACC_016547,D
CASE_002292,CLUSTER_0381,ACC_008970|ACC_027920|ACC_021228|ACC_027920,ACC_027920,B
CASE_002293,CLUSTER_0395,ACC_038960|ACC_034881|ACC_022391|ACC_034881,ACC_034881,E
CASE_002294,CLUSTER_0180,ACC_033357|ACC_005301|ACC_026762|ACC_035879,ACC_035879,E
CASE_002295,CLUSTER_0112,ACC_034269|ACC_000594|ACC_023441|ACC_018074,ACC_018074,A
CASE_002296,CLUSTER_0342,ACC_035070|ACC_011048|ACC_004792|ACC_011048,ACC_011048,A
CASE_002297,CLUSTER_0320,ACC_022473|ACC_025751|ACC_031813|ACC_025751,ACC_025751,E
CASE_002298,CLUSTER_0335,ACC_011671|ACC_030452|ACC_019040|ACC_005043,ACC_005043,B
CASE_002299,CLUSTER_0497,ACC_022548|ACC_018462|ACC_002383|ACC_001828|ACC_000103,ACC_000103,D
CASE_002300,CLUSTER_0202,ACC_034682|ACC_014253|ACC_037021|ACC_013756|ACC_016078,ACC_016078,B
CASE_002301,CLUSTER_0345,ACC_029271|ACC_017521|ACC_002609|ACC_001721|ACC_002609|ACC_017521|ACC_001721,ACC_001721,A
CASE_002302,CLUSTER_0523,ACC_004343|ACC_002343|ACC_015870|ACC_002343,ACC_002343,D
CASE_002303,CLUSTER_0558,ACC_003335|ACC_013858|ACC_002271|ACC_019083,ACC_019083,A
CASE_002304,CLUSTER_0497,ACC_036233|ACC_001828|ACC_006833|ACC_018462|ACC_006833|ACC_001828|ACC_006833,ACC_006833,E
CASE_002305,CLUSTER_0324,ACC_008547|ACC_009215|ACC_029245|ACC_009215|ACC_019811,ACC_019811,B
CASE_002306,CLUSTER_0297,ACC_023283|ACC_033712|ACC_032692|ACC_014465,ACC_014465,D
CASE_002307,CLUSTER_0199,ACC_029704|ACC_032463|ACC_025503|ACC_023767|ACC_032463,ACC_032463,D
CASE_002308,CLUSTER_0019,ACC_015106|ACC_017682|ACC_020447|ACC_029659|ACC_020447,ACC_020447,E
CASE_002309,CLUSTER_0311,ACC_003275|ACC_039825|ACC_013064|ACC_039825,ACC_039825,A
CASE_002310,CLUSTER_0305,ACC_007223|ACC_025085|ACC_005708,ACC_005708,A
CASE_002311,CLUSTER_0398,ACC_025415|ACC_027775|ACC_020891,ACC_020891,D
CASE_002312,CLUSTER_0105,ACC_003007|ACC_031275|ACC_026883|ACC_014147|ACC_039027|ACC_029503,ACC_029503,B
CASE_002313,CLUSTER_0211,ACC_022382|ACC_007254|ACC_000030|ACC_007254,ACC_007254,B
CASE_002314,CLUSTER_0408,ACC_036917|ACC_006820|ACC_020698|ACC_029540|ACC_006820|ACC_020698,ACC_020698,A
CASE_002315,CLUSTER_0498,ACC_031278|ACC_037193|ACC_038588|ACC_037193|ACC_007233,ACC_007233,B
CASE_002316,CLUSTER_0183,ACC_028658|ACC_006599|ACC_034342|ACC_027590|ACC_006599,ACC_006599,A
CASE_002317,CLUSTER_0347,ACC_035052|ACC_004052|ACC_024571|ACC_023171,ACC_023171,B
CASE_002318,CLUSTER_0630,ACC_031526|ACC_035406|ACC_023354|ACC_023936|ACC_026216|ACC_023354,ACC_023354,E
CASE_002319,CLUSTER_0626,ACC_004343|ACC_006390|ACC_028182|ACC_003348|ACC_006390,ACC_006390,A
CASE_002320,CLUSTER_0386,ACC_017361|ACC_005567|ACC_037198,ACC_037198,A
CASE_002321,CLUSTER_0359,ACC_008630|ACC_018856|ACC_015499,ACC_015499,A
CASE_002322,CLUSTER_0489,ACC_019071|ACC_021754|ACC_039907,ACC_039907,B
CASE_002323,CLUSTER_0294,ACC_015990|ACC_024828|ACC_008235|ACC_024828,ACC_024828,B
CASE_002324,CLUSTER_0191,ACC_034844|ACC_003946|ACC_033834|ACC_003946,ACC_003946,A
CASE_002325,CLUSTER_0173,ACC_018025|ACC_019840|ACC_003259|ACC_019840,ACC_019840,B
CASE_002326,CLUSTER_0557,ACC_020655|ACC_029193|ACC_018438|ACC_029193|ACC_009602,ACC_009602,B
CASE_002327,CLUSTER_0254,ACC_031767|ACC_026729|ACC_024644|ACC_027730|ACC_011619|ACC_026729|ACC_005893,ACC_005893,B
CASE_002328,CLUSTER_0371,ACC_021820|ACC_000484|ACC_012003|ACC_002652|ACC_012003|ACC_000484,ACC_000484,A
CASE_002329,CLUSTER_0418,ACC_034761|ACC_030650|ACC_027150|ACC_030650,ACC_030650,A
CASE_002330,CLUSTER_0041,ACC_036274|ACC_013789|ACC_033896|ACC_019141|ACC_035310|ACC_012335|ACC_019141,ACC_019141,A
CASE_002331,CLUSTER_0114,ACC_022888|ACC_001618|ACC_019239,ACC_019239,A
CASE_002332,CLUSTER_0501,ACC_035829|ACC_007351|ACC_019738|ACC_007351|ACC_019738,ACC_019738,D
CASE_002333,CLUSTER_0554,ACC_014292|ACC_008394|ACC_020432|ACC_008394|ACC_002522|ACC_034387,ACC_034387,B
CASE_002334,CLUSTER_0599,ACC_024813|ACC_014025|ACC_039975|ACC_027513|ACC_014025|ACC_009104,ACC_009104,D
CASE_002335,CLUSTER_0064,ACC_004638|ACC_006866|ACC_036642|ACC_013340|ACC_006866|ACC_005371,ACC_005371,A
CASE_002336,CLUSTER_0387,ACC_022289|ACC_031364|ACC_011136,ACC_011136,D
CASE_002337,CLUSTER_0315,ACC_018301|ACC_011176|ACC_023748|ACC_011176,ACC_011176,D
CASE_002338,CLUSTER_0028,ACC_017944|ACC_004573|ACC_028482|ACC_014955,ACC_014955,A
CASE_002339,CLUSTER_0597,ACC_001947|ACC_029388|ACC_019061|ACC_019096|ACC_038266|ACC_019096|ACC_019061,ACC_019061,A
CASE_002340,CLUSTER_0297,ACC_010044|ACC_014465|ACC_029312|ACC_014465|ACC_032692|ACC_014465,ACC_014465,D
CASE_002341,CLUSTER_0163,ACC_003844|ACC_010650|ACC_027832|ACC_010650|ACC_027832|ACC_001898,ACC_001898,D
CASE_002342,CLUSTER_0121,ACC_014349|ACC_028329|ACC_025055|ACC_017325|ACC_005280,ACC_005280,D
CASE_002343,CLUSTER_0286,ACC_029110|ACC_028312|ACC_002526|ACC_028312|ACC_037052,ACC_037052,A
CASE_002344,CLUSTER_0627,ACC_007673|ACC_032725|ACC_008458|ACC_027047|ACC_028350|ACC_032744|ACC_032725,ACC_032725,A
CASE_002345,CLUSTER_0418,ACC_029433|ACC_010521|ACC_005695|ACC_030650|ACC_010521|ACC_030650|ACC_004795,ACC_004795,A
CASE_002346,CLUSTER_0315,ACC_024082|ACC_005114|ACC_023748|ACC_011176,ACC_011176,D
CASE_002347,CLUSTER_0534,ACC_033295|ACC_007427|ACC_032610|ACC_022008,ACC_022008,A
CASE_002348,CLUSTER_0398,ACC_024024|ACC_027775|ACC_020891,ACC_020891,A
CASE_002349,CLUSTER_0378,ACC_020835|ACC_016500|ACC_030662|ACC_026138,ACC_026138,B
CASE_002350,CLUSTER_0516,ACC_002688|ACC_021774|ACC_032739|ACC_021774|ACC_011398|ACC_021774,ACC_021774,D
CASE_002351,CLUSTER_0367,ACC_036521|ACC_005874|ACC_035218,ACC_035218,B
CASE_002352,CLUSTER_0482,ACC_036794|ACC_017998|ACC_005650|ACC_037909,ACC_037909,D
CASE_002353,CLUSTER_0040,ACC_007657|ACC_025509|ACC_013128,ACC_013128,A
CASE_002354,CLUSTER_0409,ACC_026650|ACC_002628|ACC_030792|ACC_027825,ACC_027825,E
CASE_002355,CLUSTER_0435,ACC_027500|ACC_026341|ACC_023274,ACC_023274,A
CASE_002356,CLUSTER_0305,ACC_036262|ACC_025085|ACC_005708,ACC_005708,A
CASE_002357,CLUSTER_0624,ACC_026094|ACC_016979|ACC_034765,ACC_034765,A
CASE_002358,CLUSTER_0375,ACC_037569|ACC_028028|ACC_023547|ACC_028028|ACC_014028,ACC_014028,B
CASE_002359,CLUSTER_0613,ACC_039189|ACC_004157|ACC_037730|ACC_026836,ACC_026836,D
CASE_002360,CLUSTER_0227,ACC_039995|ACC_025878|ACC_022278,ACC_022278,E
CASE_002361,CLUSTER_0509,ACC_007248|ACC_038284|ACC_014813|ACC_022827,ACC_022827,E
CASE_002362,CLUSTER_0608,ACC_021820|ACC_012493|ACC_025727|ACC_022788|ACC_012493|ACC_036302|ACC_025727,ACC_025727,A
CASE_002363,CLUSTER_0016,ACC_030261|ACC_003251|ACC_027752|ACC_003251|ACC_027752,ACC_027752,A
CASE_002364,CLUSTER_0563,ACC_029871|ACC_001207|ACC_018154|ACC_037935|ACC_001207|ACC_018154|ACC_037935,ACC_037935,D
CASE_002365,CLUSTER_0570,ACC_016867|ACC_015544|ACC_031316|ACC_029468|ACC_031316|ACC_035626|ACC_029468,ACC_029468,A
CASE_002366,CLUSTER_0457,ACC_029968|ACC_038464|ACC_031882|ACC_004333|ACC_002442,ACC_002442,B
CASE_002367,CLUSTER_0449,ACC_024468|ACC_024220|ACC_012903|ACC_024220|ACC_006471,ACC_006471,D
CASE_002368,CLUSTER_0157,ACC_026600|ACC_038874|ACC_036799|ACC_015136,ACC_015136,A
CASE_002369,CLUSTER_0162,ACC_009973|ACC_015611|ACC_000269|ACC_018529|ACC_003030|ACC_011730,ACC_011730,A
CASE_002370,CLUSTER_0034,ACC_032373|ACC_012158|ACC_010677|ACC_030974,ACC_030974,A
CASE_002371,CLUSTER_0189,ACC_003613|ACC_001467|ACC_015004|ACC_008633|ACC_001467,ACC_001467,A
CASE_002372,CLUSTER_0339,ACC_022511|ACC_009620|ACC_013243|ACC_003678,ACC_003678,D
CASE_002373,CLUSTER_0489,ACC_003041|ACC_021754|ACC_039907,ACC_039907,E
CASE_002374,CLUSTER_0347,ACC_001638|ACC_024571|ACC_004052|ACC_024571,ACC_024571,D
CASE_002375,CLUSTER_0478,ACC_019473|ACC_006257|ACC_021492|ACC_006257,ACC_006257,A
CASE_002376,CLUSTER_0180,ACC_012272|ACC_035879|ACC_032358|ACC_035879|ACC_026762,ACC_026762,A
CASE_002377,CLUSTER_0391,ACC_034222|ACC_005103|ACC_034216|ACC_020244|ACC_012753|ACC_020244,ACC_020244,A
CASE_002378,CLUSTER_0579,ACC_021054|ACC_021878|ACC_012588,ACC_012588,D
CASE_002379,CLUSTER_0364,ACC_000774|ACC_030808|ACC_013452|ACC_035262|ACC_013452|ACC_030808|ACC_008501,ACC_008501,D
CASE_002380,CLUSTER_0407,ACC_018774|ACC_031750|ACC_008870|ACC_031750|ACC_008870|ACC_000895,ACC_000895,A
CASE_002381,CLUSTER_0563,ACC_017214|ACC_027149|ACC_037935|ACC_027149,ACC_027149,D
CASE_002382,CLUSTER_0544,ACC_009597|ACC_008714|ACC_005641|ACC_008714,ACC_008714,A
CASE_002383,CLUSTER_0535,ACC_002508|ACC_028564|ACC_018122|ACC_018964|ACC_018122|ACC_037642|ACC_012519,ACC_012519,A
CASE_002384,CLUSTER_0610,ACC_013803|ACC_010706|ACC_003864|ACC_010706|ACC_036131,ACC_036131,A
CASE_002385,CLUSTER_0554,ACC_009299|ACC_029156|ACC_034387|ACC_008394,ACC_008394,B
