complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_003335,3227.03,-0.1988,-2,1,1,0,0,0,0,0,0.584
CASE_003336,64091.8,0.93,7,0,10,1,0,1,0,1,0.694
CASE_003339,13896.7,-0.0009,5,0,8,0,0,1,0,0,0.49
CASE_003340,12356.43,-0.0295,-2,1,1,0,0,0,1,1,0.201
CASE_003341,13242.81,-0.013,0,3,3,1,0,0,1,0,0.76
CASE_003342,30343.35,0.3041,1,1,4,0,0,1,0,1,0.749
CASE_003343,30104.49,0.2997,2,0,5,0,1,0,1,0,0.488
CASE_003344,4132.85,-0.182,4,0,7,0,0,0,1,0,0.657
CASE_003345,10989.98,-0.0548,7,5,10,0,0,0,0,0,0.692
CASE_003346,14404.72,0.0085,4,0,7,0,0,0,1,0,0.933
CASE_003348,8550.78,-0.1001,1,0,4,1,0,0,0,0,0.307
CASE_003350,15224.0,0.0237,0,0,3,0,0,0,0,0,0.469
CASE_003351,18721.76,0.0886,8,0,11,1,0,0,0,0,0.421
CASE_003352,50735.49,0.6823,9,0,12,1,0,0,0,0,0.481
CASE_003355,4331.88,-0.1783,1,4,4,0,0,1,0,0,0.716
CASE_003356,1344.09,-0.2337,8,0,11,1,0,0,0,0,0.87
CASE_003357,101410.82,1.6222,-1,1,2,0,0,1,0,0,0.698
CASE_003358,81489.11,1.2527,1,1,4,0,0,0,1,0,0.263
CASE_003360,15007.84,0.0197,6,0,9,1,0,0,1,1,0.208
CASE_003361,19574.45,0.1044,6,1,9,0,0,0,0,1,0.457
CASE_003362,122817.45,2.0192,7,0,10,1,0,0,1,1,0.593
CASE_003364,6981.16,-0.1292,-3,0,0,0,1,0,0,1,0.192
CASE_003365,13842.36,-0.0019,4,5,7,0,0,1,1,1,0.197
CASE_003366,11909.29,-0.0378,0,2,3,0,0,0,0,0,0.453
CASE_003367,30689.29,0.3105,6,7,9,0,0,0,0,1,0.918
CASE_003368,16884.28,0.0545,-3,0,0,0,0,1,1,1,0.281
CASE_003369,7730.87,-0.1153,-3,0,0,0,0,0,1,0,0.451
CASE_003370,44582.39,0.5682,1,2,4,0,0,0,1,0,0.835
CASE_003371,43613.09,0.5502,4,0,7,0,1,0,1,1,0.878
CASE_003372,29810.95,0.2942,4,0,7,1,0,0,1,0,0.883
CASE_003374,5660.37,-0.1537,3,0,6,1,0,1,0,0,0.489
CASE_003376,35738.09,0.4042,4,7,7,1,0,0,1,1,0.296
CASE_003377,3169.76,-0.1999,-1,1,2,0,0,1,0,0,0.772
CASE_003378,64582.68,0.9391,5,8,8,0,0,0,1,1,0.436
CASE_003380,1278.93,-0.2349,1,4,4,0,0,0,1,0,0.3
CASE_003381,26013.9,0.2238,1,0,4,0,0,1,1,0,0.251
CASE_003382,124453.68,2.0495,-3,0,0,0,0,0,0,0,0.661
CASE_003384,15056.41,0.0206,3,0,6,0,0,1,0,0,0.505
CASE_003385,7784.94,-0.1143,7,6,10,1,1,1,0,0,0.686
CASE_003386,13313.56,-0.0117,4,4,7,0,0,1,0,0,0.538
CASE_003387,27185.57,0.2455,-3,0,0,0,0,0,1,0,0.895
CASE_003388,21708.6,0.144,7,9,10,0,0,0,0,0,0.635
CASE_003389,7553.64,-0.1186,1,2,4,0,0,0,1,0,0.562
CASE_003390,6203.5,-0.1436,14,4,17,1,1,0,1,1,0.183
CASE_003393,32269.4,0.3398,0,3,3,0,0,1,0,1,0.684
CASE_003395,1237.46,-0.2357,-3,0,0,0,0,0,1,0,0.603
CASE_003396,2995.74,-0.2031,1,0,4,1,0,0,0,0,0.141
CASE_003397,6648.18,-0.1354,1,4,4,0,1,0,0,0,0.222
CASE_003399,35770.55,0.4048,-2,1,1,0,0,0,0,0,0.458
CASE_003400,870.7,-0.2425,7,0,10,0,0,0,0,0,0.525
CASE_003401,25138.09,0.2076,5,0,8,0,0,1,0,0,0.582
CASE_003403,19226.28,0.0979,-3,0,0,1,0,0,0,0,0.657
CASE_003404,12452.12,-0.0277,-2,1,1,0,0,0,1,1,0.778
CASE_003405,1377.43,-0.2331,-1,0,2,0,0,0,0,1,0.558
CASE_003406,9597.6,-0.0806,-3,0,0,0,0,0,0,0,0.539
CASE_003407,28431.61,0.2687,1,0,4,0,0,0,0,0,0.635
CASE_003408,32962.71,0.3527,4,2,7,0,0,1,0,1,0.278
CASE_003410,25860.56,0.221,-2,1,1,0,0,0,1,0,0.467
CASE_003411,1896.36,-0.2235,1,4,4,0,0,0,1,0,0.382
CASE_003412,50075.66,0.6701,5,1,8,0,0,0,0,0,0.24
CASE_003413,6278.71,-0.1422,4,0,7,0,0,0,0,1,0.083
CASE_003416,9400.37,-0.0843,4,7,7,0,0,0,1,1,0.756
CASE_003417,31337.27,0.3225,0,2,3,1,1,1,0,0,0.54
CASE_003419,19849.1,0.1095,6,9,9,0,0,0,1,1,0.33
CASE_003420,30114.08,0.2999,6,1,9,0,0,0,0,0,0.725
CASE_003421,34455.98,0.3804,2,0,5,0,0,0,1,0,0.781
CASE_003423,2771.51,-0.2072,4,7,7,0,0,1,1,0,0.512
CASE_003424,18206.31,0.079,-1,2,2,1,0,0,1,0,0.443
CASE_003425,15669.85,0.032,-3,0,0,0,1,0,1,0,0.652
CASE_003427,1374.53,-0.2332,4,0,7,0,0,0,1,1,0.417
CASE_003428,91910.97,1.446,5,0,8,1,0,0,0,0,0.466
CASE_003429,7982.08,-0.1106,5,0,8,0,0,0,1,0,0.775
CASE_003430,1101.95,-0.2382,2,0,5,0,0,1,1,0,0.318
CASE_003431,16801.16,0.053,-1,2,2,0,0,0,0,1,0.327
CASE_003432,25978.2,0.2232,1,0,4,0,0,0,0,0,0.329
CASE_003433,41319.71,0.5077,0,3,3,0,0,0,1,0,0.656
CASE_003434,4653.71,-0.1723,10,9,13,1,0,0,0,0,0.712
CASE_003435,16495.93,0.0473,1,3,4,0,0,0,1,0,0.094
CASE_003436,47546.96,0.6232,3,6,6,0,0,0,0,1,0.891
CASE_003438,194041.48,3.3402,0,0,3,1,0,0,1,0,0.297
CASE_003440,6973.75,-0.1293,2,0,5,1,0,0,1,0,0.664
CASE_003443,63566.19,0.9203,5,3,8,0,0,0,0,0,0.735
CASE_003444,31813.89,0.3314,1,0,4,0,0,0,0,0,0.402
CASE_003445,6016.19,-0.1471,7,9,10,0,0,1,0,0,0.608
CASE_003446,76405.62,1.1584,2,0,5,0,0,0,1,1,0.505
CASE_003447,21212.64,0.1348,0,0,3,1,0,0,1,0,0.634
CASE_003448,7736.06,-0.1152,3,5,6,1,0,0,1,1,0.392
CASE_003450,89073.52,1.3934,-1,2,2,0,0,0,0,0,0.765
CASE_003451,109845.0,1.7786,0,3,3,0,0,0,1,1,0.766
CASE_003453,1250.93,-0.2355,1,4,4,0,0,0,1,1,0.57
CASE_003455,27123.61,0.2444,0,2,3,1,0,1,1,0,0.749
CASE_003456,6779.38,-0.1329,4,0,7,0,0,0,0,0,0.189
CASE_003457,77168.96,1.1726,4,0,7,0,0,0,0,0,0.386
CASE_003459,31400.38,0.3237,2,0,5,0,0,0,0,0,0.713
CASE_003460,33740.92,0.3671,3,4,6,0,0,1,1,1,0.675
CASE_003462,25457.55,0.2135,0,1,3,1,0,0,0,0,0.622
CASE_003463,48075.8,0.633,0,3,3,0,0,1,0,1,0.651
CASE_003464,1276.28,-0.235,1,0,4,0,0,0,0,0,0.517
CASE_003466,9021.16,-0.0913,-2,1,1,0,0,0,1,1,0.907
CASE_003467,63299.16,0.9153,5,0,8,0,0,1,0,1,0.942
CASE_003468,5265.3,-0.161,14,0,17,0,0,0,0,1,0.496
CASE_003470,8097.48,-0.1085,4,0,7,1,1,1,0,0,0.274
CASE_003471,4614.85,-0.1731,2,0,5,1,0,1,0,0,0.46
CASE_003472,1743.95,-0.2263,6,0,9,0,0,1,0,1,0.307
CASE_003473,12153.5,-0.0332,-1,0,2,0,0,1,1,0,0.616
CASE_003474,23223.08,0.1721,10,5,13,0,0,0,0,1,0.512
CASE_003476,8659.66,-0.098,4,0,7,1,0,1,0,1,0.626
CASE_003477,27042.67,0.2429,8,0,11,0,0,0,0,0,0.213
CASE_003478,4203.34,-0.1807,-3,0,0,1,0,0,1,0,0.132
CASE_003479,55168.9,0.7645,-3,0,0,0,0,0,0,1,0.624
CASE_003480,11863.05,-0.0386,3,0,6,0,0,0,0,1,0.478
CASE_003482,75016.82,1.1327,1,3,4,0,0,0,1,0,0.888
CASE_003483,16016.85,0.0384,1,4,4,1,0,1,0,0,0.864
CASE_003485,7963.38,-0.111,7,0,10,1,1,1,1,0,0.252
CASE_003486,19040.42,0.0945,1,1,4,1,0,0,0,0,0.393
CASE_003487,13423.81,-0.0097,3,0,6,0,0,0,1,1,0.621
CASE_003489,34419.81,0.3797,5,3,8,1,0,0,1,0,0.511
CASE_003490,46889.86,0.611,4,5,7,0,0,0,0,0,0.693
CASE_003491,12776.02,-0.0217,9,0,12,0,0,0,0,0,0.485
CASE_003492,26131.54,0.226,-3,0,0,0,0,1,1,0,0.134
CASE_003493,21087.66,0.1325,11,0,14,0,0,0,1,0,0.525
CASE_003494,8793.44,-0.0956,3,6,6,0,0,1,0,0,0.826
CASE_003495,6539.25,-0.1374,4,1,7,0,0,0,1,0,0.295
CASE_003496,11512.96,-0.0451,6,9,9,1,0,0,0,1,0.643
CASE_003497,6589.8,-0.1364,3,3,6,0,0,0,0,0,0.336
CASE_003498,9772.74,-0.0774,4,4,7,0,0,0,1,0,0.824
CASE_003500,22629.81,0.1611,3,0,6,0,0,0,0,1,0.452
CASE_003501,19312.45,0.0995,2,5,5,0,0,1,1,1,0.613
CASE_003502,13962.54,0.0003,-1,1,2,0,0,0,1,0,0.282
CASE_003503,55422.77,0.7693,4,2,7,0,0,0,0,0,0.223
CASE_003504,19195.34,0.0974,6,9,9,0,0,1,1,1,0.47
CASE_003505,17577.95,0.0674,-3,0,0,0,0,0,0,1,0.809
CASE_003506,43708.58,0.552,3,0,6,1,0,0,1,1,0.687
CASE_003507,8130.61,-0.1079,8,0,11,0,0,0,1,0,0.507
CASE_003508,42025.15,0.5208,-3,0,0,0,0,0,1,0,0.436
CASE_003511,4722.95,-0.1711,-3,0,0,0,0,0,0,0,0.458
CASE_003512,69960.36,1.0389,4,0,7,0,1,0,0,0,0.7
CASE_003513,25021.34,0.2054,1,4,4,0,0,1,0,0,0.939
CASE_003514,142286.48,2.3803,-2,1,1,0,0,0,0,1,0.658
CASE_003515,1196.02,-0.2365,5,8,8,0,0,0,0,0,0.75
CASE_003516,71126.49,1.0605,0,1,3,0,0,0,1,0,0.362
CASE_003517,5763.04,-0.1518,-2,1,1,0,0,0,1,0,0.314
CASE_003518,23664.52,0.1802,1,4,4,0,0,1,1,0,0.175
CASE_003519,3221.58,-0.1989,-3,0,0,0,0,0,0,0,0.462
CASE_003521,13432.93,-0.0095,15,0,18,0,1,0,0,0,0.246
CASE_003522,109618.41,1.7744,1,4,4,0,1,0,1,0,0.755
CASE_003523,4433.63,-0.1764,-2,1,1,0,0,0,1,0,0.829
CASE_003524,72089.4,1.0784,0,3,3,1,0,0,0,0,0.737
CASE_003525,7160.26,-0.1259,3,0,6,0,0,0,0,1,0.202
CASE_003526,38977.87,0.4643,-2,1,1,0,0,0,1,0,0.699
CASE_003527,8645.46,-0.0983,4,7,7,0,0,0,1,0,0.787
CASE_003528,26693.04,0.2364,2,0,5,0,0,0,1,0,0.219
CASE_003530,46185.61,0.5979,3,0,6,0,0,0,1,0,0.548
CASE_003531,26461.36,0.2321,-1,2,2,0,0,0,1,1,0.528
CASE_003532,285063.08,5.0283,2,4,5,1,0,0,0,0,0.66
CASE_003533,191087.8,3.2854,-3,0,0,0,1,1,0,1,0.7
CASE_003535,2309.96,-0.2158,-1,0,2,0,0,1,1,0,0.402
CASE_003536,3835.85,-0.1875,5,4,8,1,0,1,0,0,0.92
CASE_003537,86336.64,1.3426,7,0,10,0,0,0,1,1,0.782
CASE_003538,14647.91,0.013,1,0,4,0,0,0,0,0,0.792
CASE_003540,29433.3,0.2872,-3,0,0,1,0,0,0,0,0.459
CASE_003541,49842.22,0.6658,-1,0,2,0,0,1,1,0,0.661
CASE_003542,15418.83,0.0273,6,0,9,0,0,0,0,0,0.648
CASE_003543,10548.46,-0.063,4,4,7,0,0,0,0,0,0.888
CASE_003544,6054.89,-0.1464,3,1,6,0,0,0,1,0,0.575
CASE_003547,11470.82,-0.0459,7,0,10,0,0,0,0,0,0.35
CASE_003548,998.74,-0.2401,10,2,13,1,0,0,0,0,0.271
CASE_003551,622.32,-0.2471,7,7,10,0,0,0,1,0,0.583
CASE_003554,9545.0,-0.0816,3,0,6,0,0,1,0,0,0.536
CASE_003555,56508.84,0.7894,3,4,6,0,0,0,0,1,0.859
CASE_003556,7960.1,-0.111,1,0,4,0,0,0,1,0,0.621
CASE_003557,10836.15,-0.0577,-3,0,0,0,0,0,1,0,0.344
CASE_003558,50974.45,0.6868,4,1,7,0,0,0,0,1,0.309
CASE_003560,28875.45,0.2769,2,0,5,0,0,0,1,0,0.722
CASE_003562,13390.05,-0.0103,-1,0,2,1,0,0,0,0,0.557
CASE_003563,16863.28,0.0541,0,1,3,0,0,0,0,0,0.554
CASE_003564,15081.66,0.0211,-2,1,1,1,0,0,0,0,0.453
CASE_003568,119847.31,1.9641,3,0,6,0,0,0,0,0,0.677
CASE_003569,8229.37,-0.106,4,0,7,0,0,0,1,1,0.642
CASE_003570,3559.05,-0.1926,7,2,10,0,0,0,1,0,0.785
CASE_003571,136585.57,2.2746,2,0,5,0,0,0,0,0,0.788
CASE_003572,7132.67,-0.1264,4,6,7,1,0,0,0,0,0.602
CASE_003576,32011.65,0.3351,3,6,6,0,0,0,1,0,0.699
CASE_003577,13135.05,-0.015,1,4,4,0,0,1,0,0,0.442
CASE_003578,1203.16,-0.2363,-2,1,1,0,1,1,0,0,0.674
CASE_003579,5497.69,-0.1567,-1,2,2,1,0,0,0,1,0.318
CASE_003580,33330.26,0.3595,6,0,9,0,0,0,0,0,0.566
CASE_003581,3742.4,-0.1892,4,1,7,0,0,0,1,0,0.829
CASE_003582,354054.41,6.3079,9,0,12,1,0,0,1,0,0.54
CASE_003583,60326.53,0.8602,1,0,4,0,0,0,0,1,0.708
CASE_003584,36389.33,0.4162,5,0,8,0,0,0,0,0,0.629
CASE_003585,49853.79,0.666,2,0,5,0,0,0,1,0,0.728
CASE_003586,28450.99,0.269,7,0,10,1,0,0,1,0,0.204
CASE_003587,17604.76,0.0679,0,0,3,0,0,0,0,0,0.956
CASE_003588,218262.18,3.7894,3,0,6,0,0,0,0,0,0.668
CASE_003590,49945.87,0.6677,0,3,3,0,0,0,1,0,0.348
CASE_003591,19159.04,0.0967,0,3,3,0,0,1,1,0,0.635
CASE_003592,26913.04,0.2405,2,0,5,1,0,0,1,1,0.479
CASE_003593,18596.61,0.0863,7,0,10,0,0,0,1,0,0.739
CASE_003594,19770.69,0.108,4,1,7,0,0,1,0,0,0.474
CASE_003596,19405.65,0.1013,2,0,5,0,0,0,0,0,0.776
CASE_003599,42200.57,0.524,0,0,3,0,0,0,1,0,0.255
CASE_003600,35373.36,0.3974,1,1,4,1,0,0,0,0,0.467
CASE_003601,3334.76,-0.1968,11,0,14,1,0,0,0,0,0.866
CASE_003602,3583.29,-0.1922,14,0,17,1,0,1,0,0,0.427
CASE_003603,3168.93,-0.1999,7,2,10,0,0,1,1,1,0.638
CASE_003604,39440.44,0.4728,3,1,6,0,0,1,1,0,0.42
CASE_003605,6156.08,-0.1445,-3,0,0,1,0,0,0,1,0.699
CASE_003606,15374.76,0.0265,9,11,12,0,0,0,0,1,0.411
CASE_003608,25974.09,0.2231,3,4,6,0,0,0,0,0,0.674
CASE_003609,13991.21,0.0008,1,3,4,0,0,1,0,1,0.625
CASE_003612,11742.25,-0.0409,1,3,4,1,0,0,1,0,0.551
CASE_003613,13236.07,-0.0132,3,6,6,0,0,0,1,1,0.188
CASE_003615,9330.76,-0.0856,4,1,7,0,0,0,0,1,0.301
CASE_003617,5966.75,-0.148,0,3,3,0,1,0,0,1,0.325
CASE_003618,2148.45,-0.2188,-1,1,2,0,0,0,1,1,0.876
CASE_003619,5200.29,-0.1622,4,3,7,0,0,0,1,0,0.624
CASE_003620,7387.3,-0.1216,3,0,6,0,0,0,1,0,0.324
CASE_003621,16825.18,0.0534,0,3,3,0,0,0,1,1,0.622
CASE_003622,1086.88,-0.2385,6,8,9,1,0,0,0,0,0.382
CASE_003623,40340.82,0.4895,-3,0,0,0,0,0,1,1,0.625
CASE_003624,21540.91,0.1409,4,0,7,0,0,0,0,0,0.207
CASE_003625,11544.29,-0.0445,1,2,4,0,0,0,1,0,0.357
CASE_003627,15721.55,0.0329,8,1,11,0,0,0,1,0,0.41
CASE_003629,3224.52,-0.1988,4,3,7,0,0,1,0,0,0.704
CASE_003630,29775.9,0.2936,5,6,8,1,0,0,1,1,0.584
CASE_003631,22226.61,0.1536,0,1,3,1,0,0,0,1,0.643
CASE_003632,31835.87,0.3318,-2,1,1,0,0,0,0,0,0.541
CASE_003633,5332.15,-0.1598,10,0,13,0,1,0,0,0,0.647
CASE_003635,7448.23,-0.1205,5,6,8,0,0,0,0,0,0.461
CASE_003636,9645.6,-0.0798,2,0,5,0,0,0,1,0,0.414
CASE_003638,40929.65,0.5005,5,8,8,0,0,0,1,1,0.843
CASE_003639,9405.78,-0.0842,2,0,5,0,0,0,1,1,0.776
CASE_003640,28320.68,0.2666,0,3,3,0,0,1,1,0,0.764
CASE_003641,55813.21,0.7765,4,0,7,1,0,0,1,1,0.424
CASE_003644,85693.38,1.3307,2,5,5,0,0,0,0,1,0.606
CASE_003645,2476.79,-0.2127,1,0,4,1,1,0,1,0,0.252
CASE_003647,3312.93,-0.1972,4,7,7,1,0,1,1,1,0.441
CASE_003649,12843.79,-0.0204,4,0,7,1,0,0,1,0,0.719
CASE_003650,1961.96,-0.2223,1,0,4,0,0,0,0,0,0.423
CASE_003651,42636.6,0.5321,-1,1,2,0,0,0,0,0,0.684
CASE_003652,4484.5,-0.1755,8,0,11,0,0,0,0,0,0.433
CASE_003653,2023.52,-0.2211,1,0,4,0,0,0,1,0,0.479
CASE_003654,21890.29,0.1473,-2,1,1,0,0,0,0,1,0.305
CASE_003655,40112.91,0.4853,1,1,4,0,0,0,1,0,0.608
CASE_003657,317649.46,5.6327,1,1,4,1,0,0,0,0,0.494
CASE_003658,22649.13,0.1614,0,0,3,0,0,0,1,0,0.833
CASE_003659,13438.69,-0.0094,4,0,7,0,0,0,0,1,0.58
CASE_003660,2633.53,-0.2098,-1,0,2,0,0,0,0,0,0.928
CASE_003664,50187.95,0.6722,3,0,6,0,0,0,0,0,0.518
CASE_003665,5699.99,-0.1529,1,0,4,0,0,0,0,0,0.282
CASE_003666,8851.09,-0.0945,5,0,8,1,0,1,0,1,0.78
CASE_003667,11262.95,-0.0498,6,1,9,0,0,0,1,0,0.304
CASE_003668,45209.89,0.5798,4,0,7,1,0,0,0,0,0.344
CASE_003669,4824.26,-0.1692,-1,2,2,0,0,0,0,1,0.532
CASE_003670,1002.91,-0.2401,-1,2,2,0,0,1,0,0,0.819
CASE_003673,24739.1,0.2002,5,4,8,0,0,1,0,1,0.445
CASE_003674,11619.75,-0.0431,8,7,11,0,1,0,1,0,0.189
CASE_003675,53486.73,0.7333,7,0,10,1,0,0,1,1,0.444
CASE_003676,5257.51,-0.1611,2,2,5,0,0,0,0,0,0.154
CASE_003678,15207.39,0.0234,4,0,7,0,0,0,0,1,0.382
CASE_003681,5981.92,-0.1477,5,4,8,0,0,0,1,0,0.785
CASE_003682,6603.41,-0.1362,5,4,8,0,0,0,0,1,0.696
CASE_003683,8851.59,-0.0945,2,1,5,0,0,0,0,0,0.826
CASE_003684,54449.43,0.7512,-3,0,0,0,0,0,1,1,0.818
CASE_003685,19418.75,0.1015,1,4,4,0,0,0,1,0,0.291
CASE_003686,46655.54,0.6067,6,9,9,1,0,1,1,1,0.625
CASE_003687,25472.2,0.2138,2,0,5,0,0,1,1,0,0.851
CASE_003688,12845.81,-0.0204,-3,0,0,1,0,0,0,0,0.613
CASE_003690,122459.05,2.0126,0,0,3,0,0,0,0,0,0.623
CASE_003691,2273.9,-0.2165,5,4,8,0,0,0,0,0,0.716
CASE_003692,4559.44,-0.1741,-2,0,1,0,0,0,1,0,0.787
CASE_003694,6345.7,-0.141,0,3,3,1,0,0,1,1,0.64
CASE_003696,8590.57,-0.0993,-2,1,1,0,0,0,0,0,0.353
CASE_003697,50465.38,0.6773,0,0,3,0,0,0,0,1,0.419
CASE_003698,88925.07,1.3906,0,0,3,1,0,0,0,0,0.472
CASE_003699,55598.59,0.7725,6,0,9,0,0,0,0,0,0.707
CASE_003700,28892.57,0.2772,4,3,7,0,0,0,1,1,0.272
CASE_003702,4631.18,-0.1728,1,0,4,1,0,0,0,0,0.21
CASE_003703,23568.94,0.1785,-2,1,1,0,0,1,1,0,0.387
CASE_003704,14737.0,0.0147,-1,2,2,0,0,0,0,0,0.82
CASE_003706,13258.61,-0.0127,5,0,8,0,0,0,0,1,0.866
CASE_003708,3798.29,-0.1882,2,0,5,0,0,0,0,1,0.639
CASE_003709,16696.38,0.051,1,0,4,0,0,0,0,1,0.164
CASE_003711,18433.38,0.0832,5,0,8,1,0,0,1,0,0.343
CASE_003712,2456.09,-0.2131,4,0,7,0,0,0,0,1,0.646
CASE_003713,12450.87,-0.0277,5,1,8,0,0,0,0,0,0.574
CASE_003715,2124.08,-0.2193,3,0,6,1,0,0,0,0,0.496
CASE_003717,4355.96,-0.1779,2,0,5,0,0,0,0,1,0.515
CASE_003718,2876.4,-0.2053,8,0,11,0,0,0,0,0,0.314
CASE_003719,10305.86,-0.0675,8,0,11,0,0,0,0,1,0.71
CASE_003720,2750.67,-0.2076,1,4,4,0,0,0,1,1,0.626
CASE_003721,15994.8,0.038,0,2,3,0,0,0,1,0,0.601
CASE_003723,5618.03,-0.1545,-3,0,0,0,0,0,0,0,0.691
CASE_003725,51350.13,0.6937,8,0,11,0,0,0,1,0,0.691
CASE_003726,17762.26,0.0708,2,5,5,0,0,0,0,0,0.629
CASE_003727,674.66,-0.2461,0,0,3,0,0,1,0,0,0.305
CASE_003728,8603.39,-0.0991,2,2,5,0,0,0,0,0,0.655
CASE_003733,4717.83,-0.1712,2,0,5,0,0,0,0,1,0.547
CASE_003734,15692.09,0.0324,2,0,5,1,0,0,0,0,0.919
CASE_003735,10759.49,-0.0591,-1,0,2,0,0,0,0,0,0.231
CASE_003736,52354.25,0.7123,6,1,9,1,0,0,0,0,0.507
CASE_003737,7695.68,-0.1159,7,1,10,0,0,0,0,1,0.745
CASE_003739,9386.1,-0.0846,5,0,8,1,0,0,0,0,0.643
CASE_003740,13028.57,-0.017,1,0,4,1,0,0,0,0,0.077
CASE_003742,247499.25,4.3316,0,3,3,1,0,0,1,1,0.399
CASE_003743,19757.47,0.1078,3,0,6,0,0,1,0,0,0.192
CASE_003746,16896.24,0.0547,2,1,5,0,0,0,1,1,0.8
CASE_003747,14746.15,0.0148,7,0,10,0,0,0,1,1,0.179
CASE_003748,142476.03,2.3838,3,6,6,0,0,0,0,1,0.935
CASE_003750,12035.91,-0.0354,-2,1,1,0,0,0,1,0,0.468
CASE_003751,3911.36,-0.1861,7,0,10,0,0,0,0,0,0.661
CASE_003752,8742.45,-0.0965,6,9,9,0,1,0,1,0,0.712
CASE_003753,5724.61,-0.1525,2,0,5,1,0,0,1,0,0.547
CASE_003754,35827.49,0.4058,0,1,3,0,0,1,0,1,0.478
CASE_003755,40524.99,0.493,-3,0,0,1,0,0,1,0,0.805
CASE_003756,29302.23,0.2848,3,0,6,0,0,1,1,0,0.306
CASE_003757,11838.02,-0.0391,-2,1,1,1,0,0,1,0,0.855
CASE_003758,18778.72,0.0896,0,3,3,1,0,0,1,0,0.402
CASE_003759,1503.24,-0.2308,4,0,7,0,0,1,1,0,0.623
CASE_003760,10240.47,-0.0687,6,0,9,0,0,0,0,1,0.498
CASE_003761,2126.11,-0.2192,4,0,7,1,0,0,1,0,0.546
CASE_003762,99295.89,1.583,0,0,3,0,0,0,0,0,0.348
CASE_003763,2335.55,-0.2153,1,0,4,1,0,0,0,1,0.528
CASE_003764,6211.8,-0.1434,5,3,8,0,0,0,1,1,0.74
CASE_003766,2623.18,-0.21,5,5,8,0,0,1,0,1,0.83
CASE_003768,14830.03,0.0164,-3,0,0,0,0,0,1,0,0.788
CASE_003770,32306.78,0.3405,5,0,8,0,0,0,0,0,0.801
CASE_003771,2152.41,-0.2187,0,0,3,1,1,0,0,0,0.311
CASE_003772,4596.88,-0.1734,0,0,3,1,0,0,1,0,0.693
CASE_003773,49793.35,0.6648,9,1,12,1,0,0,1,0,0.474
CASE_003775,30853.04,0.3136,6,7,9,0,0,0,0,0,0.528
CASE_003776,4828.6,-0.1691,-2,1,1,0,0,0,0,0,0.135
CASE_003777,4230.64,-0.1802,5,8,8,0,0,0,0,0,0.373
CASE_003778,2817.08,-0.2064,2,0,5,0,0,0,1,0,0.373
CASE_003779,26514.56,0.2331,-3,0,0,0,0,0,0,0,0.567
CASE_003780,17591.54,0.0676,6,0,9,0,0,0,0,0,0.553
CASE_003781,72903.22,1.0935,2,5,5,1,1,0,1,1,0.433
CASE_003782,38312.01,0.4519,-2,1,1,0,0,0,0,0,0.758
CASE_003783,2251.86,-0.2169,-3,0,0,1,0,0,0,1,0.678
CASE_003784,15435.51,0.0276,2,4,5,0,0,1,0,0,0.666
CASE_003785,20601.81,0.1234,5,0,8,1,0,0,0,1,0.194
CASE_003786,52356.36,0.7124,1,2,4,0,0,0,1,1,0.448
CASE_003787,4872.35,-0.1683,1,0,4,0,0,0,1,1,0.635
CASE_003788,22532.55,0.1593,0,0,3,0,0,0,0,0,0.882
CASE_003789,6100.27,-0.1455,0,3,3,1,0,0,1,0,0.411
CASE_003790,10016.73,-0.0729,2,5,5,0,0,0,0,0,0.4
CASE_003791,10691.7,-0.0604,12,0,15,1,0,0,0,1,0.57
CASE_003792,1568.07,-0.2296,2,1,5,0,0,0,1,1,0.707
CASE_003793,133142.72,2.2107,3,1,6,0,0,0,1,1,0.229
CASE_003795,17323.47,0.0626,4,0,7,0,0,0,0,0,0.469
CASE_003796,9488.49,-0.0827,-1,0,2,0,0,0,1,1,0.61
CASE_003797,4767.69,-0.1702,-1,0,2,0,0,0,0,0,0.701
CASE_003798,35184.44,0.3939,2,0,5,1,0,0,0,0,0.663
CASE_003799,13823.02,-0.0023,3,0,6,0,0,0,0,0,0.571
CASE_003800,18657.39,0.0874,12,2,15,0,0,0,1,1,0.287
CASE_003801,10793.01,-0.0585,8,0,11,0,0,0,1,0,0.847
CASE_003802,56535.14,0.7899,3,3,6,0,1,0,0,0,0.844
CASE_003803,9409.5,-0.0841,17,0,20,1,1,0,0,0,0.219
CASE_003804,15751.72,0.0335,2,4,5,0,0,1,1,0,0.487
CASE_003805,26781.39,0.2381,-2,1,1,0,0,0,0,0,0.88
CASE_003806,1550.57,-0.2299,2,5,5,0,0,1,0,0,0.658
CASE_003808,1215.51,-0.2361,-1,0,2,0,0,0,1,0,0.336
CASE_003810,3653.72,-0.1909,10,0,13,0,0,0,0,1,0.852
CASE_003811,4864.2,-0.1684,9,0,12,0,0,0,1,0,0.723
CASE_003812,4990.27,-0.1661,6,0,9,0,0,0,1,1,0.891
CASE_003814,30644.33,0.3097,9,0,12,1,0,0,0,0,0.955
CASE_003816,17363.92,0.0634,0,2,3,0,0,0,1,0,0.561
CASE_003818,5676.64,-0.1534,5,1,8,0,1,0,0,0,0.403
