upi_id,account_id,first_seen,last_seen,linked_case_count,linked_account_count
UPI_009036,ACC_008272,2024-08-24 14:45:55.183632266,2025-12-29 10:33:58.303727892,0,0
UPI_009037,ACC_008273,2025-08-27 00:27:17.741171628,2025-11-18 18:31:07.719080475,11,7
UPI_009038,ACC_008274,2026-03-10 13:25:25.539581940,2026-04-15 00:24:53.351805177,4,4
UPI_009039,ACC_008275,2024-08-13 00:09:05.784210447,2025-05-02 14:16:21.096328947,0,0
UPI_009040,ACC_008276,2026-06-10 14:36:15.908042550,2026-06-23 09:51:20.918941348,0,0
UPI_009041,ACC_008276,2026-06-10 14:36:15.908042550,2026-06-23 09:51:20.918941348,0,0
UPI_009042,ACC_008277,2026-06-02 21:02:19.903807655,2026-06-07 23:39:42.551351203,0,0
UPI_009043,ACC_008278,2025-06-27 04:15:51.528980844,2025-07-18 18:20:14.704116010,0,0
UPI_009044,ACC_008279,2025-09-24 22:57:36.777023919,2025-10-11 06:26:58.814530143,0,0
UPI_009045,ACC_008280,2024-04-26 15:23:43.509273529,2024-11-23 06:07:48.777832700,0,0
UPI_009046,ACC_008281,2025-06-08 19:39:55.105534323,2026-05-30 03:42:15.815805463,0,0
UPI_009047,ACC_008282,2024-01-09 19:06:07.829058469,2024-08-19 05:54:31.938268070,0,0
UPI_009048,ACC_008282,2024-01-09 19:06:07.829058469,2024-08-19 05:54:31.938268070,0,0
UPI_009049,ACC_008283,2024-09-25 10:16:19.039341655,2025-04-14 07:08:47.467602598,0,0
UPI_009050,ACC_008284,2025-01-20 12:02:30.305658802,2025-02-21 19:09:50.245326454,0,0
UPI_009051,ACC_008285,2025-02-02 05:32:19.987005278,2026-01-18 01:05:33.018283262,0,0
UPI_009052,ACC_008286,2025-06-02 21:23:29.749697857,2025-06-10 21:45:25.182008853,0,0
UPI_009053,ACC_008287,2025-10-13 02:35:22.116574608,2025-11-01 09:25:00.782987779,0,0
UPI_009054,ACC_008288,2024-05-09 03:18:16.246957889,2024-08-04 11:30:22.437432952,4,3
UPI_009055,ACC_008288,2024-05-09 03:18:16.246957889,2024-08-04 11:30:22.437432952,1,1
UPI_009056,ACC_008289,2025-02-20 22:44:17.685820304,2026-05-07 15:11:21.284848759,0,0
UPI_009057,ACC_008290,2025-04-02 14:49:08.599472754,2025-04-11 17:50:51.887126595,0,0
UPI_009058,ACC_008291,2025-07-15 15:03:18.193910122,2025-08-29 08:26:58.324412421,0,0
UPI_009059,ACC_008292,2024-05-11 12:42:18.600614496,2024-06-27 11:52:50.108923989,0,0
UPI_009060,ACC_008293,2026-02-21 02:55:22.314472899,2026-05-03 11:17:55.432872179,0,0
UPI_009061,ACC_008294,2024-09-16 01:25:27.052918654,2025-11-11 23:23:07.386979018,0,0
UPI_009062,ACC_008295,2024-09-25 03:57:31.499363899,2025-04-27 09:08:57.050933595,0,0
UPI_009063,ACC_008296,2024-10-25 10:25:36.723429091,2025-03-31 23:56:17.549720116,0,0
UPI_009064,ACC_008297,2025-11-06 05:42:05.796139039,2025-12-18 10:03:08.142870546,0,0
UPI_009065,ACC_008297,2025-11-06 05:42:05.796139039,2025-12-18 10:03:08.142870546,0,0
UPI_009066,ACC_008298,2025-10-26 15:33:20.033077351,2025-12-23 13:09:21.337335653,0,0
UPI_009067,ACC_008299,2025-10-29 06:23:18.430083543,2025-12-02 13:54:17.678466524,0,0
UPI_009068,ACC_008300,2024-08-15 05:54:29.816462513,2024-08-19 21:55:14.820166817,0,0
UPI_009069,ACC_008301,2024-10-28 21:18:09.327598851,2024-12-26 13:07:19.534871084,0,0
UPI_009070,ACC_008302,2024-09-24 17:24:10.043355834,2025-11-23 08:08:01.218373132,0,0
UPI_009071,ACC_008303,2024-05-17 15:24:28.211142609,2026-01-27 10:30:50.984546466,0,0
UPI_009072,ACC_008304,2026-02-06 21:21:33.844227716,2026-02-11 05:54:16.231014780,0,0
UPI_009073,ACC_008305,2025-11-02 13:32:52.839469880,2026-02-24 23:03:34.884303838,0,0
UPI_009074,ACC_008306,2024-01-16 21:44:27.198947326,2024-05-11 16:11:36.267571462,0,0
UPI_009075,ACC_008307,2024-10-09 14:40:18.209515475,2026-06-26 23:44:08.925095357,0,0
UPI_009076,ACC_008308,2024-09-05 02:28:30.478754785,2024-10-29 06:37:36.592940393,0,0
UPI_009077,ACC_008309,2024-07-04 01:34:48.115493793,2024-09-09 10:54:20.462626553,0,0
UPI_009078,ACC_008310,2026-06-01 01:06:16.988107845,2026-06-22 14:13:14.284336435,0,0
UPI_009079,ACC_008311,2026-06-08 05:30:14.794145897,2026-06-13 04:28:14.984656916,0,0
UPI_009080,ACC_008312,2026-03-31 08:35:34.336329073,2026-06-17 01:59:40.551250019,0,0
UPI_009081,ACC_008313,2026-03-22 02:41:08.745240837,2026-05-03 10:12:19.048479212,0,0
UPI_009082,ACC_008314,2026-02-05 05:39:24.672789901,2026-03-11 19:41:18.483989625,0,0
UPI_009083,ACC_008315,2025-02-04 20:33:36.208375551,2025-06-30 19:18:10.006303262,0,0
UPI_009084,ACC_008316,2026-04-23 07:02:15.886267751,2026-06-21 07:13:40.795905901,0,0
UPI_009085,ACC_008317,2025-06-21 20:19:39.762085117,2025-10-21 07:51:27.065131009,0,0
UPI_009086,ACC_008318,2026-05-28 11:10:08.981889069,2026-06-14 16:55:15.054637456,0,0
UPI_009087,ACC_008319,2024-07-28 01:08:12.285302464,2025-08-08 16:07:54.184106510,1,2
UPI_009088,ACC_008320,2026-05-25 15:11:59.460951954,2026-06-21 11:00:30.014584221,0,0
UPI_009089,ACC_008321,2024-11-26 21:59:12.429265633,2026-02-14 11:27:32.622874849,0,0
UPI_009090,ACC_008321,2024-11-26 21:59:12.429265633,2026-02-14 11:27:32.622874849,0,0
UPI_009091,ACC_008322,2024-07-06 18:37:56.752656994,2025-03-11 17:50:04.829529133,0,0
UPI_009092,ACC_008323,2024-06-11 06:54:33.947470387,2024-12-19 00:52:41.885266628,0,0
UPI_009093,ACC_008324,2026-03-06 02:42:39.765924975,2026-04-23 00:14:29.119487131,0,0
UPI_009094,ACC_008325,2025-02-17 00:34:04.561795630,2025-12-26 11:35:02.995185907,0,0
UPI_009095,ACC_008326,2024-11-02 20:30:09.703987177,2026-04-25 22:51:57.170117808,0,0
UPI_009096,ACC_008327,2025-07-20 23:03:49.214777969,2026-06-27 04:59:02.459133641,0,0
UPI_009097,ACC_008328,2025-07-20 14:28:12.150034472,2025-10-01 09:29:42.387696642,0,0
UPI_009098,ACC_008328,2025-07-20 14:28:12.150034472,2025-10-01 09:29:42.387696642,0,0
UPI_009099,ACC_008329,2024-08-10 12:12:52.278295681,2025-12-10 05:29:52.389831213,63,22
UPI_009100,ACC_008329,2024-08-10 12:12:52.278295681,2025-12-10 05:29:52.389831213,61,22
UPI_009101,ACC_008330,2024-01-18 09:12:24.491498691,2024-07-04 17:36:56.386792347,0,0
UPI_009102,ACC_008331,2025-05-06 01:16:21.837204292,2025-11-30 02:08:34.970342417,0,0
UPI_009103,ACC_008332,2024-01-18 05:55:13.955197982,2026-02-02 08:02:11.349355566,0,0
UPI_009104,ACC_008333,2024-10-10 18:44:40.169745296,2025-12-10 13:09:01.294512285,0,0
UPI_009105,ACC_008334,2026-06-28 14:18:20.258262590,2026-06-29 11:04:56.731117171,0,0
UPI_009106,ACC_008335,2026-02-05 08:45:00.277005196,2026-05-30 10:31:38.638885839,0,0
UPI_009107,ACC_008336,2024-08-29 07:07:42.439658351,2025-09-11 18:03:55.131997824,0,0
UPI_009108,ACC_008336,2024-08-29 07:07:42.439658351,2025-09-11 18:03:55.131997824,0,0
UPI_009109,ACC_008337,2026-02-09 12:47:26.318999186,2026-06-26 18:57:57.015295613,0,0
UPI_009110,ACC_008337,2026-02-09 12:47:26.318999186,2026-06-26 18:57:57.015295613,0,0
UPI_009111,ACC_008338,2024-04-09 14:08:37.012444554,2024-12-06 02:03:59.285844298,0,0
UPI_009112,ACC_008338,2024-04-09 14:08:37.012444554,2024-12-06 02:03:59.285844298,0,0
UPI_009113,ACC_008339,2025-11-02 00:53:06.597171284,2026-06-14 16:17:37.240157380,0,0
UPI_009114,ACC_008340,2024-02-13 18:32:33.180555322,2026-04-22 10:01:02.956271413,0,0
UPI_009115,ACC_008341,2024-08-10 09:29:17.855942894,2025-04-09 17:30:46.322455170,0,0
UPI_009116,ACC_008342,2024-04-12 18:23:10.776027203,2025-05-29 18:13:45.858303637,0,0
UPI_009117,ACC_008343,2024-01-05 04:14:04.271661724,2025-05-25 06:54:18.653053783,0,0
UPI_009118,ACC_008344,2024-03-08 11:14:09.620546280,2024-07-11 06:57:02.035666779,0,0
UPI_009119,ACC_008345,2024-04-06 10:23:16.028469010,2026-01-04 07:41:29.822695017,0,0
UPI_009120,ACC_008346,2025-07-01 09:05:57.187844642,2025-10-01 23:07:34.266872370,0,0
UPI_009121,ACC_008347,2025-02-09 23:26:29.502308494,2025-02-19 09:27:04.537420930,0,0
UPI_009122,ACC_008348,2026-06-25 20:33:29.417431012,2026-06-28 00:09:10.911505248,0,0
UPI_009123,ACC_008349,2024-12-22 04:34:01.160349630,2025-01-07 07:38:49.200538587,0,0
UPI_009124,ACC_008350,2024-11-05 12:08:42.179971699,2025-02-15 13:11:18.002991768,0,0
UPI_009125,ACC_008351,2026-01-03 05:47:55.101280674,2026-06-22 00:51:30.918694114,0,0
UPI_009126,ACC_008352,2025-03-09 12:32:51.375308216,2025-07-27 05:43:39.124824573,0,0
UPI_009127,ACC_008353,2024-04-30 09:50:46.014819216,2025-03-31 18:42:09.148928595,0,0
UPI_009128,ACC_008354,2024-06-22 09:32:34.592094496,2026-06-28 06:45:06.107958653,0,0
UPI_009129,ACC_008355,2024-07-19 06:11:21.797364179,2025-09-24 05:24:45.455447360,0,0
UPI_009130,ACC_008356,2026-01-05 00:30:13.676961854,2026-05-14 00:13:54.174084125,0,0
UPI_009131,ACC_008357,2024-04-12 22:37:58.813470928,2025-07-16 14:01:36.965395302,0,0
UPI_009132,ACC_008358,2024-11-25 21:31:31.044480201,2025-03-03 00:07:05.015785784,0,0
UPI_009133,ACC_008359,2025-04-06 14:14:16.371494435,2025-10-21 10:32:18.762917791,0,0
UPI_009134,ACC_008360,2025-03-10 19:51:44.698530316,2026-01-06 19:55:58.379366217,0,0
UPI_009135,ACC_008361,2024-07-13 02:57:02.370620776,2025-08-21 21:10:45.930592009,0,0
UPI_009136,ACC_008362,2025-03-31 22:48:01.967914507,2025-09-06 07:41:30.566405737,0,0
UPI_009137,ACC_008363,2024-11-01 14:36:19.109407853,2025-04-11 11:03:56.859985270,0,0
UPI_009138,ACC_008364,2024-12-08 06:06:03.421524704,2025-10-30 11:35:01.668608652,0,0
UPI_009139,ACC_008364,2024-12-08 06:06:03.421524704,2025-10-30 11:35:01.668608652,0,0
UPI_009140,ACC_008365,2024-02-29 00:01:36.429057047,2025-03-01 03:49:11.599434444,15,6
UPI_009141,ACC_008365,2024-02-29 00:01:36.429057047,2025-03-01 03:49:11.599434444,14,8
UPI_009142,ACC_008366,2024-11-24 13:21:43.143193502,2025-11-10 14:43:23.774204828,0,0
UPI_009143,ACC_008367,2024-08-09 12:06:59.522815469,2024-12-08 06:48:48.719990252,0,0
UPI_009144,ACC_008368,2024-12-07 16:09:29.096262213,2025-05-17 06:52:24.141979220,0,0
UPI_009145,ACC_008369,2025-06-17 14:04:34.072046950,2026-05-23 12:22:51.203058084,0,0
UPI_009146,ACC_008370,2024-02-19 12:52:48.513224205,2026-04-09 20:21:46.578432738,0,0
UPI_009147,ACC_008371,2026-04-09 08:43:04.916555077,2026-05-19 06:20:45.371980993,0,0
UPI_009148,ACC_008372,2024-10-11 17:18:08.410648040,2024-12-11 16:03:07.346725406,0,0
UPI_009149,ACC_008373,2025-01-12 09:32:20.245057564,2025-02-18 04:07:35.382928155,0,0
UPI_009150,ACC_008374,2025-07-21 22:54:16.301671572,2026-06-14 11:43:50.216894838,0,0
UPI_009151,ACC_008375,2025-04-17 23:23:02.193044603,2025-08-25 18:59:37.390285559,0,0
UPI_009152,ACC_008376,2024-03-30 02:03:35.328219362,2026-04-15 14:37:37.953595871,0,0
UPI_009153,ACC_008377,2026-02-21 22:38:15.278393969,2026-06-01 17:34:03.882873986,0,0
UPI_009154,ACC_008378,2024-05-30 12:49:17.575700782,2024-10-04 09:51:49.280951773,0,0
UPI_009155,ACC_008379,2024-04-23 03:45:50.555047186,2025-12-17 11:54:54.926411421,0,0
UPI_009156,ACC_008380,2024-10-04 08:53:41.689500786,2024-10-25 13:59:26.688353585,0,0
UPI_009157,ACC_008381,2024-08-08 22:06:38.139174744,2026-03-14 19:24:16.465349857,0,0
UPI_009158,ACC_008382,2026-05-15 05:15:16.005958095,2026-05-20 09:17:53.979694666,0,0
UPI_009159,ACC_008383,2025-05-09 08:37:57.733862206,2026-05-20 03:00:45.480159351,0,0
UPI_009160,ACC_008384,2025-01-30 14:34:05.357566141,2025-05-26 23:13:14.152809309,0,0
UPI_009161,ACC_008385,2024-11-18 10:39:43.325467516,2026-05-17 23:08:47.514946968,0,0
UPI_009162,ACC_008386,2024-09-07 04:04:16.295471136,2025-12-27 18:24:22.571904793,0,0
UPI_009163,ACC_008387,2024-12-13 06:30:10.740538634,2025-03-08 01:59:18.046309031,52,17
UPI_009164,ACC_008387,2024-12-13 06:30:10.740538634,2025-03-08 01:59:18.046309031,55,21
UPI_009165,ACC_008388,2025-07-14 01:49:34.623692006,2025-08-23 10:38:30.428393418,0,0
UPI_009166,ACC_008389,2024-06-13 01:36:21.570840938,2025-09-13 02:01:07.619129736,0,0
UPI_009167,ACC_008390,2026-03-15 13:48:28.346838012,2026-04-09 08:11:29.409080252,0,0
UPI_009168,ACC_008391,2024-08-14 19:41:58.632787086,2026-02-04 07:59:54.212541390,0,0
UPI_009169,ACC_008392,2024-04-26 20:58:15.682313763,2024-05-07 19:37:55.491517199,0,0
UPI_009170,ACC_008393,2025-03-31 04:27:35.762147591,2025-09-18 15:21:45.902479455,0,0
UPI_009171,ACC_008393,2025-03-31 04:27:35.762147591,2025-09-18 15:21:45.902479455,0,0
UPI_009172,ACC_008394,2024-02-25 10:38:12.917405617,2025-06-05 09:59:37.848826056,74,32
UPI_009173,ACC_008394,2024-02-25 10:38:12.917405617,2025-06-05 09:59:37.848826056,67,28
UPI_009174,ACC_008395,2025-06-05 21:39:05.248995461,2025-07-10 22:31:46.190821023,0,0
UPI_009175,ACC_008396,2025-08-08 07:12:44.325097099,2025-09-10 08:42:22.860356394,0,0
UPI_009176,ACC_008397,2025-10-03 21:40:18.582715958,2026-04-05 12:53:55.069712500,0,0
UPI_009177,ACC_008398,2025-11-11 08:44:22.831160545,2025-12-30 01:18:36.855142842,0,0
UPI_009178,ACC_008399,2024-04-21 09:10:01.637193609,2025-03-05 01:28:56.066274155,0,0
UPI_009179,ACC_008400,2026-04-02 12:39:41.392357975,2026-06-19 00:02:20.989283911,0,0
UPI_009180,ACC_008401,2025-04-19 06:09:16.808734030,2025-12-18 21:24:32.042441374,0,0
UPI_009181,ACC_008402,2025-10-03 00:13:42.244467340,2025-12-31 08:37:54.190720501,0,0
UPI_009182,ACC_008403,2024-06-29 12:33:10.788366972,2024-09-25 22:08:09.199054942,0,0
UPI_009183,ACC_008404,2024-09-14 09:19:24.412908271,2026-03-25 18:21:19.471363761,0,0
UPI_009184,ACC_008405,2025-10-07 11:04:26.420485727,2026-01-01 11:27:06.560987839,0,0
UPI_009185,ACC_008406,2025-08-22 04:15:28.272361748,2025-09-26 06:18:50.838415927,0,0
UPI_009186,ACC_008407,2024-12-13 02:30:01.481551692,2026-04-02 10:37:47.600675454,0,0
UPI_009187,ACC_008408,2024-09-23 09:32:38.268662196,2024-12-01 06:01:03.495976593,0,0
UPI_009188,ACC_008409,2026-05-04 01:25:42.268321872,2026-05-07 14:44:06.501024094,0,0
UPI_009189,ACC_008410,2026-03-22 18:56:05.259558528,2026-04-02 22:39:11.511852873,8,5
UPI_009190,ACC_008410,2026-03-22 18:56:05.259558528,2026-04-02 22:39:11.511852873,6,5
UPI_009191,ACC_008411,2024-11-26 07:53:51.313196056,2025-03-03 23:53:32.758415587,0,0
UPI_009192,ACC_008412,2024-11-30 09:17:57.707655702,2025-02-09 03:56:38.221348902,0,0
UPI_009193,ACC_008413,2025-09-26 09:47:35.074880235,2026-06-18 20:46:26.237372263,0,0
UPI_009194,ACC_008414,2024-04-04 12:59:51.098987111,2026-01-13 12:27:15.702544548,0,0
UPI_009195,ACC_008415,2025-01-11 02:01:10.273733430,2025-03-02 10:31:19.895882737,0,0
UPI_009196,ACC_008416,2025-06-18 21:37:09.292703904,2026-03-09 16:21:05.392997770,0,0
UPI_009197,ACC_008417,2026-01-15 08:55:38.401919380,2026-06-20 12:55:50.174507239,0,0
UPI_009198,ACC_008418,2025-03-19 04:24:38.568590313,2026-01-20 06:16:40.202623463,0,0
UPI_009199,ACC_008418,2025-03-19 04:24:38.568590313,2026-01-20 06:16:40.202623463,0,0
UPI_009200,ACC_008419,2025-05-18 13:52:38.358971030,2026-06-09 22:48:14.650937785,0,0
UPI_009201,ACC_008420,2025-06-04 23:07:21.959444560,2025-09-15 17:08:52.807515055,0,0
UPI_009202,ACC_008421,2025-04-16 08:51:44.156845234,2025-06-21 03:08:37.990443127,0,0
UPI_009203,ACC_008422,2025-03-26 08:56:17.565164372,2025-04-09 23:12:38.109020332,0,0
UPI_009204,ACC_008423,2026-02-07 23:38:41.536625668,2026-03-29 16:00:50.313806089,0,0
UPI_009205,ACC_008424,2025-07-12 10:40:32.105363525,2025-09-01 11:41:11.761688237,0,0
UPI_009206,ACC_008425,2024-01-08 18:19:39.580634508,2025-04-14 06:19:49.243664248,0,0
UPI_009207,ACC_008426,2024-01-02 04:10:12.038696526,2024-06-05 12:51:45.413183216,0,0
UPI_009208,ACC_008427,2024-01-24 08:02:27.651990902,2024-03-08 02:20:41.857705652,0,0
UPI_009209,ACC_008427,2024-01-24 08:02:27.651990902,2024-03-08 02:20:41.857705652,0,0
UPI_009210,ACC_008428,2024-06-20 01:51:51.409861105,2025-03-12 23:15:37.643485657,0,0
UPI_009211,ACC_008429,2025-11-20 17:51:04.465944767,2026-05-17 05:26:52.363614296,0,0
UPI_009212,ACC_008429,2025-11-20 17:51:04.465944767,2026-05-17 05:26:52.363614296,0,0
UPI_009213,ACC_008430,2026-02-23 08:28:33.190667719,2026-04-29 10:35:17.876630042,0,0
UPI_009214,ACC_008431,2026-02-03 02:57:17.070664659,2026-06-22 07:00:31.314727505,0,0
UPI_009215,ACC_008432,2024-08-07 06:28:24.085372061,2025-01-18 02:05:40.905244349,0,0
UPI_009216,ACC_008432,2024-08-07 06:28:24.085372061,2025-01-18 02:05:40.905244349,0,0
UPI_009217,ACC_008433,2024-09-27 08:12:03.866661210,2024-10-11 19:48:42.971893919,0,0
UPI_009218,ACC_008434,2024-11-25 19:39:01.782651432,2026-03-20 03:03:17.000269406,0,0
UPI_009219,ACC_008435,2024-02-18 08:56:27.899600305,2024-09-20 10:05:31.638294869,0,0
UPI_009220,ACC_008436,2025-03-12 04:40:36.714533016,2025-05-04 06:55:13.679794963,134,50
UPI_009221,ACC_008437,2025-04-05 15:41:37.186162785,2025-09-03 14:42:26.588946921,0,0
UPI_009222,ACC_008438,2026-02-09 09:24:31.560351841,2026-02-18 00:31:58.969482261,0,0
UPI_009223,ACC_008439,2024-05-25 18:48:15.665018553,2025-06-30 23:57:16.939633193,0,0
UPI_009224,ACC_008440,2025-04-13 23:36:58.538524963,2025-07-03 05:20:55.455970396,0,0
UPI_009225,ACC_008441,2025-09-19 09:02:19.099268600,2026-06-17 23:08:53.326061064,0,0
UPI_009226,ACC_008442,2024-05-25 07:53:05.564537603,2025-05-13 07:57:31.510191760,0,0
UPI_009227,ACC_008443,2025-06-05 07:14:35.112729914,2025-07-04 21:53:42.328126748,0,0
UPI_009228,ACC_008444,2024-01-11 12:58:53.945845508,2025-03-05 14:04:31.933564326,0,0
UPI_009229,ACC_008445,2025-05-01 12:40:03.687013842,2026-04-28 09:28:13.544841423,0,0
UPI_009230,ACC_008446,2025-09-18 10:42:28.423028633,2026-06-29 01:17:32.806227261,33,11
UPI_009231,ACC_008447,2024-08-05 13:36:51.567725532,2024-08-17 08:06:53.702790281,0,0
UPI_009232,ACC_008448,2025-09-26 23:58:22.513633071,2026-05-12 23:45:30.481878814,0,0
UPI_009233,ACC_008449,2024-11-10 07:52:25.607321635,2025-07-13 10:53:17.789542340,0,0
UPI_009234,ACC_008450,2025-06-22 16:30:35.161685921,2025-11-25 15:54:45.446458313,103,30
UPI_009235,ACC_008451,2026-03-02 00:24:05.416908577,2026-04-02 23:45:05.863084400,0,0
UPI_009236,ACC_008452,2025-05-31 09:28:15.123785242,2025-11-10 13:50:51.051079088,0,0
UPI_009237,ACC_008453,2025-08-08 20:08:50.686829634,2026-04-11 13:29:15.858780116,0,0
UPI_009238,ACC_008454,2025-05-31 10:32:46.984836459,2026-06-04 11:16:26.763809821,0,0
UPI_009239,ACC_008455,2025-12-23 22:57:10.073130772,2026-05-09 00:11:35.831053090,0,0
UPI_009240,ACC_008456,2025-09-21 18:58:32.687788710,2026-06-19 02:58:04.473327195,0,0
UPI_009241,ACC_008457,2025-12-28 17:30:09.833859853,2026-05-14 05:48:40.033081230,0,0
UPI_009242,ACC_008458,2025-05-18 19:39:15.891064316,2026-06-29 18:11:27.515759159,96,28
UPI_009243,ACC_008458,2025-05-18 19:39:15.891064316,2026-06-29 18:11:27.515759159,89,32
UPI_009244,ACC_008459,2025-08-26 22:31:28.500827432,2026-04-03 23:58:35.353759625,0,0
UPI_009245,ACC_008460,2024-04-25 20:56:16.523081150,2024-11-16 15:51:51.917333081,0,0
UPI_009246,ACC_008461,2025-10-21 01:59:01.335335203,2026-04-08 02:01:05.469824571,0,0
UPI_009247,ACC_008462,2026-02-17 05:54:12.504849075,2026-04-19 20:18:02.204228598,0,0
UPI_009248,ACC_008463,2024-08-03 02:19:58.554213338,2025-05-03 01:12:45.789803807,0,0
UPI_009249,ACC_008464,2025-01-30 04:13:52.387692772,2026-01-08 23:04:47.267405076,0,0
UPI_009250,ACC_008464,2025-01-30 04:13:52.387692772,2026-01-08 23:04:47.267405076,0,0
UPI_009251,ACC_008465,2025-01-17 02:44:11.078188404,2025-01-26 16:08:19.136632308,0,0
UPI_009252,ACC_008466,2025-06-27 03:08:15.099465109,2025-07-11 20:43:23.919674177,0,0
UPI_009253,ACC_008467,2025-09-12 09:03:27.204033725,2026-06-07 18:46:25.451057220,0,0
UPI_009254,ACC_008468,2025-04-29 14:49:29.350101419,2025-12-09 17:39:04.542574569,0,0
UPI_009255,ACC_008469,2026-06-17 10:04:21.180092826,2026-06-20 08:57:47.918335470,0,0
UPI_009256,ACC_008470,2024-07-10 06:32:53.506805900,2025-03-21 14:32:33.655071673,0,0
UPI_009257,ACC_008471,2024-09-07 05:35:12.527141869,2026-05-09 16:54:37.789859391,0,0
UPI_009258,ACC_008472,2025-07-13 23:40:22.374875635,2025-11-06 10:13:15.962093976,0,0
UPI_009259,ACC_008473,2024-04-14 01:51:01.976809917,2025-10-03 13:19:14.927294963,0,0
UPI_009260,ACC_008474,2024-03-06 22:40:26.941918977,2025-10-16 17:58:14.919570029,0,0
UPI_009261,ACC_008475,2025-05-25 01:06:33.557961054,2025-08-04 21:05:29.893279636,26,11
UPI_009262,ACC_008476,2024-01-28 13:59:03.695314287,2025-05-04 12:59:20.951676963,0,0
UPI_009263,ACC_008477,2024-02-03 23:31:58.106142362,2024-04-03 20:20:16.939138629,0,0
UPI_009264,ACC_008478,2024-07-11 17:50:01.267966315,2024-07-24 18:05:00.579116812,0,0
UPI_009265,ACC_008479,2024-06-30 01:57:57.334691025,2025-02-04 04:16:41.291033770,0,0
UPI_009266,ACC_008479,2024-06-30 01:57:57.334691025,2025-02-04 04:16:41.291033770,0,0
UPI_009267,ACC_008480,2024-06-19 23:27:57.736805482,2025-12-25 04:51:05.073950380,0,0
UPI_009268,ACC_008481,2024-01-23 16:19:25.865462466,2026-05-28 05:40:02.626453040,0,0
UPI_009269,ACC_008481,2024-01-23 16:19:25.865462466,2026-05-28 05:40:02.626453040,0,0
UPI_009270,ACC_008482,2024-09-19 16:11:24.248550151,2025-08-17 10:06:29.799214127,0,0
UPI_009271,ACC_008483,2024-10-02 03:09:36.377723105,2025-10-14 11:59:36.192981237,0,0
UPI_009272,ACC_008484,2026-05-30 01:20:58.824662492,2026-06-04 16:36:02.649080380,0,0
UPI_009273,ACC_008485,2025-06-30 21:59:17.469119906,2026-06-16 19:52:31.558296750,0,0
UPI_009274,ACC_008486,2024-06-08 01:37:50.423364095,2026-01-05 21:45:07.878390912,0,0
UPI_009275,ACC_008487,2024-09-04 04:51:32.679954082,2025-08-26 14:20:52.432543908,0,0
UPI_009276,ACC_008488,2025-03-31 18:08:55.765433498,2025-10-18 20:45:37.010424130,0,0
UPI_009277,ACC_008489,2024-10-19 18:05:43.992320087,2026-04-16 12:12:11.129967005,0,0
UPI_009278,ACC_008490,2024-02-12 19:56:22.337168052,2024-10-13 11:11:08.052086557,0,0
UPI_009279,ACC_008491,2025-11-22 22:36:12.127218686,2026-01-06 16:54:23.045093471,0,0
UPI_009280,ACC_008492,2025-05-09 02:45:16.638596579,2025-06-24 09:11:21.965549573,0,0
UPI_009281,ACC_008493,2025-04-26 04:48:53.559395693,2025-08-09 11:53:01.197605513,0,0
UPI_009282,ACC_008494,2025-12-29 05:10:36.464064270,2026-02-22 16:27:20.771623498,0,0
UPI_009283,ACC_008495,2026-03-04 09:57:58.373560548,2026-06-14 12:24:32.527958652,0,0
UPI_009284,ACC_008496,2024-11-08 11:49:10.285868455,2025-05-07 09:28:04.239847772,0,0
UPI_009285,ACC_008497,2024-05-17 10:48:27.959968863,2025-01-24 22:47:50.551203407,0,0
UPI_009286,ACC_008498,2026-01-29 13:54:10.213287294,2026-05-20 22:29:05.833431828,0,0
UPI_009287,ACC_008499,2026-06-23 08:04:54.371926218,2026-06-23 17:12:55.660227169,0,0
UPI_009288,ACC_008499,2026-06-23 08:04:54.371926218,2026-06-23 17:12:55.660227169,0,0
UPI_009289,ACC_008500,2024-02-08 01:10:15.423482132,2025-06-27 00:07:41.893446229,0,0
UPI_009290,ACC_008501,2024-01-04 22:42:51.263712539,2024-07-26 15:34:09.851038478,12,4
UPI_009291,ACC_008501,2024-01-04 22:42:51.263712539,2024-07-26 15:34:09.851038478,11,5
UPI_009292,ACC_008502,2024-11-08 14:26:07.224719923,2025-07-15 10:20:04.031408913,0,0
UPI_009293,ACC_008503,2024-05-06 13:09:48.635219654,2026-06-01 06:07:23.457122850,0,0
UPI_009294,ACC_008503,2024-05-06 13:09:48.635219654,2026-06-01 06:07:23.457122850,0,0
UPI_009295,ACC_008504,2024-05-29 16:13:29.015768804,2024-12-14 18:42:52.100151966,0,0
UPI_009296,ACC_008505,2025-06-05 01:43:04.975784905,2025-09-02 10:23:00.491891517,0,0
UPI_009297,ACC_008506,2024-01-20 01:03:28.948187751,2024-05-25 16:46:32.488360962,0,0
UPI_009298,ACC_008507,2026-02-19 05:57:36.441403791,2026-04-06 22:32:22.795710665,0,0
UPI_009299,ACC_008508,2024-03-08 21:43:09.711468799,2024-11-12 16:54:35.578689392,0,0
UPI_009300,ACC_008509,2024-07-29 21:09:09.755981416,2024-08-13 13:15:16.763178989,0,0
UPI_009301,ACC_008510,2025-10-17 20:35:29.616312347,2026-02-08 08:18:12.330610954,0,0
UPI_009302,ACC_008511,2026-06-18 02:55:29.562466800,2026-06-24 14:45:49.126755536,0,0
UPI_009303,ACC_008512,2024-12-14 22:05:14.612208184,2025-07-27 16:20:58.962037625,0,0
