withdrawal_id,complaint_id,account_id,atm_id,withdrawal_timestamp,withdrawal_amount,latitude,longitude,time_since_fraud,time_since_last_transfer,withdrawal_sequence,withdrawal_success
WD_000180,CASE_000180,ACC_001625,ATM_000223,2024-11-15 12:38:19.100152155,9390.19,13.189103767144722,80.26507209306659,4.855,2.529,1,1
WD_000181,CASE_000181,ACC_000659,ATM_000240,2024-11-20 19:05:25.783634397,2587.8,19.14182262226751,72.94805715683843,4.88,3.379,1,1
WD_000182,CASE_000182,ACC_000011,ATM_000146,2024-12-11 20:08:13.104974119,3155.6,18.521843319164628,73.90778304556412,15.115,13.969,1,1
WD_000183,CASE_000183,ACC_000287,ATM_000151,2026-05-10 23:15:28.407659535,2494.84,22.9727121741609,72.56078065791901,1.847,0.547,1,1
WD_000184,CASE_000184,ACC_000659,ATM_000240,2024-02-27 04:41:06.613834730,6087.75,19.14182262226751,72.94805715683843,1.712,0.906,1,1
WD_000185,CASE_000185,ACC_000052,ATM_000036,2024-04-18 20:35:05.399428936,3377.26,19.01308680550494,73.020278321365,9.429,8.823,1,1
WD_000186,CASE_000186,ACC_000404,ATM_000161,2025-12-20 15:15:16.779244110,7044.42,19.06714542643581,72.87550863111355,6.314,4.289,1,1
WD_000187,CASE_000187,ACC_001625,ATM_000277,2025-05-15 17:51:53.167023595,7083.96,21.05069982069505,79.05888962386011,5.576,4.018,1,1
WD_000188,CASE_000188,ACC_001507,ATM_000031,2024-04-27 11:35:09.421157739,2104.35,22.495626098117945,88.29425663931455,9.258,8.418,1,1
WD_000189,CASE_000189,ACC_000880,ATM_000164,2024-02-01 12:55:23.074135179,6995.26,19.124536092974644,72.92948649943835,3.487,3.124,1,1
WD_000190,CASE_000190,ACC_000819,ATM_000223,2024-07-23 09:50:56.554438727,82867.25,13.189103767144722,80.26507209306659,3.189,2.542,1,1
WD_000191,CASE_000191,ACC_000480,ATM_000386,2024-08-25 22:25:40.521123206,23106.05,22.7369288913546,75.81971944977604,8.062,7.0,1,1
WD_000192,CASE_000192,ACC_000782,ATM_000116,2024-01-14 09:38:49.835969087,1044.49,26.930292496888846,75.78119583030755,10.893,8.714,1,1
WD_000193,CASE_000193,ACC_000139,ATM_000040,2024-07-16 15:47:16.295073178,1306.42,13.014876324194478,80.26430193474677,19.184,17.504,1,0
WD_000194,CASE_000194,ACC_001050,ATM_000059,2025-11-03 18:48:32.580988707,3854.02,19.156855072570554,73.03993894632441,4.204,3.546,1,1
WD_000195,CASE_000195,ACC_001629,ATM_000067,2026-02-18 08:27:58.474531696,18233.95,13.018204834127848,77.54074468340339,1.264,0.49,1,1
WD_000196,CASE_000196,ACC_000533,ATM_000343,2026-03-29 08:50:44.801699601,13951.79,23.068518809346262,72.48325002482707,1.818,0.557,1,1
WD_000197,CASE_000197,ACC_000467,ATM_000186,2024-12-21 14:15:07.763911900,6751.01,13.14259936414573,80.23722682211573,9.172,7.522,1,1
WD_000198,CASE_000198,ACC_001335,ATM_000318,2024-10-18 02:51:24.710315278,79858.57,13.085488907526226,80.25975933537603,3.195,2.267,1,1
WD_000199,CASE_000199,ACC_000093,ATM_000233,2026-06-30 00:46:20.588651512,12862.53,21.166209460248332,72.83085952660973,3.815,2.946,1,1
WD_000200,CASE_000200,ACC_000820,ATM_000342,2025-12-02 09:45:21.825703034,10498.27,21.173025683536803,72.81846573650408,12.896,11.849,1,1
WD_000201,CASE_000201,ACC_001625,ATM_000333,2025-05-04 16:20:27.855129277,23095.06,13.092670157524704,80.27767499995733,3.675,1.198,1,1
WD_000202,CASE_000202,ACC_000709,ATM_000303,2024-08-20 23:07:06.435072447,9678.36,12.976542292214004,77.57811812544057,20.796,18.851,1,1
WD_000203,CASE_000203,ACC_000775,ATM_000006,2024-10-19 20:14:38.165505512,71818.84,22.778458741462313,75.93860984345183,3.222,2.011,1,1
WD_000204,CASE_000204,ACC_000533,ATM_000151,2025-04-14 18:59:43.260404148,1527.24,22.9727121741609,72.56078065791901,7.069,5.42,1,0
WD_000205,CASE_000205,ACC_000287,ATM_000295,2025-05-09 00:21:11.262489633,25378.9,22.93821234751503,72.51648916351694,4.252,2.514,1,1
WD_000206,CASE_000206,ACC_000309,ATM_000261,2024-01-14 00:44:35.937427433,1483.82,19.246720480337473,72.9689280934121,13.673,12.715,1,1
WD_000207,CASE_000207,ACC_001308,ATM_000122,2026-05-24 05:45:22.676787514,9401.08,17.407787151681706,78.45194038063788,5.433,5.151,1,1
WD_000208,CASE_000208,ACC_001625,ATM_000333,2025-06-09 04:17:15.806257461,885.04,13.092670157524704,80.27767499995733,19.233,15.62,1,1
WD_000209,CASE_000209,ACC_000767,ATM_000370,2025-06-21 01:34:34.587508531,1690.4,26.96837587549417,75.82867978776605,8.22,6.633,1,1
WD_000210,CASE_000210,ACC_001647,ATM_000346,2024-07-11 20:47:13.904391263,4328.47,22.549604170475213,88.41551566084136,5.182,4.36,1,1
WD_000211,CASE_000211,ACC_000366,ATM_000295,2025-11-28 00:57:38.090176598,253.17,22.93821234751503,72.51648916351694,3.281,0.761,1,1
WD_000212,CASE_000212,ACC_001267,ATM_000178,2025-11-02 19:52:58.605310959,3996.65,22.6681438064313,75.89798883939375,4.331,2.998,1,1
WD_000213,CASE_000213,ACC_001288,ATM_000004,2024-03-27 22:11:50.422688448,2184.45,13.072762724653366,80.26387571924367,5.663,5.006,1,1
WD_000214,CASE_000214,ACC_000023,ATM_000027,2025-06-26 05:46:59.378010841,48198.65,12.95033523534078,77.57962653879115,4.826,3.432,1,1
WD_000215,CASE_000215,ACC_001117,ATM_000164,2025-08-22 16:30:16.707206406,7114.88,19.124536092974644,72.92948649943835,1.757,1.189,1,1
WD_000216,CASE_000216,ACC_000533,ATM_000237,2026-01-31 06:06:20.483086098,2083.74,12.931570789651314,77.6572523843517,1.243,0.558,1,0
WD_000217,CASE_000217,ACC_000404,ATM_000131,2024-07-06 20:43:15.472967817,9694.7,19.01179633696639,73.10507488756701,2.743,0.233,1,1
WD_000218,CASE_000218,ACC_000775,ATM_000386,2026-03-10 20:28:57.752027604,5374.81,22.7369288913546,75.81971944977604,7.876,7.114,1,1
WD_000219,CASE_000219,ACC_001133,ATM_000192,2025-02-25 05:50:54.834060192,29697.79,18.520655306596943,73.80559935559889,20.026,19.712,1,1
WD_000220,CASE_000220,ACC_000309,ATM_000252,2024-03-29 07:16:40.651641983,4256.97,26.97896359678675,75.8661569858974,8.886,7.655,1,1
WD_000221,CASE_000221,ACC_000267,ATM_000116,2024-04-06 10:30:19.598914448,5530.41,26.930292496888846,75.78119583030755,5.203,2.663,1,1
WD_000222,CASE_000222,ACC_000267,ATM_000342,2024-06-29 07:06:00.255570501,1019.04,21.173025683536803,72.81846573650408,2.303,0.519,1,1
WD_000223,CASE_000223,ACC_000052,ATM_000157,2024-09-14 17:58:29.979211324,1625.36,18.525800872314733,73.82389227783078,3.914,3.269,1,1
WD_000224,CASE_000224,ACC_000023,ATM_000168,2025-03-28 10:01:20.011701703,5717.49,23.025746018285766,72.57724382268653,4.606,2.5,1,1
WD_000225,CASE_000225,ACC_001300,ATM_000130,2025-11-13 17:45:01.837289857,24460.39,17.381863535499495,78.45162698844055,15.054,14.335,1,1
WD_000226,CASE_000226,ACC_000366,ATM_000015,2024-06-19 05:32:23.298341072,9574.63,28.616090074679143,77.21155537706599,2.965,0.394,1,1
WD_000227,CASE_000227,ACC_001625,ATM_000222,2026-06-23 13:07:14.259357972,76531.06,12.971473139407328,77.54027330063093,5.782,4.986,1,1
WD_000228,CASE_000228,ACC_000819,ATM_000127,2024-05-27 09:31:53.047815686,41496.16,21.201147518815567,79.18211667761801,6.016,3.074,1,1
WD_000229,CASE_000229,ACC_000366,ATM_000291,2025-06-30 02:28:32.027415331,10490.28,23.024387860325554,72.60476029315736,1.676,0.994,1,1
WD_000230,CASE_000230,ACC_001029,ATM_000032,2026-04-27 06:26:08.020974336,8096.27,21.09140764918425,72.80155223359311,24.082,21.959,1,1
WD_000231,CASE_000231,ACC_000775,ATM_000178,2026-01-28 13:28:44.052547028,687.42,22.6681438064313,75.89798883939375,3.537,3.093,1,1
WD_000232,CASE_000232,ACC_001335,ATM_000303,2025-08-13 08:19:03.987106094,18772.29,12.976542292214004,77.57811812544057,2.868,1.383,1,1
WD_000233,CASE_000233,ACC_001507,ATM_000031,2025-10-13 21:44:53.114263205,6591.7,22.495626098117945,88.29425663931455,2.209,1.73,1,1
WD_000234,CASE_000234,ACC_001426,ATM_000350,2024-05-03 01:06:22.440114909,11864.23,19.14716239397614,72.81778688658537,18.834,18.094,1,1
WD_000235,CASE_000235,ACC_000659,ATM_000011,2024-01-09 23:02:21.127176211,1230.06,28.68584310331269,77.21106403513465,3.766,2.886,1,1
WD_000236,CASE_000236,ACC_000533,ATM_000084,2025-01-30 17:28:42.450503159,4453.32,18.999431326545828,73.03702113199323,5.249,3.686,1,1
WD_000237,CASE_000237,ACC_000659,ATM_000041,2024-03-22 16:36:40.379676010,17113.23,28.705631888669142,77.21720396371722,3.369,1.653,1,1
WD_000238,CASE_000238,ACC_001350,ATM_000074,2024-11-22 03:39:39.116136558,11175.3,18.510012076811666,73.8673639449096,5.759,4.326,1,0
WD_000239,CASE_000239,ACC_000023,ATM_000386,2024-07-23 02:01:42.901066737,1364.23,22.7369288913546,75.81971944977604,6.116,5.159,1,1
WD_000240,CASE_000240,ACC_000319,ATM_000112,2026-04-14 20:22:53.542109509,55831.48,19.098053456425703,72.96234821414691,1.377,1.036,1,1
WD_000241,CASE_000241,ACC_000467,ATM_000223,2026-03-13 01:13:29.071627718,91135.83,13.189103767144722,80.26507209306659,7.68,5.519,1,1
WD_000242,CASE_000242,ACC_000287,ATM_000343,2026-01-16 05:15:53.667750149,829.16,23.068518809346262,72.48325002482707,3.898,1.969,1,1
WD_000243,CASE_000243,ACC_000480,ATM_000386,2025-10-12 15:08:48.074912067,16461.02,22.7369288913546,75.81971944977604,5.469,3.942,1,1
WD_000244,CASE_000244,ACC_001267,ATM_000297,2024-05-20 12:49:27.878087739,272.9,22.735203387378554,75.94304101477319,4.196,3.337,1,1
WD_000245,CASE_000245,ACC_001300,ATM_000108,2024-02-14 08:15:02.847611192,7612.77,18.589901303342067,73.91787562266242,6.745,6.364,1,1
WD_000246,CASE_000246,ACC_001350,ATM_000305,2025-08-18 23:15:17.506249726,636.37,26.932165373579654,75.8135284411878,6.651,5.876,1,1
WD_000247,CASE_000247,ACC_000366,ATM_000201,2025-08-08 03:59:30.277802701,2975.13,22.62034679559839,88.38515202232594,1.66,0.867,1,1
WD_000248,CASE_000248,ACC_000023,ATM_000365,2024-12-02 21:45:07.583087220,783.95,13.142658167648497,80.3520057432738,8.66,6.912,1,1
WD_000249,CASE_000249,ACC_001507,ATM_000275,2025-03-07 00:46:37.363116198,10437.05,13.12181367829086,80.21824345122793,9.956,9.166,1,1
WD_000250,CASE_000250,ACC_001768,ATM_000055,2025-03-21 17:13:37.619953381,10276.93,13.085036148706607,80.28059344946895,2.465,1.403,1,1
WD_000251,CASE_000251,ACC_000267,ATM_000151,2024-08-06 18:21:31.923415610,459.18,22.9727121741609,72.56078065791901,4.57,3.469,1,1
WD_000252,CASE_000252,ACC_001350,ATM_000097,2024-10-13 08:05:58.011153154,3663.93,28.605704254668684,77.26130185465165,3.161,2.497,1,1
WD_000253,CASE_000253,ACC_001335,ATM_000042,2025-01-16 07:20:10.923719882,8219.69,23.027285447115542,72.55392522871009,3.667,2.725,1,1
WD_000254,CASE_000254,ACC_001690,ATM_000383,2025-07-03 16:43:16.054593222,12292.98,22.614733544326302,88.39126645372609,4.815,1.818,1,1
WD_000255,CASE_000255,ACC_000342,ATM_000283,2026-05-20 23:16:43.964619461,5325.2,18.522095770853554,73.8557727812762,5.248,3.833,1,1
WD_000256,CASE_000256,ACC_000093,ATM_000118,2025-05-05 16:34:12.213778581,679.8,13.134732197921853,80.33347937040632,3.143,1.57,1,1
WD_000257,CASE_000257,ACC_000052,ATM_000107,2025-10-28 07:01:59.558968736,7447.26,28.57991887846852,77.21009315974506,4.865,3.678,1,1
WD_000258,CASE_000258,ACC_001788,ATM_000183,2026-01-06 08:33:54.502129489,9688.86,12.971002325574643,77.58296980418518,28.293,26.623,1,1
WD_000259,CASE_000259,ACC_000480,ATM_000018,2024-04-13 18:12:27.086557980,39711.45,18.994187971275416,72.85766356413873,8.466,7.856,1,1
WD_000260,CASE_000260,ACC_000052,ATM_000280,2025-08-18 07:23:19.214237230,1225.06,23.002582842473544,72.60846343532445,7.471,6.318,1,1
WD_000261,CASE_000261,ACC_001592,ATM_000042,2025-03-15 23:15:34.853065846,3411.73,23.027285447115542,72.55392522871009,18.391,16.597,1,1
WD_000262,CASE_000262,ACC_000659,ATM_000161,2025-06-05 13:02:26.474029973,6630.22,19.06714542643581,72.87550863111355,1.411,0.79,1,1
WD_000263,CASE_000263,ACC_001647,ATM_000180,2024-02-05 11:19:50.062612254,2456.6,22.586746422822937,88.40071491243924,11.383,10.367,1,1
WD_000264,CASE_000264,ACC_001238,ATM_000370,2026-04-05 15:21:03.086422820,1284.91,26.96837587549417,75.82867978776605,1.85,0.436,1,1
WD_000265,CASE_000265,ACC_000378,ATM_000303,2026-05-19 01:54:34.846970675,5339.62,12.976542292214004,77.57811812544057,26.237,24.151,1,1
WD_000266,CASE_000266,ACC_000093,ATM_000186,2024-01-04 05:33:47.653573246,12099.98,13.14259936414573,80.23722682211573,1.434,1.099,1,0
WD_000267,CASE_000267,ACC_000404,ATM_000176,2024-07-12 21:56:42.777035354,4465.67,19.033545538500235,72.84141876415256,1.47,0.66,1,1
WD_000268,CASE_000268,ACC_000023,ATM_000297,2024-06-13 10:28:36.370116184,2766.19,22.735203387378554,75.94304101477319,6.711,5.769,1,0
WD_000269,CASE_000269,ACC_000267,ATM_000089,2025-12-12 21:16:09.894683849,3169.79,19.250512789923103,73.03406164087934,2.827,1.171,1,1
WD_000270,CASE_000270,ACC_000023,ATM_000290,2025-06-29 15:36:14.161917932,43117.55,19.019704173630252,72.8944179347802,19.182,17.444,1,1
WD_000271,CASE_000271,ACC_001558,ATM_000303,2024-06-11 04:47:29.194122413,23318.84,12.976542292214004,77.57811812544057,15.568,14.736,1,1
WD_000272,CASE_000272,ACC_001350,ATM_000046,2026-01-11 21:03:10.464767990,22316.46,23.081528414336862,72.51810777211162,8.392,7.732,1,1
WD_000273,CASE_000273,ACC_001350,ATM_000306,2024-11-18 15:48:49.330270203,6337.77,28.623145565195355,77.14066011207886,15.439,13.865,1,1
WD_000274,CASE_000274,ACC_000659,ATM_000240,2025-02-24 00:25:28.832533493,3179.9,19.14182262226751,72.94805715683843,4.25,1.827,1,1
WD_000275,CASE_000275,ACC_000052,ATM_000285,2024-12-19 03:58:32.729637894,5423.5,17.452956696566496,78.47688672793815,7.904,7.372,1,1
WD_000276,CASE_000276,ACC_000694,ATM_000026,2025-04-20 01:28:09.296459859,1739.09,19.119083215737124,73.0401359973329,2.012,0.645,1,1
WD_000277,CASE_000277,ACC_000052,ATM_000038,2025-03-14 06:16:03.107631527,2727.13,13.025848086085105,77.58877860017694,20.433,19.152,1,1
WD_000278,CASE_000278,ACC_000404,ATM_000176,2024-09-07 04:56:27.982043209,30226.64,19.033545538500235,72.84141876415256,1.436,0.726,1,1
WD_000279,CASE_000279,ACC_001335,ATM_000301,2025-01-21 21:15:47.516827727,2135.31,22.598665254680242,88.36523243306792,2.77,0.476,1,1
WD_000280,CASE_000280,ACC_001308,ATM_000022,2026-04-08 19:01:05.271466806,1892.12,21.142560585113028,79.08585332554065,31.135,30.0,1,1
WD_000281,CASE_000281,ACC_000404,ATM_000045,2025-04-03 06:41:00.718829774,12775.62,23.04680517942798,72.58912303394615,3.406,3.225,1,1
WD_000282,CASE_000282,ACC_001238,ATM_000145,2026-04-14 21:28:10.407393735,2558.16,12.9570457342655,77.59946740582812,1.597,0.211,1,1
WD_000283,CASE_000283,ACC_001349,ATM_000141,2025-05-16 08:26:25.004332903,6397.16,12.96184454963462,77.70387594017772,4.463,2.19,1,1
WD_000284,CASE_000284,ACC_000052,ATM_000344,2025-12-02 03:28:41.472705788,4776.33,17.385057689163343,78.48657407288304,18.057,17.223,1,1
WD_000285,CASE_000285,ACC_001507,ATM_000180,2024-09-24 12:45:25.758244299,1991.85,22.586746422822937,88.40071491243924,1.677,0.574,1,1
WD_000286,CASE_000286,ACC_000011,ATM_000256,2025-12-21 16:00:16.172303768,2258.08,22.55546312912808,88.32762532195562,14.404,12.334,1,0
WD_000287,CASE_000287,ACC_001046,ATM_000192,2024-08-29 14:15:36.843325991,19177.19,18.520655306596943,73.80559935559889,19.132,18.395,1,1
WD_000288,CASE_000288,ACC_000052,ATM_000081,2024-01-19 04:03:15.454797236,4772.53,13.045515312876448,80.29521731399635,8.614,6.981,1,0
WD_000289,CASE_000289,ACC_001267,ATM_000178,2024-05-26 22:51:38.226069483,32614.64,22.6681438064313,75.89798883939375,12.683,11.849,1,1
WD_000290,CASE_000290,ACC_000524,ATM_000356,2024-01-20 20:18:46.849600079,9929.79,12.994088595745303,77.60502311695032,2.895,1.794,1,1
WD_000291,CASE_000291,ACC_000092,ATM_000388,2026-05-12 21:20:47.487840759,19628.04,21.204558776203847,72.8288721561159,2.769,2.206,1,1
WD_000292,CASE_000292,ACC_001238,ATM_000082,2026-06-30 01:10:31.675481894,1357.49,28.59502131661763,77.19300617227998,1.678,0.755,1,1
WD_000293,CASE_000293,ACC_000267,ATM_000295,2025-11-25 18:20:29.893641988,2103.32,22.93821234751503,72.51648916351694,8.939,6.529,1,1
WD_000294,CASE_000294,ACC_000011,ATM_000146,2024-04-08 22:08:15.124692668,60481.7,18.521843319164628,73.90778304556412,10.023,7.568,1,1
WD_000295,CASE_000295,ACC_001647,ATM_000117,2026-03-30 08:50:49.095424400,1374.09,22.60313735155465,88.37992691168564,10.303,9.734,1,1
WD_000296,CASE_000296,ACC_000775,ATM_000006,2025-11-08 22:30:32.358955431,5614.64,22.778458741462313,75.93860984345183,8.587,5.189,1,1
WD_000297,CASE_000297,ACC_000023,ATM_000116,2024-10-29 21:49:18.203443764,7964.24,26.930292496888846,75.78119583030755,5.628,4.391,1,1
WD_000298,CASE_000298,ACC_000139,ATM_000334,2025-04-02 20:53:25.620980862,12095.96,26.9066317936065,75.74113436075218,7.086,6.143,1,1
WD_000299,CASE_000299,ACC_000480,ATM_000220,2025-08-26 05:10:10.385592386,4792.16,28.60969312785745,77.21056930146217,8.463,6.779,1,1
WD_000300,CASE_000300,ACC_000332,ATM_000075,2024-01-23 02:57:00.869216505,825.48,19.07023940137228,72.84648047877309,5.111,3.186,1,1
WD_000301,CASE_000301,ACC_000404,ATM_000078,2025-04-01 23:42:52.456795391,31714.55,13.054902311175745,80.33221535457712,2.024,0.924,1,1
WD_000302,CASE_000302,ACC_001768,ATM_000054,2025-10-29 08:10:57.897010616,42808.05,13.098663542145438,80.2606685689505,3.089,1.361,1,1
WD_000303,CASE_000303,ACC_000480,ATM_000297,2024-06-20 14:48:36.347828463,25632.7,22.735203387378554,75.94304101477319,3.451,2.275,1,1
WD_000304,CASE_000304,ACC_001507,ATM_000117,2025-02-08 09:13:05.235566423,2623.82,22.60313735155465,88.37992691168564,2.181,1.373,1,1
WD_000305,CASE_000305,ACC_000190,ATM_000394,2025-04-30 05:17:16.083551031,4928.86,13.091045074425018,80.26937589869779,2.049,0.584,1,1
WD_000306,CASE_000306,ACC_000753,ATM_000019,2025-11-01 08:44:55.688180251,6677.29,23.00704618103605,72.55527239374688,6.348,4.284,1,0
WD_000307,CASE_000307,ACC_000775,ATM_000370,2026-05-28 20:15:18.308092133,9330.3,26.96837587549417,75.82867978776605,5.439,4.116,1,0
WD_000308,CASE_000308,ACC_000267,ATM_000039,2026-02-12 00:46:58.650065922,5111.29,18.44998213174327,73.89797019591478,6.086,2.751,1,1
WD_000309,CASE_000309,ACC_001350,ATM_000272,2025-07-20 07:45:40.799219071,2758.66,18.985170560413643,72.98772187343326,2.883,2.323,1,1
WD_000310,CASE_000310,ACC_000366,ATM_000274,2025-06-15 18:43:24.286697784,1755.57,17.454715162828638,78.45559705083552,2.004,0.171,1,0
WD_000311,CASE_000311,ACC_000753,ATM_000388,2025-07-04 00:50:02.493406767,9340.6,21.204558776203847,72.8288721561159,12.76,11.912,1,1
WD_000312,CASE_000312,ACC_000782,ATM_000370,2025-05-11 21:22:31.938158107,584.03,26.96837587549417,75.82867978776605,5.59,4.32,1,1
WD_000313,CASE_000313,ACC_001046,ATM_000071,2024-02-25 11:20:36.555733653,2089.79,18.518644120823534,73.81067215987761,33.433,28.983,1,1
WD_000314,CASE_000314,ACC_000775,ATM_000178,2025-09-28 10:22:21.408748678,1396.21,22.6681438064313,75.89798883939375,6.82,5.569,1,1
WD_000315,CASE_000315,ACC_000659,ATM_000125,2025-10-14 15:55:46.165745335,10263.29,19.082563965212646,72.88949657268364,1.942,0.572,1,1
WD_000316,CASE_000316,ACC_001625,ATM_000186,2025-04-12 03:15:44.307384928,161658.72,13.14259936414573,80.23722682211573,6.392,3.977,1,1
WD_000317,CASE_000317,ACC_000139,ATM_000299,2026-03-04 05:24:30.864971126,868.8,22.617823576424037,88.30512869667955,7.254,6.42,1,1
WD_000318,CASE_000318,ACC_001625,ATM_000386,2025-09-05 00:36:47.795135469,34257.6,22.7369288913546,75.81971944977604,10.455,8.237,1,1
WD_000319,CASE_000319,ACC_000052,ATM_000363,2024-11-26 18:01:07.585636507,22479.34,19.078271266035365,72.8728429328227,8.719,7.839,1,1
WD_000320,CASE_000320,ACC_000404,ATM_000148,2024-01-19 03:12:17.832430758,16019.43,12.97674521141251,77.58745947170766,4.608,3.845,1,1
WD_000321,CASE_000321,ACC_000052,ATM_000183,2024-02-24 06:13:47.429599842,1211.68,12.971002325574643,77.58296980418518,8.72,8.26,1,1
WD_000322,CASE_000322,ACC_000659,ATM_000287,2024-11-16 13:23:14.255716395,13094.28,19.080182299796885,72.82981670403878,1.67,0.808,1,1
WD_000323,CASE_000323,ACC_000767,ATM_000022,2025-02-25 03:05:41.072826009,4342.72,21.142560585113028,79.08585332554065,3.624,1.402,1,1
WD_000324,CASE_000324,ACC_001267,ATM_000386,2024-06-01 03:08:01.611035663,5485.17,22.7369288913546,75.81971944977604,2.664,1.394,1,1
WD_000325,CASE_000325,ACC_000404,ATM_000282,2024-06-21 15:00:13.110594378,2661.7,19.051630192585513,73.01765242288891,3.53,2.393,1,1
WD_000326,CASE_000326,ACC_000023,ATM_000358,2024-07-29 00:04:39.195199292,5922.06,22.673181586555607,88.36425503087035,6.736,5.708,1,1
WD_000327,CASE_000327,ACC_001507,ATM_000189,2025-12-12 06:40:14.636774844,19515.18,22.56123810986596,88.38265652286051,5.527,3.265,1,1
WD_000328,CASE_000328,ACC_000404,ATM_000310,2025-12-03 17:53:19.975331094,8173.62,19.236471969168107,73.02911695269455,2.452,1.147,1,1
WD_000329,CASE_000329,ACC_000023,ATM_000006,2024-12-15 08:47:54.426087258,39698.79,22.778458741462313,75.93860984345183,12.22,11.16,1,1
WD_000330,CASE_000330,ACC_000533,ATM_000370,2024-06-06 07:47:41.056729359,22020.1,26.96837587549417,75.82867978776605,7.22,4.897,1,1
WD_000331,CASE_000331,ACC_001625,ATM_000186,2024-04-11 13:18:28.341008433,3285.3,13.14259936414573,80.23722682211573,12.407,8.206,1,1
WD_000332,CASE_000332,ACC_001350,ATM_000200,2024-03-20 18:29:54.725420234,29098.33,19.984562308418386,73.8598281251077,9.503,7.977,1,1
WD_000333,CASE_000333,ACC_000404,ATM_000062,2024-12-22 12:18:18.302709390,12482.29,12.969744704543817,77.57861234021964,1.376,0.259,1,1
WD_000334,CASE_000334,ACC_000011,ATM_000108,2024-02-11 21:16:10.077439729,14744.28,18.589901303342067,73.91787562266242,9.53,8.907,1,1
WD_000335,CASE_000335,ACC_001308,ATM_000182,2024-10-31 04:17:19.244815584,3018.11,26.936306907927246,75.72871603602272,5.692,2.921,1,1
WD_000336,CASE_000336,ACC_000267,ATM_000151,2026-05-26 00:26:23.486227771,4173.08,22.9727121741609,72.56078065791901,1.477,0.322,1,1
WD_000337,CASE_000337,ACC_000775,ATM_000297,2025-04-07 16:57:27.559738925,1069.63,22.735203387378554,75.94304101477319,8.877,7.226,1,1
WD_000338,CASE_000338,ACC_001288,ATM_000223,2026-01-19 22:38:46.539563372,4243.04,13.189103767144722,80.26507209306659,12.343,11.663,1,1
WD_000339,CASE_000339,ACC_000139,ATM_000078,2024-04-27 21:30:54.587993393,497.24,13.054902311175745,80.33221535457712,3.245,1.759,1,1
WD_000340,CASE_000340,ACC_000052,ATM_000344,2024-09-01 07:26:49.281124857,36162.38,17.385057689163343,78.48657407288304,2.173,1.308,1,1
WD_000341,CASE_000341,ACC_000480,ATM_000297,2026-05-12 16:20:39.036101134,14620.65,22.735203387378554,75.94304101477319,9.053,7.621,1,1
WD_000342,CASE_000342,ACC_001335,ATM_000151,2024-12-15 13:32:57.850668418,13246.16,22.9727121741609,72.56078065791901,3.571,1.707,1,1
WD_000343,CASE_000343,ACC_000775,ATM_000272,2025-08-13 21:17:00.515357296,6470.3,18.985170560413643,72.98772187343326,4.532,3.12,1,1
WD_000344,CASE_000344,ACC_000819,ATM_000055,2026-06-08 11:47:58.955908175,5666.19,13.085036148706607,80.28059344946895,5.764,4.871,1,1
WD_000345,CASE_000345,ACC_000659,ATM_000204,2025-05-16 20:42:40.311837009,1197.24,19.263169806797624,73.04555491961383,2.288,1.06,1,1
WD_000346,CASE_000346,ACC_000775,ATM_000330,2024-10-05 08:28:51.271833244,65946.23,20.053223544411868,73.78683249358077,4.397,2.867,1,1
WD_000347,CASE_000347,ACC_000659,ATM_000086,2025-04-29 15:44:00.080104612,1480.49,19.043575603739146,72.91107028466806,1.212,0.451,1,1
WD_000348,CASE_000348,ACC_000287,ATM_000295,2024-02-19 21:20:48.837715182,320.3,22.93821234751503,72.51648916351694,2.759,1.148,1,1
WD_000349,CASE_000349,ACC_000694,ATM_000008,2024-04-12 10:25:13.116940019,27533.81,22.614712896346877,88.45062002814181,1.565,0.427,1,1
WD_000350,CASE_000350,ACC_001308,ATM_000161,2024-01-07 18:21:49.174436429,39360.52,19.06714542643581,72.87550863111355,5.575,4.328,1,1
WD_000351,CASE_000351,ACC_000404,ATM_000269,2026-03-16 13:40:04.204606554,59877.94,19.107698538950824,72.88263004250993,1.299,0.575,1,1
WD_000352,CASE_000352,ACC_000659,ATM_000086,2025-09-03 15:07:58.261249143,23371.23,19.043575603739146,72.91107028466806,2.258,1.679,1,1
WD_000353,CASE_000353,ACC_000139,ATM_000014,2024-09-29 00:29:50.744439917,22032.23,22.93891637098737,72.51796872006797,5.815,3.987,1,1
WD_000354,CASE_000354,ACC_001349,ATM_000145,2024-07-20 15:54:58.926502396,11022.76,12.9570457342655,77.59946740582812,4.443,2.788,1,1
WD_000355,CASE_000355,ACC_000267,ATM_000280,2025-09-14 09:34:07.007195807,568.01,23.002582842473544,72.60846343532445,2.782,1.422,1,0
WD_000356,CASE_000356,ACC_000190,ATM_000005,2026-04-17 18:15:26.070059518,14451.65,19.15172421032615,72.9588642711249,1.608,0.841,1,1
WD_000357,CASE_000357,ACC_000880,ATM_000246,2024-09-29 16:19:24.831089655,7256.64,26.8694817950312,75.87953477374165,3.946,2.121,1,1
WD_000358,CASE_000358,ACC_000961,ATM_000230,2024-10-20 06:20:57.074201657,2414.0,19.00485893891834,72.93015286345715,7.781,7.289,1,1
WD_000359,CASE_000359,ACC_000139,ATM_000152,2026-02-17 08:16:46.846547165,16653.64,26.912563096449293,75.80556641364709,3.16,1.211,1,1
