complaint_id,cluster_id,chain_accounts,cashout_account_id,pattern_used
CASE_000273,CLUSTER_0010,ACC_001599|ACC_000052|ACC_001350,ACC_001350,A
CASE_000274,CLUSTER_0021,ACC_001787|ACC_000404|ACC_000659,ACC_000659,B
CASE_000275,CLUSTER_0010,ACC_001317|ACC_001350|ACC_000052,ACC_000052,A
CASE_000276,CLUSTER_0027,ACC_000212|ACC_001117|ACC_000694,ACC_000694,B
CASE_000277,CLUSTER_0010,ACC_000794|ACC_001350|ACC_000052,ACC_000052,A
CASE_000278,CLUSTER_0021,ACC_001632|ACC_000659|ACC_000404,ACC_000404,D
CASE_000279,CLUSTER_0023,ACC_001516|ACC_000287|ACC_000267|ACC_001335,ACC_001335,A
CASE_000280,CLUSTER_0012,ACC_000560|ACC_001308|ACC_000767|ACC_001308,ACC_001308,A
CASE_000281,CLUSTER_0021,ACC_000242|ACC_000659|ACC_000404,ACC_000404,A
CASE_000282,CLUSTER_0026,ACC_000962|ACC_001365|ACC_001238,ACC_001238,B
CASE_000283,CLUSTER_0026,ACC_000085|ACC_001349|ACC_001293|ACC_001365|ACC_001349,ACC_001349,B
CASE_000284,CLUSTER_0010,ACC_001185|ACC_001350|ACC_000052,ACC_000052,A
CASE_000285,CLUSTER_0008,ACC_000717|ACC_001647|ACC_001507,ACC_001507,B
CASE_000286,CLUSTER_0013,ACC_001576|ACC_001300|ACC_000011,ACC_000011,A
CASE_000287,CLUSTER_0005,ACC_000344|ACC_000820|ACC_001046,ACC_001046,A
CASE_000288,CLUSTER_0010,ACC_000929|ACC_001350|ACC_000052,ACC_000052,A
CASE_000289,CLUSTER_0015,ACC_001258|ACC_001050|ACC_001267,ACC_001267,B
CASE_000290,CLUSTER_0001,ACC_000898|ACC_000524|ACC_000068|ACC_000524,ACC_000524,A
CASE_000291,CLUSTER_0007,ACC_000727|ACC_001061|ACC_001327|ACC_001061|ACC_000092,ACC_000092,A
CASE_000292,CLUSTER_0026,ACC_000755|ACC_001293|ACC_001238,ACC_001238,A
CASE_000293,CLUSTER_0023,ACC_000680|ACC_000287|ACC_001335|ACC_000267,ACC_000267,D
CASE_000294,CLUSTER_0013,ACC_000245|ACC_001300|ACC_000011,ACC_000011,D
CASE_000295,CLUSTER_0008,ACC_000741|ACC_001507|ACC_001647,ACC_001647,D
CASE_000296,CLUSTER_0020,ACC_001215|ACC_000480|ACC_000023|ACC_000775,ACC_000775,B
CASE_000297,CLUSTER_0020,ACC_000937|ACC_000775|ACC_000023,ACC_000023,E
CASE_000298,CLUSTER_0012,ACC_001658|ACC_001308|ACC_000139,ACC_000139,B
CASE_000299,CLUSTER_0020,ACC_000800|ACC_000775|ACC_000480,ACC_000480,A
CASE_000300,CLUSTER_0018,ACC_001118|ACC_000489|ACC_000335|ACC_000118|ACC_000332,ACC_000332,D
CASE_000301,CLUSTER_0021,ACC_001384|ACC_000659|ACC_000404,ACC_000404,A
CASE_000302,CLUSTER_0017,ACC_000589|ACC_000819|ACC_001768,ACC_001768,D
CASE_000303,CLUSTER_0020,ACC_000721|ACC_000023|ACC_000480,ACC_000480,B
CASE_000304,CLUSTER_0008,ACC_000937|ACC_001647|ACC_001507,ACC_001507,B
CASE_000305,CLUSTER_0011,ACC_001536|ACC_000961|ACC_000190,ACC_000190,A
CASE_000306,CLUSTER_0019,ACC_001419|ACC_000753|ACC_001690|ACC_000753,ACC_000753,E
CASE_000307,CLUSTER_0020,ACC_000163|ACC_000023|ACC_000775,ACC_000775,A
CASE_000308,CLUSTER_0023,ACC_000599|ACC_000287|ACC_001335|ACC_000267,ACC_000267,A
CASE_000309,CLUSTER_0010,ACC_001163|ACC_000052|ACC_001350,ACC_001350,A
CASE_000310,CLUSTER_0023,ACC_001583|ACC_000287|ACC_000533|ACC_000366,ACC_000366,A
CASE_000311,CLUSTER_0019,ACC_001310|ACC_001690|ACC_000753,ACC_000753,A
CASE_000312,CLUSTER_0005,ACC_000064|ACC_000782|ACC_001046|ACC_000782,ACC_000782,B
CASE_000313,CLUSTER_0005,ACC_000896|ACC_001046|ACC_000820|ACC_000782|ACC_001046,ACC_001046,A
CASE_000314,CLUSTER_0020,ACC_001503|ACC_000023|ACC_000480|ACC_000775,ACC_000775,D
CASE_000315,CLUSTER_0021,ACC_000064|ACC_000404|ACC_000659,ACC_000659,D
CASE_000316,CLUSTER_0025,ACC_000576|ACC_001625|ACC_000093|ACC_001625,ACC_001625,D
CASE_000317,CLUSTER_0012,ACC_001465|ACC_000139|ACC_000767|ACC_000139,ACC_000139,E
CASE_000318,CLUSTER_0025,ACC_000700|ACC_000467|ACC_001625|ACC_000093|ACC_001625,ACC_001625,A
CASE_000319,CLUSTER_0010,ACC_000498|ACC_001350|ACC_000052,ACC_000052,A
CASE_000320,CLUSTER_0021,ACC_000872|ACC_000659|ACC_000404,ACC_000404,A
CASE_000321,CLUSTER_0010,ACC_000727|ACC_001350|ACC_000052,ACC_000052,A
CASE_000322,CLUSTER_0021,ACC_001101|ACC_000404|ACC_000659,ACC_000659,D
CASE_000323,CLUSTER_0012,ACC_001522|ACC_000767|ACC_001308|ACC_000767,ACC_000767,A
CASE_000324,CLUSTER_0015,ACC_000049|ACC_001050|ACC_001267,ACC_001267,B
CASE_000325,CLUSTER_0021,ACC_000541|ACC_000659|ACC_000404,ACC_000404,A
CASE_000326,CLUSTER_0020,ACC_001140|ACC_000023|ACC_000480|ACC_000023,ACC_000023,A
CASE_000327,CLUSTER_0008,ACC_001473|ACC_001647|ACC_001507,ACC_001507,A
CASE_000328,CLUSTER_0021,ACC_000163|ACC_000659|ACC_000404,ACC_000404,A
CASE_000329,CLUSTER_0020,ACC_001136|ACC_000480|ACC_000023,ACC_000023,B
CASE_000330,CLUSTER_0023,ACC_001658|ACC_001335|ACC_000533,ACC_000533,A
CASE_000331,CLUSTER_0025,ACC_001661|ACC_001288|ACC_000467|ACC_000093|ACC_001625,ACC_001625,D
CASE_000332,CLUSTER_0010,ACC_001098|ACC_000052|ACC_001350,ACC_001350,A
CASE_000333,CLUSTER_0021,ACC_001375|ACC_000659|ACC_000404,ACC_000404,A
CASE_000334,CLUSTER_0013,ACC_001640|ACC_001300|ACC_000011,ACC_000011,D
CASE_000335,CLUSTER_0012,ACC_001642|ACC_000139|ACC_000767|ACC_001308,ACC_001308,B
CASE_000336,CLUSTER_0023,ACC_001562|ACC_000287|ACC_000366|ACC_001335|ACC_000267,ACC_000267,D
CASE_000337,CLUSTER_0020,ACC_001757|ACC_000480|ACC_000023|ACC_000775,ACC_000775,D
CASE_000338,CLUSTER_0025,ACC_001070|ACC_000093|ACC_001288,ACC_001288,D
CASE_000339,CLUSTER_0012,ACC_000824|ACC_001308|ACC_000767|ACC_000139,ACC_000139,A
CASE_000340,CLUSTER_0010,ACC_000194|ACC_001350|ACC_000052,ACC_000052,A
CASE_000341,CLUSTER_0020,ACC_001391|ACC_000023|ACC_000775|ACC_000480,ACC_000480,B
CASE_000342,CLUSTER_0023,ACC_000806|ACC_001335|ACC_000533|ACC_001335,ACC_001335,D
CASE_000343,CLUSTER_0020,ACC_000036|ACC_000023|ACC_000775,ACC_000775,A
CASE_000344,CLUSTER_0017,ACC_000289|ACC_001768|ACC_000819,ACC_000819,B
CASE_000345,CLUSTER_0021,ACC_001717|ACC_000404|ACC_000659,ACC_000659,E
CASE_000346,CLUSTER_0020,ACC_001051|ACC_000480|ACC_000023|ACC_000775,ACC_000775,E
CASE_000347,CLUSTER_0021,ACC_001563|ACC_000404|ACC_000659,ACC_000659,B
CASE_000348,CLUSTER_0023,ACC_001179|ACC_000366|ACC_000287,ACC_000287,D
CASE_000349,CLUSTER_0027,ACC_000560|ACC_000880|ACC_000694,ACC_000694,E
CASE_000350,CLUSTER_0012,ACC_000675|ACC_001308|ACC_000767|ACC_001308,ACC_001308,A
CASE_000351,CLUSTER_0021,ACC_000993|ACC_000659|ACC_000404,ACC_000404,D
CASE_000352,CLUSTER_0021,ACC_000588|ACC_000404|ACC_000659,ACC_000659,B
CASE_000353,CLUSTER_0012,ACC_000427|ACC_000139|ACC_001308|ACC_000139,ACC_000139,A
CASE_000354,CLUSTER_0026,ACC_000702|ACC_001349|ACC_001238|ACC_001349,ACC_001349,B
CASE_000355,CLUSTER_0023,ACC_000941|ACC_000366|ACC_000533|ACC_000267,ACC_000267,B
CASE_000356,CLUSTER_0011,ACC_001030|ACC_000961|ACC_000190,ACC_000190,D
CASE_000357,CLUSTER_0027,ACC_001370|ACC_000652|ACC_001117|ACC_000880,ACC_000880,A
CASE_000358,CLUSTER_0011,ACC_000098|ACC_000190|ACC_000961,ACC_000961,B
CASE_000359,CLUSTER_0012,ACC_000228|ACC_000139|ACC_000767|ACC_000139,ACC_000139,B
CASE_000360,CLUSTER_0001,ACC_001205|ACC_000524|ACC_000091|ACC_000068,ACC_000068,D
CASE_000361,CLUSTER_0008,ACC_000246|ACC_001647|ACC_001507,ACC_001507,B
CASE_000362,CLUSTER_0008,ACC_000150|ACC_001647|ACC_001507,ACC_001507,D
CASE_000363,CLUSTER_0025,ACC_000316|ACC_000467|ACC_001625|ACC_000093|ACC_000467,ACC_000467,D
CASE_000364,CLUSTER_0025,ACC_001732|ACC_000093|ACC_000467|ACC_001288|ACC_000467,ACC_000467,D
CASE_000365,CLUSTER_0021,ACC_000477|ACC_000404|ACC_000659,ACC_000659,E
CASE_000366,CLUSTER_0015,ACC_001275|ACC_001050|ACC_001267,ACC_001267,E
CASE_000367,CLUSTER_0023,ACC_001502|ACC_000533|ACC_001335|ACC_000533|ACC_001335,ACC_001335,A
CASE_000368,CLUSTER_0020,ACC_000220|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000369,CLUSTER_0026,ACC_000968|ACC_001349|ACC_001293|ACC_001349|ACC_001293,ACC_001293,E
CASE_000370,CLUSTER_0005,ACC_001447|ACC_000820|ACC_001788|ACC_000782|ACC_000820,ACC_000820,B
CASE_000371,CLUSTER_0001,ACC_001287|ACC_000091|ACC_000524|ACC_000068,ACC_000068,B
CASE_000372,CLUSTER_0015,ACC_000490|ACC_001050|ACC_001267,ACC_001267,B
CASE_000373,CLUSTER_0025,ACC_001074|ACC_001288|ACC_000467,ACC_000467,D
CASE_000374,CLUSTER_0022,ACC_000826|ACC_000491|ACC_001039,ACC_001039,B
CASE_000375,CLUSTER_0013,ACC_000134|ACC_001300|ACC_000011,ACC_000011,D
CASE_000376,CLUSTER_0008,ACC_001160|ACC_001647|ACC_001507,ACC_001507,B
CASE_000377,CLUSTER_0020,ACC_000270|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000378,CLUSTER_0020,ACC_000135|ACC_000023|ACC_000775,ACC_000775,A
CASE_000379,CLUSTER_0005,ACC_000196|ACC_000782|ACC_001788,ACC_001788,A
CASE_000380,CLUSTER_0025,ACC_001245|ACC_000093|ACC_000467|ACC_001625|ACC_000467,ACC_000467,A
CASE_000381,CLUSTER_0023,ACC_000246|ACC_000267|ACC_000366|ACC_000267,ACC_000267,E
CASE_000382,CLUSTER_0020,ACC_000649|ACC_000775|ACC_000480,ACC_000480,E
CASE_000383,CLUSTER_0010,ACC_000357|ACC_001350|ACC_000052,ACC_000052,A
CASE_000384,CLUSTER_0020,ACC_000906|ACC_000480|ACC_000775,ACC_000775,B
CASE_000385,CLUSTER_0021,ACC_000263|ACC_000404|ACC_000659,ACC_000659,B
CASE_000386,CLUSTER_0025,ACC_001077|ACC_000467|ACC_001625,ACC_001625,D
CASE_000387,CLUSTER_0012,ACC_001653|ACC_001308|ACC_000139|ACC_001308,ACC_001308,A
CASE_000388,CLUSTER_0023,ACC_001566|ACC_000533|ACC_000287|ACC_000533|ACC_001335,ACC_001335,D
CASE_000389,CLUSTER_0020,ACC_000171|ACC_000775|ACC_000023,ACC_000023,E
CASE_000390,CLUSTER_0005,ACC_000321|ACC_001788|ACC_001592,ACC_001592,A
CASE_000391,CLUSTER_0023,ACC_001641|ACC_000366|ACC_000267,ACC_000267,D
CASE_000392,CLUSTER_0020,ACC_000385|ACC_000480|ACC_000775,ACC_000775,D
CASE_000393,CLUSTER_0005,ACC_000791|ACC_000309|ACC_000782|ACC_001046,ACC_001046,A
CASE_000394,CLUSTER_0022,ACC_000901|ACC_001039|ACC_001114,ACC_001114,A
CASE_000395,CLUSTER_0020,ACC_001266|ACC_000480|ACC_000775|ACC_000023,ACC_000023,B
CASE_000396,CLUSTER_0015,ACC_000069|ACC_001050|ACC_001267,ACC_001267,D
CASE_000397,CLUSTER_0008,ACC_001738|ACC_001507|ACC_001647,ACC_001647,B
CASE_000398,CLUSTER_0025,ACC_001109|ACC_000467|ACC_000093|ACC_001288,ACC_001288,A
CASE_000399,CLUSTER_0025,ACC_000021|ACC_000093|ACC_001625|ACC_001288|ACC_001625,ACC_001625,D
CASE_000400,CLUSTER_0025,ACC_001229|ACC_001288|ACC_000093|ACC_000467|ACC_001288,ACC_001288,D
CASE_000401,CLUSTER_0021,ACC_000700|ACC_000404|ACC_000659,ACC_000659,D
CASE_000402,CLUSTER_0006,ACC_000559|ACC_000342|ACC_001150|ACC_000342|ACC_001133,ACC_001133,A
CASE_000403,CLUSTER_0021,ACC_000645|ACC_000404|ACC_000659,ACC_000659,A
CASE_000404,CLUSTER_0025,ACC_000806|ACC_001288|ACC_000467|ACC_001625,ACC_001625,D
CASE_000405,CLUSTER_0027,ACC_000471|ACC_000694|ACC_000652|ACC_001117|ACC_000652,ACC_000652,D
CASE_000406,CLUSTER_0020,ACC_001373|ACC_000775|ACC_000480|ACC_000023,ACC_000023,B
CASE_000407,CLUSTER_0013,ACC_000065|ACC_000011|ACC_001300,ACC_001300,B
CASE_000408,CLUSTER_0018,ACC_001182|ACC_000335|ACC_000473|ACC_000836,ACC_000836,B
CASE_000409,CLUSTER_0020,ACC_000984|ACC_000480|ACC_000775|ACC_000023,ACC_000023,A
CASE_000410,CLUSTER_0025,ACC_000337|ACC_001288|ACC_001625,ACC_001625,A
CASE_000411,CLUSTER_0025,ACC_000897|ACC_000467|ACC_001625|ACC_000093,ACC_000093,A
CASE_000412,CLUSTER_0011,ACC_001720|ACC_000961|ACC_000190,ACC_000190,A
CASE_000413,CLUSTER_0012,ACC_001095|ACC_000139|ACC_001308|ACC_000767,ACC_000767,A
CASE_000414,CLUSTER_0025,ACC_000974|ACC_000467|ACC_001288|ACC_001625|ACC_000093,ACC_000093,D
CASE_000415,CLUSTER_0019,ACC_000872|ACC_001690|ACC_000753|ACC_001690,ACC_001690,E
CASE_000416,CLUSTER_0012,ACC_001081|ACC_000139|ACC_000767,ACC_000767,B
CASE_000417,CLUSTER_0008,ACC_001052|ACC_001507|ACC_001647,ACC_001647,B
CASE_000418,CLUSTER_0010,ACC_001127|ACC_000052|ACC_001350,ACC_001350,A
CASE_000419,CLUSTER_0013,ACC_001717|ACC_001300|ACC_000011,ACC_000011,D
CASE_000420,CLUSTER_0005,ACC_000590|ACC_000309|ACC_001046,ACC_001046,B
CASE_000421,CLUSTER_0026,ACC_000049|ACC_001349|ACC_001293|ACC_001238,ACC_001238,A
CASE_000422,CLUSTER_0020,ACC_000043|ACC_000480|ACC_000775|ACC_000480,ACC_000480,B
CASE_000423,CLUSTER_0025,ACC_001310|ACC_001625|ACC_000467|ACC_001288|ACC_001625,ACC_001625,A
CASE_000424,CLUSTER_0017,ACC_001752|ACC_001768|ACC_000819,ACC_000819,A
CASE_000425,CLUSTER_0026,ACC_000967|ACC_001293|ACC_001238,ACC_001238,B
CASE_000426,CLUSTER_0017,ACC_000327|ACC_001768|ACC_000819|ACC_001296,ACC_001296,A
CASE_000427,CLUSTER_0015,ACC_000416|ACC_001267|ACC_001050,ACC_001050,E
CASE_000428,CLUSTER_0023,ACC_001648|ACC_000366|ACC_001335,ACC_001335,B
CASE_000429,CLUSTER_0020,ACC_000783|ACC_000480|ACC_000775|ACC_000480,ACC_000480,E
CASE_000430,CLUSTER_0013,ACC_000896|ACC_000011|ACC_001300,ACC_001300,D
CASE_000431,CLUSTER_0001,ACC_001641|ACC_000524|ACC_000068|ACC_000091,ACC_000091,A
CASE_000432,CLUSTER_0008,ACC_001101|ACC_001507|ACC_001647,ACC_001647,B
CASE_000433,CLUSTER_0012,ACC_001562|ACC_000767|ACC_001308,ACC_001308,A
CASE_000434,CLUSTER_0008,ACC_000681|ACC_001647|ACC_001507,ACC_001507,A
CASE_000435,CLUSTER_0020,ACC_001316|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000436,CLUSTER_0013,ACC_000924|ACC_000011|ACC_001300,ACC_001300,D
CASE_000437,CLUSTER_0023,ACC_001503|ACC_000267|ACC_001335,ACC_001335,B
CASE_000438,CLUSTER_0020,ACC_000482|ACC_000480|ACC_000775,ACC_000775,B
CASE_000439,CLUSTER_0010,ACC_000877|ACC_000052|ACC_001350,ACC_001350,B
CASE_000440,CLUSTER_0017,ACC_001653|ACC_001768|ACC_001296,ACC_001296,B
CASE_000441,CLUSTER_0023,ACC_001391|ACC_000533|ACC_000267|ACC_000533,ACC_000533,D
CASE_000442,CLUSTER_0020,ACC_001359|ACC_000775|ACC_000023|ACC_000480,ACC_000480,A
CASE_000443,CLUSTER_0017,ACC_000134|ACC_000819|ACC_001768,ACC_001768,A
CASE_000444,CLUSTER_0013,ACC_000493|ACC_000011|ACC_001300,ACC_001300,D
CASE_000445,CLUSTER_0023,ACC_000840|ACC_000533|ACC_000287|ACC_000366,ACC_000366,E
CASE_000446,CLUSTER_0023,ACC_000727|ACC_000366|ACC_001335,ACC_001335,B
CASE_000447,CLUSTER_0021,ACC_000926|ACC_000659|ACC_000404,ACC_000404,A
CASE_000448,CLUSTER_0020,ACC_001442|ACC_000775|ACC_000023|ACC_000775,ACC_000775,A
CASE_000449,CLUSTER_0013,ACC_001229|ACC_001300|ACC_000011,ACC_000011,D
CASE_000450,CLUSTER_0023,ACC_000159|ACC_000267|ACC_000287,ACC_000287,E
CASE_000451,CLUSTER_0025,ACC_000166|ACC_001288|ACC_000093|ACC_001288,ACC_001288,A
CASE_000452,CLUSTER_0009,ACC_001502|ACC_000445|ACC_000420|ACC_000445,ACC_000445,B
CASE_000453,CLUSTER_0025,ACC_000069|ACC_000467|ACC_000093|ACC_001288,ACC_001288,D
CASE_000454,CLUSTER_0012,ACC_000647|ACC_001308|ACC_000767|ACC_001308,ACC_001308,A
CASE_000455,CLUSTER_0010,ACC_001682|ACC_000052|ACC_001350,ACC_001350,A
CASE_000456,CLUSTER_0021,ACC_000368|ACC_000404|ACC_000659,ACC_000659,B
CASE_000457,CLUSTER_0017,ACC_001567|ACC_000819|ACC_001296|ACC_000819,ACC_000819,B
CASE_000458,CLUSTER_0027,ACC_001667|ACC_001117|ACC_000880|ACC_000652,ACC_000652,D
CASE_000459,CLUSTER_0017,ACC_000433|ACC_001768|ACC_001296|ACC_000819,ACC_000819,E
CASE_000460,CLUSTER_0021,ACC_001517|ACC_000659|ACC_000404,ACC_000404,E
CASE_000461,CLUSTER_0010,ACC_001159|ACC_001350|ACC_000052,ACC_000052,E
CASE_000462,CLUSTER_0017,ACC_001766|ACC_001296|ACC_001768,ACC_001768,A
CASE_000463,CLUSTER_0022,ACC_000019|ACC_001114|ACC_001709,ACC_001709,B
CASE_000464,CLUSTER_0008,ACC_000965|ACC_001647|ACC_001507,ACC_001507,B
CASE_000465,CLUSTER_0020,ACC_000263|ACC_000480|ACC_000023,ACC_000023,B
CASE_000466,CLUSTER_0026,ACC_000363|ACC_001365|ACC_001238|ACC_001293,ACC_001293,B
CASE_000467,CLUSTER_0012,ACC_001642|ACC_000139|ACC_000767,ACC_000767,A
CASE_000468,CLUSTER_0021,ACC_000717|ACC_000659|ACC_000404,ACC_000404,B
CASE_000469,CLUSTER_0021,ACC_000702|ACC_000659|ACC_000404,ACC_000404,D
CASE_000470,CLUSTER_0025,ACC_001717|ACC_001288|ACC_000467|ACC_000093|ACC_000467,ACC_000467,D
CASE_000471,CLUSTER_0010,ACC_000361|ACC_001350|ACC_000052,ACC_000052,A
CASE_000472,CLUSTER_0023,ACC_000133|ACC_000533|ACC_000267,ACC_000267,D
CASE_000473,CLUSTER_0020,ACC_000599|ACC_000775|ACC_000023|ACC_000480,ACC_000480,A
CASE_000474,CLUSTER_0020,ACC_001732|ACC_000023|ACC_000775,ACC_000775,B
CASE_000475,CLUSTER_0021,ACC_001063|ACC_000659|ACC_000404,ACC_000404,D
CASE_000476,CLUSTER_0023,ACC_000598|ACC_000366|ACC_000287|ACC_000267,ACC_000267,B
CASE_000477,CLUSTER_0023,ACC_001408|ACC_000287|ACC_000533|ACC_000287|ACC_000366,ACC_000366,A
CASE_000478,CLUSTER_0005,ACC_001084|ACC_001592|ACC_001788|ACC_001046|ACC_001592,ACC_001592,A
CASE_000479,CLUSTER_0020,ACC_000840|ACC_000480|ACC_000023|ACC_000775,ACC_000775,A
CASE_000480,CLUSTER_0021,ACC_000014|ACC_000404|ACC_000659,ACC_000659,B
CASE_000481,CLUSTER_0001,ACC_000687|ACC_000524|ACC_000068|ACC_000524,ACC_000524,A
CASE_000482,CLUSTER_0012,ACC_000065|ACC_001308|ACC_000139,ACC_000139,A
CASE_000483,CLUSTER_0008,ACC_000901|ACC_001647|ACC_001507,ACC_001507,E
CASE_000484,CLUSTER_0013,ACC_000940|ACC_000011|ACC_001300,ACC_001300,D
CASE_000485,CLUSTER_0023,ACC_001263|ACC_000366|ACC_000533|ACC_000287|ACC_000267,ACC_000267,A
CASE_000486,CLUSTER_0023,ACC_001644|ACC_000533|ACC_000287|ACC_000533,ACC_000533,D
CASE_000487,CLUSTER_0021,ACC_001632|ACC_000659|ACC_000404,ACC_000404,D
CASE_000488,CLUSTER_0010,ACC_000717|ACC_000052|ACC_001350,ACC_001350,B
CASE_000489,CLUSTER_0023,ACC_000815|ACC_001335|ACC_000366|ACC_000267,ACC_000267,A
CASE_000490,CLUSTER_0023,ACC_000594|ACC_000267|ACC_000533,ACC_000533,E
CASE_000491,CLUSTER_0005,ACC_000844|ACC_001788|ACC_001046,ACC_001046,A
CASE_000492,CLUSTER_0020,ACC_000227|ACC_000023|ACC_000775,ACC_000775,B
CASE_000493,CLUSTER_0020,ACC_001767|ACC_000480|ACC_000023|ACC_000775,ACC_000775,B
CASE_000494,CLUSTER_0021,ACC_001695|ACC_000404|ACC_000659,ACC_000659,A
CASE_000495,CLUSTER_0023,ACC_001136|ACC_000287|ACC_001335,ACC_001335,D
CASE_000496,CLUSTER_0006,ACC_000806|ACC_000342|ACC_001065|ACC_001133|ACC_001150,ACC_001150,D
CASE_000497,CLUSTER_0012,ACC_001303|ACC_000139|ACC_000767|ACC_000139,ACC_000139,A
CASE_000498,CLUSTER_0025,ACC_000134|ACC_001625|ACC_001288,ACC_001288,B
CASE_000499,CLUSTER_0020,ACC_000350|ACC_000023|ACC_000480,ACC_000480,B
CASE_000500,CLUSTER_0024,ACC_001474|ACC_000709|ACC_000378|ACC_001178|ACC_000709,ACC_000709,A
CASE_000501,CLUSTER_0012,ACC_001425|ACC_000767|ACC_000139|ACC_001308,ACC_001308,A
CASE_000502,CLUSTER_0025,ACC_000625|ACC_001288|ACC_001625|ACC_000467,ACC_000467,D
CASE_000503,CLUSTER_0019,ACC_000406|ACC_000753|ACC_001690|ACC_000932,ACC_000932,A
CASE_000504,CLUSTER_0020,ACC_000199|ACC_000480|ACC_000775|ACC_000480,ACC_000480,B
CASE_000505,CLUSTER_0012,ACC_000069|ACC_000767|ACC_000139|ACC_000767,ACC_000767,A
CASE_000506,CLUSTER_0023,ACC_000042|ACC_000287|ACC_000366,ACC_000366,A
CASE_000507,CLUSTER_0023,ACC_000967|ACC_000366|ACC_000287|ACC_000533,ACC_000533,A
CASE_000508,CLUSTER_0025,ACC_001442|ACC_001288|ACC_000093|ACC_000467|ACC_000093,ACC_000093,D
CASE_000509,CLUSTER_0017,ACC_001633|ACC_000819|ACC_001768,ACC_001768,D
CASE_000510,CLUSTER_0024,ACC_000942|ACC_001178|ACC_001558,ACC_001558,B
CASE_000511,CLUSTER_0017,ACC_001066|ACC_001296|ACC_001768|ACC_000819,ACC_000819,D
CASE_000512,CLUSTER_0013,ACC_000800|ACC_000011|ACC_001300,ACC_001300,D
CASE_000513,CLUSTER_0027,ACC_000791|ACC_000652|ACC_000880,ACC_000880,B
CASE_000514,CLUSTER_0012,ACC_001024|ACC_001308|ACC_000139,ACC_000139,A
CASE_000515,CLUSTER_0010,ACC_001128|ACC_001350|ACC_000052,ACC_000052,A
CASE_000516,CLUSTER_0020,ACC_001338|ACC_000023|ACC_000480|ACC_000775,ACC_000775,B
CASE_000517,CLUSTER_0023,ACC_000032|ACC_001335|ACC_000287,ACC_000287,A
CASE_000518,CLUSTER_0010,ACC_000406|ACC_000052|ACC_001350,ACC_001350,A
CASE_000519,CLUSTER_0023,ACC_000268|ACC_000267|ACC_000533,ACC_000533,D
CASE_000520,CLUSTER_0026,ACC_001012|ACC_001238|ACC_001293|ACC_001349,ACC_001349,E
CASE_000521,CLUSTER_0020,ACC_000865|ACC_000775|ACC_000023|ACC_000480,ACC_000480,B
CASE_000522,CLUSTER_0026,ACC_001375|ACC_001365|ACC_001349|ACC_001238|ACC_001365,ACC_001365,E
CASE_000523,CLUSTER_0010,ACC_001502|ACC_000052|ACC_001350,ACC_001350,A
CASE_000524,CLUSTER_0020,ACC_000216|ACC_000775|ACC_000023,ACC_000023,A
CASE_000525,CLUSTER_0025,ACC_000903|ACC_000467|ACC_001288|ACC_000467,ACC_000467,D
CASE_000526,CLUSTER_0019,ACC_001401|ACC_001690|ACC_000932,ACC_000932,A
CASE_000527,CLUSTER_0025,ACC_001312|ACC_001288|ACC_000093,ACC_000093,D
CASE_000528,CLUSTER_0021,ACC_001110|ACC_000404|ACC_000659,ACC_000659,D
CASE_000529,CLUSTER_0012,ACC_001139|ACC_001308|ACC_000767|ACC_000139,ACC_000139,A
CASE_000530,CLUSTER_0025,ACC_000901|ACC_001625|ACC_000093|ACC_001288,ACC_001288,D
CASE_000531,CLUSTER_0015,ACC_000548|ACC_001267|ACC_001050,ACC_001050,E
CASE_000532,CLUSTER_0005,ACC_000965|ACC_001046|ACC_000782|ACC_001592,ACC_001592,A
CASE_000533,CLUSTER_0012,ACC_000747|ACC_000767|ACC_001308,ACC_001308,A
CASE_000534,CLUSTER_0023,ACC_000223|ACC_000287|ACC_001335,ACC_001335,B
CASE_000535,CLUSTER_0023,ACC_001123|ACC_000366|ACC_000267,ACC_000267,E
CASE_000536,CLUSTER_0021,ACC_000569|ACC_000404|ACC_000659,ACC_000659,D
CASE_000537,CLUSTER_0008,ACC_000286|ACC_001647|ACC_001507,ACC_001507,B
CASE_000538,CLUSTER_0023,ACC_001549|ACC_000267|ACC_000366,ACC_000366,B
CASE_000539,CLUSTER_0021,ACC_001163|ACC_000404|ACC_000659,ACC_000659,D
CASE_000540,CLUSTER_0010,ACC_001404|ACC_001350|ACC_000052,ACC_000052,B
CASE_000541,CLUSTER_0017,ACC_001572|ACC_000819|ACC_001296,ACC_001296,E
CASE_000542,CLUSTER_0013,ACC_001536|ACC_001300|ACC_000011,ACC_000011,E
CASE_000543,CLUSTER_0023,ACC_000954|ACC_000287|ACC_000366|ACC_000533,ACC_000533,A
CASE_000544,CLUSTER_0017,ACC_000178|ACC_000819|ACC_001768,ACC_001768,B
CASE_000545,CLUSTER_0022,ACC_001480|ACC_001039|ACC_001606|ACC_000491|ACC_001709,ACC_001709,A
CASE_000546,CLUSTER_0025,ACC_000929|ACC_001288|ACC_000467|ACC_000093,ACC_000093,A
CASE_000547,CLUSTER_0017,ACC_000405|ACC_000819|ACC_001768,ACC_001768,D
