complaint_id,complaint_timestamp,incident_timestamp,fraud_type,channel,reported_loss_amount,victim_state,victim_district,victim_city,victim_area,victim_pincode,victim_lat,victim_lon,victim_rural_urban,victim_bank,device_type,is_otp_shared,clicked_malicious_link,urgency_score,account_age_months,num_transactions,fraud_description_category
CASE_000274,2025-02-23 20:26:38.286221171,2025-02-23 20:10:29.075780600,UPI Fraud,NEFT,7440.26,Karnataka,Bengaluru Urban,Bengaluru,Area-43,49417,12.95541062848308,77.5940012325006,Semi-Urban,Canara Bank,Desktop,1,0,0.872,90,4,UPI Fraud
CASE_000275,2024-12-19 00:00:35.188270817,2024-12-18 20:04:17.827430129,UPI Fraud,UPI,10034.74,Telangana,Hyderabad,Hyderabad,Area-28,63879,17.51935023913799,78.47277977646333,Urban,HDFC Bank,Android,1,0,0.67,161,4,UPI Fraud
CASE_000276,2025-04-19 23:42:10.417539576,2025-04-19 23:27:24.601071753,Card Fraud,Net Banking,5490.74,Karnataka,Bengaluru Urban,Bengaluru,Area-39,76346,12.980895674310958,77.65097538852275,Semi-Urban,HDFC Bank,iOS,0,0,0.556,58,6,Card Fraud
CASE_000277,2025-03-13 12:49:46.203115346,2025-03-13 09:50:05.778496504,UPI Fraud,UPI,7910.22,Karnataka,Bengaluru Urban,Bengaluru,Area-26,44347,12.971339972487806,77.59462019742263,Urban,Axis Bank,Android,0,0,0.231,98,5,UPI Fraud
CASE_000278,2024-09-07 05:09:22.983532063,2024-09-07 03:30:16.683161926,Remote Access Scam,IMPS,47317.84,Gujarat,Ahmedabad,Ahmedabad,Area-43,50907,23.098510804108756,72.68434359118758,Semi-Urban,Kotak Mahindra Bank,iOS,0,0,0.855,74,4,Remote Access Scam
CASE_000279,2025-01-21 20:30:37.755628537,2025-01-21 18:29:35.533555169,Card Fraud,Card,5334.57,West Bengal,Kolkata,Kolkata,Area-13,40846,22.571012996368065,88.36626556173631,Urban,Bank of Baroda,Android,1,0,0.74,60,4,Card Fraud
CASE_000280,2026-04-07 18:41:02.177626107,2026-04-07 11:53:00.399891913,UPI Fraud,Card,9898.1,Maharashtra,Nagpur,Nagpur,Area-9,68195,21.134263329069174,79.02882529698708,Urban,HDFC Bank,iOS,1,0,0.546,82,7,UPI Fraud
CASE_000281,2025-04-03 04:56:33.057932520,2025-04-03 03:16:38.639935970,Card Fraud,ATM,28056.38,Gujarat,Ahmedabad,Ahmedabad,Area-13,69621,23.066808993150598,72.66510287287383,Urban,ICICI Bank,Android,0,0,0.176,13,5,Card Fraud
CASE_000282,2026-04-14 22:58:46.540114266,2026-04-14 19:52:20.918909356,Phishing,Net Banking,4395.77,Gujarat,Ahmedabad,Ahmedabad,Area-55,40300,22.914702761520477,72.50570821424883,Urban,Bank of Baroda,Android,1,0,0.155,95,3,Phishing
CASE_000283,2025-05-16 05:39:01.880916751,2025-05-16 03:58:39.984571122,Phishing,IMPS,36325.14,Maharashtra,Thane,Thane,Area-5,54293,19.13486019328873,73.02909168258682,Urban,Canara Bank,Desktop,0,0,0.846,30,2,Phishing
CASE_000284,2025-12-01 13:06:11.279983697,2025-12-01 09:25:16.679739244,UPI Fraud,IMPS,10723.27,Telangana,Hyderabad,Hyderabad,Area-17,64653,17.444390638890397,78.5076059871283,Semi-Urban,Axis Bank,Android,1,0,0.663,124,5,UPI Fraud
CASE_000285,2024-09-24 14:23:48.432537602,2024-09-24 11:04:49.419839866,OTP Fraud,Card,8253.27,Maharashtra,Nashik,Nashik,Area-21,47211,20.11770989267391,73.7325964147285,Semi-Urban,SBI,Android,1,0,0.522,22,2,OTP Fraud
CASE_000286,2025-12-21 04:35:47.895113709,2025-12-21 01:36:01.966791362,Impersonation (Digital Arrest/Officer),UPI,3043.18,West Bengal,Kolkata,Kolkata,Area-50,68522,22.56805042212441,88.36687250354959,Urban,SBI,iOS,0,0,0.576,3,4,Impersonation (Digital Arrest/Officer)
CASE_000287,2024-08-29 00:57:20.123405209,2024-08-28 19:07:39.886693411,Investment Scam,IMPS,22966.44,Maharashtra,Pune,Pune,Area-22,51329,18.54861391318667,73.71923556340245,Urban,SBI,Android,0,1,0.393,105,3,Investment Scam
CASE_000288,2024-01-18 20:08:01.183834777,2024-01-18 19:26:26.088007063,Marketplace Fraud (OLX/e-commerce),Card,10426.2,Tamil Nadu,Chennai,Chennai,Area-53,41867,12.98342291672526,80.32984696416176,Semi-Urban,HDFC Bank,Android,0,0,0.466,72,4,Marketplace Fraud (OLX/e-commerce)
CASE_000289,2024-05-26 10:41:17.373153539,2024-05-26 10:10:39.409093490,Phishing,UPI,74249.75,Maharashtra,Pune,Pune,Area-59,76598,18.63633339403118,73.80593023484278,Urban,Axis Bank,Android,1,0,0.256,210,6,Phishing
CASE_000290,2024-01-20 18:27:33.611544454,2024-01-20 17:25:06.454921632,Fake Customer Care,NEFT,22181.18,Karnataka,Bengaluru Urban,Bengaluru,Area-39,55293,12.962939419338536,77.62879420323196,Urban,ICICI Bank,Android,0,0,0.596,64,7,Fake Customer Care
CASE_000291,2026-05-12 21:54:22.665323944,2026-05-12 18:34:39.368331105,Card Fraud,Net Banking,44409.21,Gujarat,Surat,Surat,Area-21,53932,21.15380279329913,72.84191641270763,Urban,ICICI Bank,Desktop,1,1,0.676,96,4,Card Fraud
CASE_000292,2026-06-30 03:38:09.624267904,2026-06-29 23:29:51.267884880,Marketplace Fraud (OLX/e-commerce),UPI,1832.27,Delhi,New Delhi,Delhi,Area-36,43839,28.618889822704322,77.10705035758858,Urban,Kotak Mahindra Bank,iOS,0,0,0.242,57,2,Marketplace Fraud (OLX/e-commerce)
CASE_000293,2025-11-25 09:29:01.565694884,2025-11-25 09:24:08.941597916,Fake Customer Care,NEFT,10330.1,Rajasthan,Jaipur,Jaipur,Area-40,53338,26.873700908815305,75.8523246687227,Urban,Axis Bank,Android,0,0,0.04,213,3,Fake Customer Care
CASE_000294,2024-04-08 16:12:51.902392009,2024-04-08 12:06:51.020152962,Social Engineering (Romance/Job),Net Banking,75808.69,Madhya Pradesh,Indore,Indore,Area-7,74963,22.673060936623298,75.91539700729287,Urban,Bank of Baroda,Android,1,0,0.707,189,3,Social Engineering (Romance/Job)
CASE_000295,2026-03-30 00:48:07.316573913,2026-03-29 22:32:36.760966986,UPI Fraud,Card,3727.5,Rajasthan,Jaipur,Jaipur,Area-50,82340,27.037282445485552,75.78274299493314,Urban,Punjab National Bank,Desktop,0,0,0.577,42,3,UPI Fraud
CASE_000296,2025-11-08 22:01:18.130509587,2025-11-08 13:55:20.895348385,OTP Fraud,Card,28616.68,Maharashtra,Thane,Thane,Area-26,65363,19.139569346989784,72.94771820725909,Semi-Urban,HDFC Bank,Desktop,1,0,0.486,61,4,OTP Fraud
CASE_000297,2024-10-29 20:05:05.099029230,2024-10-29 16:11:38.705104496,OTP Fraud,UPI,22173.42,Gujarat,Ahmedabad,Ahmedabad,Area-50,48446,23.006873619211753,72.52899963949992,Semi-Urban,Canara Bank,Android,0,1,0.723,45,4,OTP Fraud
CASE_000298,2025-04-02 21:17:31.722789047,2025-04-02 13:48:15.349645771,Remote Access Scam,Net Banking,24100.37,Maharashtra,Mumbai City,Mumbai,Area-37,42248,19.04245318351285,72.83284054211522,Semi-Urban,Axis Bank,iOS,0,1,0.699,37,5,Remote Access Scam
CASE_000299,2025-08-26 03:16:55.660677558,2025-08-25 20:42:22.454466075,Phishing,UPI,7583.55,Delhi,New Delhi,Delhi,Area-51,65717,28.62238390171221,77.19086449363361,Urban,Kotak Mahindra Bank,Android,0,0,0.426,58,4,Phishing
CASE_000300,2024-01-23 00:05:56.557276717,2024-01-22 21:50:22.560433448,Marketplace Fraud (OLX/e-commerce),UPI,2341.16,Rajasthan,Jaipur,Jaipur,Area-5,51601,26.929194153569757,75.76505807413027,Rural,SBI,Android,0,0,0.43,204,4,Marketplace Fraud (OLX/e-commerce)
CASE_000301,2025-04-02 03:00:51.944451493,2025-04-01 21:41:25.807747588,UPI Fraud,IMPS,69767.06,Tamil Nadu,Chennai,Chennai,Area-3,72904,13.06483836788735,80.26300204896383,Semi-Urban,Kotak Mahindra Bank,Desktop,1,0,0.627,110,6,UPI Fraud
CASE_000302,2025-10-29 07:20:57.521757522,2025-10-29 05:05:37.509673178,Investment Scam,UPI,69411.77,Karnataka,Bengaluru Urban,Bengaluru,Area-7,64316,12.941344212711176,77.70259162552897,Urban,Bank of Baroda,Desktop,0,1,0.717,92,3,Investment Scam
CASE_000303,2024-06-20 20:07:34.082832967,2024-06-20 11:21:34.312109115,Impersonation (Digital Arrest/Officer),ATM,40307.67,Delhi,New Delhi,Delhi,Area-52,70253,28.70817740590155,77.22449115238472,Urban,HDFC Bank,Android,0,1,0.619,46,1,Impersonation (Digital Arrest/Officer)
CASE_000304,2025-02-08 09:27:56.676185962,2025-02-08 07:02:13.554787695,UPI Fraud,Net Banking,6284.65,Gujarat,Ahmedabad,Ahmedabad,Area-59,45422,22.96856352689257,72.52012267006627,Semi-Urban,Kotak Mahindra Bank,Desktop,0,0,0.309,44,2,UPI Fraud
CASE_000305,2025-04-30 07:31:03.055004407,2025-04-30 03:14:19.480197772,Card Fraud,UPI,13413.58,Tamil Nadu,Chennai,Chennai,Area-59,54231,13.105800176102944,80.22449225996307,Urban,Bank of Baroda,iOS,1,0,0.203,133,2,Card Fraud
CASE_000306,2025-11-01 12:15:06.658649328,2025-11-01 02:24:04.653059952,UPI Fraud,Wallet,11863.11,Karnataka,Bengaluru Urban,Bengaluru,Area-20,42950,12.885590157234612,77.6229475163146,Semi-Urban,Canara Bank,iOS,1,0,0.681,180,8,UPI Fraud
CASE_000307,2026-05-28 19:13:40.532035857,2026-05-28 14:48:57.358009800,Remote Access Scam,Net Banking,27657.44,Rajasthan,Jaipur,Jaipur,Area-16,69744,26.968493742434124,75.89322231812142,Semi-Urban,HDFC Bank,iOS,1,1,0.539,134,7,Remote Access Scam
CASE_000308,2026-02-11 20:46:09.746961578,2026-02-11 18:41:47.693636984,OTP Fraud,Card,22198.37,Maharashtra,Pune,Pune,Area-21,42815,18.492176718068887,73.97871168944378,Rural,Canara Bank,Android,1,0,0.589,158,6,OTP Fraud
CASE_000309,2025-07-20 05:48:25.584973477,2025-07-20 04:52:43.463667475,Phishing,IMPS,4603.59,Maharashtra,Thane,Navi Mumbai,Area-49,55772,18.959224431831146,73.02479545987262,Rural,Kotak Mahindra Bank,Desktop,0,0,0.144,63,7,Phishing
CASE_000310,2025-06-15 17:25:10.018686531,2025-06-15 16:43:10.972517774,Remote Access Scam,Wallet,3549.39,Telangana,Hyderabad,Hyderabad,Area-15,61318,17.442403616111037,78.38739869568987,Semi-Urban,ICICI Bank,Android,0,0,0.592,226,12,Remote Access Scam
CASE_000311,2025-07-03 16:09:34.220711015,2025-07-03 12:04:25.886427142,UPI Fraud,UPI,10858.56,Gujarat,Surat,Surat,Area-33,51226,21.202817991136683,72.89642008381962,Rural,ICICI Bank,Android,0,0,0.345,197,4,UPI Fraud
CASE_000312,2025-05-11 18:33:30.521369575,2025-05-11 15:47:09.035207860,OTP Fraud,UPI,1448.18,Maharashtra,Pune,Pune,Area-39,75486,18.471546945042597,73.81289229435745,Rural,ICICI Bank,Android,0,1,0.861,210,4,OTP Fraud
CASE_000313,2024-02-24 02:58:08.467322849,2024-02-24 01:54:36.050331976,Marketplace Fraud (OLX/e-commerce),ATM,4852.74,Maharashtra,Pune,Pune,Area-22,73845,18.522875140417295,73.73338978451845,Urban,Axis Bank,iOS,1,0,0.398,160,7,Marketplace Fraud (OLX/e-commerce)
CASE_000314,2025-09-28 08:29:20.935736640,2025-09-28 03:33:08.536595456,UPI Fraud,UPI,5652.71,Maharashtra,Thane,Thane,Area-28,47397,19.26635388316223,72.9564745127886,Semi-Urban,Canara Bank,Android,1,0,0.357,166,5,UPI Fraud
CASE_000315,2025-10-14 18:52:39.099634879,2025-10-14 13:59:16.072921105,Remote Access Scam,IMPS,30598.6,Rajasthan,Jaipur,Jaipur,Area-40,45108,26.952151192131318,75.82745801140865,Urban,Kotak Mahindra Bank,Android,0,1,0.808,17,5,Remote Access Scam
CASE_000316,2025-04-11 23:36:20.119763726,2025-04-11 20:52:14.306182638,Investment Scam,Card,306698.27,Maharashtra,Pune,Pune,Area-47,82693,18.55727540362801,73.83731126559707,Urban,HDFC Bank,iOS,1,0,0.167,39,8,Investment Scam
CASE_000317,2026-03-04 05:51:39.606253974,2026-03-03 22:09:16.576276317,Impersonation (Digital Arrest/Officer),Card,3263.55,Karnataka,Bengaluru Urban,Bengaluru,Area-12,59279,12.915274401434742,77.55178559909967,Urban,HDFC Bank,Android,0,1,0.292,32,5,Impersonation (Digital Arrest/Officer)
CASE_000318,2025-09-04 14:43:31.383339152,2025-09-04 14:09:29.719699264,Remote Access Scam,IMPS,217377.38,Madhya Pradesh,Indore,Indore,Area-31,65588,22.727312328107715,75.77831700954582,Urban,SBI,Android,1,1,0.907,116,3,Remote Access Scam
CASE_000319,2024-11-26 11:26:15.915323750,2024-11-26 09:18:00.285788946,Investment Scam,ATM,26805.98,Maharashtra,Mumbai City,Mumbai,Area-10,49113,19.160205289412183,72.90900454004394,Urban,Punjab National Bank,Android,0,0,0.487,141,3,Investment Scam
CASE_000320,2024-01-19 02:59:33.458857710,2024-01-18 22:35:50.449489941,Impersonation (Digital Arrest/Officer),UPI,40627.85,Karnataka,Bengaluru Urban,Bengaluru,Area-1,60557,12.913467414093715,77.59229438444858,Urban,ICICI Bank,iOS,1,0,0.79,29,6,Impersonation (Digital Arrest/Officer)
CASE_000321,2024-02-23 22:41:20.578862224,2024-02-23 21:30:36.860490998,UPI Fraud,Card,2087.42,Karnataka,Bengaluru Urban,Bengaluru,Area-39,74453,12.95047687555241,77.57355995798943,Urban,Kotak Mahindra Bank,Android,0,0,0.223,180,5,UPI Fraud
CASE_000322,2024-11-16 16:59:39.069241180,2024-11-16 11:43:01.893129654,Phishing,IMPS,32593.52,Gujarat,Ahmedabad,Ahmedabad,Area-29,44891,22.981552681930545,72.6906490577418,Semi-Urban,Kotak Mahindra Bank,Android,1,1,0.367,132,2,Phishing
CASE_000323,2025-02-25 05:49:56.629652421,2025-02-24 23:28:14.988518409,Fake Customer Care,UPI,12430.91,Maharashtra,Nagpur,Nagpur,Area-16,57748,21.103288974899023,79.10907392042812,Semi-Urban,HDFC Bank,Android,1,1,0.415,143,5,Fake Customer Care
CASE_000324,2024-06-01 00:37:34.257903241,2024-06-01 00:28:12.564955939,UPI Fraud,Wallet,9250.06,Delhi,New Delhi,Delhi,Area-4,41132,28.496366219761633,77.16146410024935,Rural,Bank of Baroda,Desktop,0,0,0.462,220,5,UPI Fraud
CASE_000325,2024-06-21 19:21:11.431958484,2024-06-21 11:28:26.729847942,Impersonation (Digital Arrest/Officer),Net Banking,3289.52,Maharashtra,Thane,Navi Mumbai,Area-56,41809,19.006492741567083,73.0200902599264,Urban,Kotak Mahindra Bank,iOS,0,1,0.504,140,3,Impersonation (Digital Arrest/Officer)
CASE_000326,2024-07-28 21:33:02.381066986,2024-07-28 17:20:28.134065073,UPI Fraud,UPI,10734.05,West Bengal,Kolkata,Kolkata,Area-49,50811,22.645680554540835,88.38521030571955,Urban,Canara Bank,Android,1,1,0.762,1,4,UPI Fraud
CASE_000327,2025-12-12 03:04:51.730480514,2025-12-12 01:08:37.163384251,OTP Fraud,NEFT,25094.68,West Bengal,Kolkata,Kolkata,Area-56,80696,22.505264023372902,88.39304699205357,Semi-Urban,Bank of Baroda,Desktop,1,1,0.152,184,2,OTP Fraud
CASE_000328,2025-12-03 16:12:09.381225640,2025-12-03 15:26:14.476450309,Impersonation (Digital Arrest/Officer),Wallet,21369.35,Maharashtra,Thane,Thane,Area-7,82935,19.243538382447735,73.0936369320025,Urban,ICICI Bank,iOS,0,0,0.133,210,7,Impersonation (Digital Arrest/Officer)
CASE_000329,2024-12-15 02:20:40.388693723,2024-12-14 20:34:40.717512693,Investment Scam,UPI,126043.49,Delhi,New Delhi,Delhi,Area-1,71822,28.630151516193724,77.198316204599,Rural,Canara Bank,iOS,1,0,0.404,20,4,Investment Scam
CASE_000330,2024-06-06 01:34:53.005260335,2024-06-06 00:34:29.420260429,Phishing,IMPS,37854.11,Rajasthan,Jaipur,Jaipur,Area-13,65296,27.034035560009535,75.76708100451285,Semi-Urban,ICICI Bank,Android,1,1,0.458,129,3,Phishing
CASE_000331,2024-04-11 05:06:17.758715742,2024-04-11 00:54:03.351699688,Investment Scam,UPI,17112.39,Maharashtra,Mumbai City,Mumbai,Area-6,44443,19.05395964804647,72.95002022820702,Urban,Kotak Mahindra Bank,Android,1,1,0.967,113,3,Investment Scam
CASE_000332,2024-03-20 10:02:33.875882165,2024-03-20 08:59:43.002957824,Marketplace Fraud (OLX/e-commerce),UPI,40052.66,Maharashtra,Nashik,Nashik,Area-28,60414,20.033375618490364,73.86494369135868,Urban,Axis Bank,iOS,0,1,0.766,37,4,Marketplace Fraud (OLX/e-commerce)
CASE_000333,2024-12-22 13:52:23.083506166,2024-12-22 10:55:46.349989939,Investment Scam,UPI,36409.59,Karnataka,Bengaluru Urban,Bengaluru,Area-39,44553,12.98472924864999,77.66405198782486,Urban,Canara Bank,Android,1,1,0.941,66,5,Investment Scam
CASE_000334,2024-02-11 17:19:56.566290938,2024-02-11 11:44:23.143678637,Investment Scam,NEFT,36588.26,Maharashtra,Nagpur,Nagpur,Area-12,61957,21.14097925534414,79.08892727022929,Urban,Kotak Mahindra Bank,Android,0,0,0.566,205,8,Investment Scam
CASE_000335,2024-10-31 00:33:19.368652830,2024-10-30 22:35:47.226228680,Card Fraud,UPI,14346.25,Maharashtra,Pune,Pune,Area-24,81653,18.567751701563612,73.80645081899718,Urban,Punjab National Bank,Android,0,1,0.928,94,5,Card Fraud
CASE_000336,2026-05-26 06:48:22.733953037,2026-05-25 22:57:46.133709937,Phishing,UPI,11749.4,Delhi,New Delhi,Delhi,Area-32,76381,28.578285181641338,77.20899076855434,Semi-Urban,HDFC Bank,Android,1,0,0.93,129,2,Phishing
CASE_000337,2025-04-07 12:32:54.333061938,2025-04-07 08:04:51.296512388,Investment Scam,IMPS,1919.11,Maharashtra,Thane,Navi Mumbai,Area-19,81946,19.076532673777,73.04640734835071,Semi-Urban,HDFC Bank,iOS,0,0,0.658,186,3,Investment Scam
CASE_000338,2026-01-19 11:29:06.824186395,2026-01-19 10:18:09.997360453,Phishing,Net Banking,8877.3,Karnataka,Bengaluru Urban,Bengaluru,Area-28,45729,13.056576316942495,77.61692276060079,Urban,Canara Bank,Android,0,0,0.276,108,4,Phishing
CASE_000339,2024-04-27 19:06:01.328429367,2024-04-27 18:16:14.307805220,UPI Fraud,UPI,2207.59,Tamil Nadu,Chennai,Chennai,Area-35,59339,13.092222127901579,80.33905303413015,Urban,Kotak Mahindra Bank,iOS,1,0,0.157,214,3,UPI Fraud
CASE_000340,2024-09-01 06:46:30.939518568,2024-09-01 05:16:28.194980834,Card Fraud,UPI,76982.51,Telangana,Hyderabad,Hyderabad,Area-57,57914,17.391934007057607,78.47567966730807,Urban,Punjab National Bank,iOS,1,0,0.684,120,4,Card Fraud
CASE_000341,2026-05-12 10:07:42.272930117,2026-05-12 07:17:29.268636748,Fake Customer Care,NEFT,67982.99,Maharashtra,Mumbai City,Mumbai,Area-19,79409,19.06886792324316,72.87048010159457,Urban,Canara Bank,Android,0,0,0.458,236,2,Fake Customer Care
CASE_000342,2024-12-15 18:19:13.456013882,2024-12-15 09:58:43.228435770,Fake Customer Care,Card,30316.69,Gujarat,Ahmedabad,Ahmedabad,Area-6,59564,22.99934861544317,72.56089559937227,Semi-Urban,Kotak Mahindra Bank,Android,0,1,0.537,36,7,Fake Customer Care
CASE_000343,2025-08-14 02:09:08.986676730,2025-08-13 16:45:05.732618831,Fake Customer Care,IMPS,9136.27,Maharashtra,Thane,Navi Mumbai,Area-52,71530,19.022168239359136,73.05446476093424,Urban,Axis Bank,Android,0,0,0.359,213,4,Fake Customer Care
CASE_000344,2026-06-08 07:55:58.059289753,2026-06-08 06:02:09.238599077,Investment Scam,UPI,11429.43,West Bengal,Kolkata,Kolkata,Area-35,57930,22.64685247634772,88.32570551499506,Semi-Urban,Kotak Mahindra Bank,Android,0,0,0.88,27,5,Investment Scam
CASE_000345,2025-05-16 20:16:14.635357265,2025-05-16 18:25:24.615894727,Phishing,Net Banking,5281.53,Delhi,New Delhi,Delhi,Area-28,56338,28.60216838251842,77.23288799919715,Urban,Kotak Mahindra Bank,iOS,0,0,0.613,195,2,Phishing
CASE_000346,2024-10-05 09:05:14.755669216,2024-10-05 04:05:01.802173495,Remote Access Scam,NEFT,150948.31,West Bengal,Kolkata,Kolkata,Area-43,54399,22.633217109049927,88.2528101525229,Urban,Axis Bank,iOS,0,0,0.379,159,7,Remote Access Scam
CASE_000347,2025-04-29 19:29:45.917632956,2025-04-29 14:31:15.747369207,Marketplace Fraud (OLX/e-commerce),UPI,3235.4,Maharashtra,Pune,Pune,Area-58,63693,18.542896029130052,73.83851200056569,Semi-Urban,SBI,Desktop,1,0,0.483,134,6,Marketplace Fraud (OLX/e-commerce)
CASE_000348,2024-02-20 01:36:34.895767567,2024-02-19 18:35:15.814211668,Card Fraud,UPI,964.11,Maharashtra,Thane,Navi Mumbai,Area-8,45897,19.02075238940901,73.03106158147013,Semi-Urban,Bank of Baroda,Feature Phone,1,0,0.542,211,7,Card Fraud
CASE_000349,2024-04-12 16:00:11.581289215,2024-04-12 08:51:17.737785360,Investment Scam,Net Banking,107575.16,Karnataka,Bengaluru Urban,Bengaluru,Area-51,50203,13.064785306774942,77.51973888677949,Semi-Urban,ICICI Bank,Android,1,1,0.53,154,6,Investment Scam
CASE_000350,2024-01-07 14:11:51.876748465,2024-01-07 12:47:20.547106186,Remote Access Scam,UPI,92812.82,Maharashtra,Mumbai City,Mumbai,Area-38,68288,19.069310627770903,72.91933062680349,Urban,ICICI Bank,iOS,1,0,0.872,166,3,Remote Access Scam
CASE_000351,2026-03-16 13:02:07.268541251,2026-03-16 12:22:06.055598110,Card Fraud,UPI,79817.78,Maharashtra,Pune,Pune,Area-35,72952,18.48911927848439,73.80583105797403,Semi-Urban,Bank of Baroda,Android,1,0,0.445,181,3,Card Fraud
CASE_000352,2025-09-03 17:23:22.122129594,2025-09-03 12:52:31.070858732,Fake Customer Care,Wallet,37216.38,Tamil Nadu,Chennai,Chennai,Area-51,69798,13.19300281887926,80.34054953272793,Urban,Kotak Mahindra Bank,Android,1,1,0.561,201,3,Fake Customer Care
CASE_000353,2024-09-28 22:08:39.734265281,2024-09-28 18:40:55.145504657,Card Fraud,Net Banking,48244.44,Gujarat,Ahmedabad,Ahmedabad,Area-18,61411,22.896590233835948,72.59400809241576,Urban,SBI,Android,0,0,0.276,56,2,Card Fraud
CASE_000354,2024-07-20 11:48:53.487020268,2024-07-20 11:28:23.770374626,Investment Scam,Card,36716.83,Maharashtra,Mumbai City,Mumbai,Area-47,66421,19.095691327098358,72.97777803664793,Semi-Urban,Kotak Mahindra Bank,Android,1,0,0.265,202,5,Investment Scam
CASE_000355,2025-09-14 07:26:11.221617170,2025-09-14 06:47:12.507769316,Phishing,UPI,1109.19,Rajasthan,Jaipur,Jaipur,Area-34,77522,26.921001021348054,75.79131406519149,Urban,ICICI Bank,iOS,0,0,0.712,141,4,Phishing
CASE_000356,2026-04-17 21:00:32.752053358,2026-04-17 16:38:56.632075503,Investment Scam,Card,35718.79,West Bengal,Kolkata,Kolkata,Area-56,61705,22.652759131929976,88.36593240717345,Semi-Urban,Punjab National Bank,iOS,0,0,0.952,8,2,Investment Scam
CASE_000357,2024-09-29 15:01:21.479977584,2024-09-29 12:22:37.512348052,Phishing,Card,21569.6,Rajasthan,Jaipur,Jaipur,Area-28,48604,26.851905559762876,75.92096112005477,Urban,Kotak Mahindra Bank,Android,0,1,0.755,220,4,Phishing
CASE_000358,2024-10-20 02:59:58.689473281,2024-10-19 22:34:06.123477347,Marketplace Fraud (OLX/e-commerce),Wallet,5970.15,Tamil Nadu,Chennai,Chennai,Area-43,72797,12.97445664981087,80.2006350896455,Urban,HDFC Bank,Android,0,0,0.785,185,3,Marketplace Fraud (OLX/e-commerce)
CASE_000359,2026-02-17 06:13:35.879472634,2026-02-17 05:07:09.176291943,Investment Scam,Net Banking,28391.45,Tamil Nadu,Chennai,Chennai,Area-30,49148,13.068938348621964,80.27478250376284,Urban,HDFC Bank,iOS,0,0,0.639,214,4,Investment Scam
CASE_000360,2026-03-25 01:25:51.515494256,2026-03-24 20:46:07.818536490,Investment Scam,IMPS,11994.86,Karnataka,Bengaluru Urban,Bengaluru,Area-24,48836,12.954500076242432,77.64663096848126,Semi-Urban,Canara Bank,iOS,1,0,0.354,185,6,Investment Scam
CASE_000361,2026-04-12 20:16:50.428728031,2026-04-12 16:29:43.789798602,Phishing,UPI,3616.99,Tamil Nadu,Chennai,Chennai,Area-23,51152,13.125274938014666,80.26828075863355,Semi-Urban,ICICI Bank,iOS,0,0,0.456,83,4,Phishing
CASE_000362,2024-09-24 06:25:50.665381804,2024-09-24 01:31:24.973890148,Remote Access Scam,Card,134557.92,Uttar Pradesh,Lucknow,Lucknow,Area-55,65891,26.862980417535045,80.93891238539481,Urban,Canara Bank,Android,0,1,0.537,84,5,Remote Access Scam
CASE_000363,2024-04-19 16:31:34.354300221,2024-04-19 14:30:50.320535660,Impersonation (Digital Arrest/Officer),Wallet,217814.8,Maharashtra,Mumbai City,Mumbai,Area-50,49138,19.142118346780272,72.94823686774858,Urban,ICICI Bank,Android,0,0,0.85,67,6,Impersonation (Digital Arrest/Officer)
CASE_000364,2025-02-04 21:46:18.448744783,2025-02-04 20:06:24.891034044,UPI Fraud,Card,9868.35,Maharashtra,Nashik,Nashik,Area-14,46214,19.96563421147566,73.80982362855933,Urban,Punjab National Bank,iOS,1,1,0.462,98,4,UPI Fraud
CASE_000365,2024-09-26 11:22:01.087744337,2024-09-26 10:36:10.841208417,Fake Customer Care,IMPS,16187.55,Maharashtra,Mumbai City,Mumbai,Area-52,48261,19.048334723396252,72.8380172936592,Urban,Punjab National Bank,iOS,0,0,0.743,9,5,Fake Customer Care
CASE_000366,2026-03-16 07:09:35.365832323,2026-03-16 04:51:38.891426325,Phishing,Wallet,3701.03,Gujarat,Surat,Surat,Area-35,67300,21.168935653961725,72.81807600916281,Semi-Urban,Canara Bank,Android,0,0,0.598,179,5,Phishing
CASE_000367,2024-02-03 15:09:49.364200508,2024-02-03 08:59:10.923333738,Investment Scam,Wallet,70234.53,Delhi,New Delhi,Delhi,Area-7,63461,28.568964868232573,77.2660606112479,Urban,Punjab National Bank,Android,1,0,0.155,180,6,Investment Scam
CASE_000368,2025-07-31 18:31:33.428272243,2025-07-31 11:09:45.317258850,UPI Fraud,UPI,68570.25,Tamil Nadu,Chennai,Chennai,Area-46,68689,13.082200703926965,80.24876239224491,Urban,Punjab National Bank,Android,1,1,0.472,236,3,UPI Fraud
CASE_000369,2026-04-05 13:45:52.737596392,2026-04-05 12:44:57.770580351,Impersonation (Digital Arrest/Officer),UPI,5153.68,Gujarat,Ahmedabad,Ahmedabad,Area-10,65902,23.064008303634697,72.61602132244425,Urban,Axis Bank,iOS,0,0,0.417,132,3,Impersonation (Digital Arrest/Officer)
CASE_000370,2026-06-08 20:45:22.255517302,2026-06-08 17:55:15.239452183,Remote Access Scam,Card,29674.94,Madhya Pradesh,Indore,Indore,Area-52,48571,22.71007544156556,75.87598606973685,Urban,Axis Bank,Android,1,1,0.664,237,1,Remote Access Scam
CASE_000371,2025-08-15 14:52:49.873754123,2025-08-15 06:27:19.522988699,Fake Customer Care,ATM,21487.92,Maharashtra,Thane,Thane,Area-27,56578,19.19131552547747,72.84461882866327,Semi-Urban,Axis Bank,iOS,0,0,0.545,51,3,Fake Customer Care
