complaint_id,reported_loss_amount,amount_deviation_z,transaction_count_deviation,velocity_1h,velocity_24h,unusual_time_of_day,new_beneficiary_anomaly,sudden_degree_change,is_otp_shared,clicked_malicious_link,urgency_score
CASE_000523,2171.8,-0.1245,2,1,5,0,0,0,0,0,0.548
CASE_000524,11085.64,-0.0287,0,0,3,0,0,0,0,0,0.249
CASE_000525,2319.38,-0.1229,-1,2,2,0,1,1,1,1,0.705
CASE_000527,4006.84,-0.1048,2,1,5,0,0,1,1,1,0.427
CASE_000528,32258.47,0.1989,-1,0,2,0,1,1,1,0,0.416
CASE_000529,19801.78,0.065,0,3,3,0,0,0,0,0,0.444
CASE_000530,15315.54,0.0168,0,1,3,0,0,0,1,1,0.564
CASE_000531,1864.61,-0.1278,-1,0,2,0,0,0,1,1,0.81
CASE_000532,22875.11,0.0981,0,1,3,0,0,0,1,1,0.464
CASE_000533,4742.46,-0.0968,-1,0,2,0,0,0,1,0,0.825
CASE_000535,394386.16,4.0917,-1,2,2,1,0,1,1,0,0.779
CASE_000537,8593.37,-0.0555,-3,0,0,0,0,1,0,1,0.293
CASE_000539,12658.33,-0.0118,1,3,4,0,0,0,0,0,0.574
CASE_000540,46355.83,0.3505,1,0,4,0,0,0,1,1,0.45
CASE_000541,2200.37,-0.1242,1,0,4,0,0,1,0,0,0.079
CASE_000542,8324.81,-0.0583,-3,0,0,1,0,1,0,1,0.972
CASE_000543,1573.03,-0.1309,1,0,4,0,0,0,1,0,0.443
CASE_000544,45971.02,0.3463,-1,0,2,1,0,1,0,1,0.612
CASE_000546,7055.54,-0.072,0,3,3,0,1,0,1,0,0.413
CASE_000547,32901.14,0.2058,0,0,3,0,0,0,1,1,0.381
CASE_000548,14850.82,0.0118,3,2,6,0,0,0,1,0,0.774
CASE_000549,18433.06,0.0503,-1,0,2,0,0,0,0,1,0.576
CASE_000550,26847.3,0.1408,-3,0,0,0,0,0,1,0,0.96
CASE_000551,2323.38,-0.1229,-2,1,1,0,0,0,1,0,0.483
CASE_000554,19794.69,0.065,-1,1,2,0,0,0,0,1,0.718
CASE_000555,47257.26,0.3602,-2,1,1,0,0,0,0,0,0.227
CASE_000556,8585.61,-0.0555,-1,1,2,1,0,0,1,0,0.968
CASE_000558,3790.09,-0.1071,-1,0,2,0,0,0,0,1,0.522
CASE_000559,17073.86,0.0357,3,1,6,1,0,0,1,1,0.906
CASE_000560,7137.88,-0.0711,4,5,7,1,0,0,0,1,0.518
CASE_000561,25625.1,0.1276,1,3,4,0,0,0,0,0,0.405
CASE_000562,9818.59,-0.0423,-3,0,0,0,0,0,0,1,0.656
CASE_000563,18156.63,0.0473,0,3,3,1,0,0,1,0,0.579
CASE_000565,14814.91,0.0114,1,0,4,0,0,0,1,0,0.282
CASE_000566,28643.54,0.1601,-1,1,2,0,0,0,1,0,0.741
CASE_000567,993.59,-0.1371,0,0,3,0,0,0,1,0,0.609
CASE_000569,7810.15,-0.0639,3,2,6,0,0,0,1,0,0.617
CASE_000570,44618.58,0.3318,1,0,4,1,0,0,1,0,0.6
CASE_000571,10968.26,-0.0299,1,0,4,0,0,0,0,1,0.578
CASE_000572,14955.46,0.0129,2,0,5,0,1,0,1,1,0.582
CASE_000573,16887.04,0.0337,-1,2,2,0,0,0,0,0,0.395
CASE_000574,14396.06,0.0069,0,1,3,0,0,0,1,0,0.299
CASE_000575,22244.5,0.0913,-1,1,2,0,0,0,1,0,0.744
CASE_000576,19823.2,0.0653,-1,2,2,0,0,0,1,0,0.57
CASE_000577,21775.01,0.0862,-2,1,1,0,0,0,1,0,0.326
CASE_000580,1947.23,-0.1269,-1,2,2,0,0,0,1,0,0.235
CASE_000582,38827.34,0.2695,0,0,3,0,0,0,0,0,0.464
CASE_000583,2674.16,-0.1191,1,4,4,1,0,0,1,0,0.676
CASE_000585,80275.15,0.7151,2,0,5,0,0,0,0,0,0.763
CASE_000586,31807.84,0.1941,3,2,6,0,0,1,0,0,0.625
CASE_000588,13962.29,0.0023,1,2,4,0,0,0,1,1,0.796
CASE_000589,131380.11,1.2645,-1,0,2,0,0,0,0,0,0.452
CASE_000592,3295.53,-0.1124,1,0,4,1,0,0,0,0,0.461
CASE_000593,238948.73,2.4208,-1,2,2,1,0,0,1,0,0.798
CASE_000594,69262.99,0.5967,-1,0,2,0,0,0,0,0,0.497
CASE_000595,7158.73,-0.0709,1,0,4,0,1,0,0,0,0.375
CASE_000596,4891.51,-0.0952,4,0,7,1,0,0,1,0,0.935
CASE_000597,7622.96,-0.0659,-3,0,0,0,0,1,1,0,0.14
CASE_000598,41856.1,0.3021,-1,2,2,1,0,0,1,1,0.322
CASE_000599,2401.79,-0.122,-2,1,1,0,0,0,0,0,0.727
CASE_000601,107394.68,1.0066,2,5,5,0,0,0,0,1,0.615
CASE_000602,13955.24,0.0022,1,4,4,0,0,0,0,0,0.49
CASE_000603,17946.76,0.0451,-1,0,2,0,0,0,0,0,0.511
CASE_000605,21476.78,0.083,1,0,4,1,0,0,1,0,0.757
CASE_000606,1871.27,-0.1277,3,1,6,1,0,0,0,0,0.906
CASE_000608,11110.81,-0.0284,2,0,5,0,0,0,0,0,0.329
CASE_000610,7095.6,-0.0716,-2,1,1,0,0,0,1,0,0.313
CASE_000611,8619.51,-0.0552,-1,2,2,1,0,0,1,1,0.271
CASE_000612,7803.68,-0.0639,-2,1,1,0,0,1,0,0,0.895
CASE_000613,18893.5,0.0553,-1,2,2,1,1,0,0,1,0.896
CASE_000614,3309.39,-0.1123,1,4,4,0,0,1,0,0,0.399
CASE_000616,11605.35,-0.0231,-2,1,1,1,0,0,1,0,0.389
CASE_000617,24900.09,0.1198,-2,1,1,0,0,0,1,1,0.622
CASE_000619,11662.07,-0.0225,2,1,5,0,0,0,1,0,0.594
CASE_000620,7870.41,-0.0632,-1,2,2,1,0,0,0,0,0.457
CASE_000621,5960.29,-0.0838,4,3,7,0,1,0,1,0,0.545
CASE_000624,8923.17,-0.0519,-1,0,2,0,0,0,0,0,0.925
CASE_000629,17761.35,0.0431,-3,0,0,0,0,0,1,0,0.323
CASE_000630,61748.85,0.5159,-3,0,0,0,0,0,1,1,0.53
CASE_000631,25622.1,0.1276,-3,0,0,1,0,1,0,1,0.716
CASE_000633,1674.16,-0.1298,1,0,4,1,0,0,1,0,0.426
CASE_000635,7727.96,-0.0648,-1,0,2,1,0,0,0,0,0.659
CASE_000637,5671.15,-0.0869,-1,0,2,0,0,0,0,1,0.57
CASE_000638,23840.29,0.1084,0,0,3,0,0,0,0,0,0.515
CASE_000639,12687.0,-0.0114,1,4,4,0,0,0,1,0,0.39
CASE_000640,38900.13,0.2703,1,4,4,1,0,0,0,0,0.666
CASE_000641,8543.12,-0.056,3,2,6,0,0,1,1,0,0.931
CASE_000644,1844.36,-0.128,1,4,4,0,0,0,0,0,0.694
CASE_000645,1445.35,-0.1323,2,2,5,0,0,0,0,1,0.386
CASE_000648,26542.71,0.1375,3,2,6,0,0,1,1,0,0.439
CASE_000650,5857.09,-0.0849,1,3,4,0,0,0,0,1,0.347
CASE_000651,15593.89,0.0198,2,1,5,0,0,0,1,1,0.641
CASE_000652,77503.07,0.6853,2,0,5,1,0,0,0,0,0.587
CASE_000653,114805.84,1.0863,1,2,4,0,1,0,0,0,0.044
CASE_000654,66357.28,0.5655,0,2,3,0,0,0,0,0,0.469
CASE_000655,39884.42,0.2809,-1,0,2,1,0,0,0,1,0.653
CASE_000657,20914.39,0.077,-1,1,2,0,0,0,0,0,0.881
CASE_000658,4506.56,-0.0994,-3,0,0,0,0,0,1,1,0.362
CASE_000659,11163.89,-0.0278,-2,1,1,0,1,0,0,1,0.393
CASE_000660,11803.8,-0.0209,-3,0,0,0,0,1,0,0,0.539
CASE_000664,17998.72,0.0457,-1,1,2,0,0,0,1,1,0.454
CASE_000665,52461.18,0.4161,0,0,3,0,0,0,1,0,0.397
CASE_000667,80166.95,0.7139,0,3,3,0,0,0,0,1,0.932
CASE_000668,6142.83,-0.0818,-1,2,2,0,0,0,0,1,0.663
CASE_000672,13952.88,0.0022,1,0,4,0,0,1,0,1,0.74
CASE_000673,26490.75,0.1369,-3,0,0,1,0,0,0,0,0.316
CASE_000674,14485.06,0.0079,-1,0,2,1,0,0,0,1,0.371
CASE_000676,34402.69,0.222,0,2,3,0,0,0,1,0,0.312
CASE_000677,83388.54,0.7486,-3,0,0,0,0,1,1,0,0.618
CASE_000678,52576.1,0.4173,1,0,4,1,0,0,0,1,0.863
CASE_000679,15313.65,0.0168,-3,0,0,1,0,0,0,0,0.244
CASE_000680,1894.01,-0.1275,-1,1,2,1,1,0,0,0,0.749
CASE_000681,4531.22,-0.0991,0,0,3,0,0,0,0,0,0.504
CASE_000682,19804.81,0.0651,0,0,3,1,0,0,1,1,0.624
CASE_000683,18452.05,0.0505,2,0,5,0,0,0,0,0,0.617
CASE_000684,5352.26,-0.0903,-2,1,1,0,0,0,1,0,0.803
CASE_000685,2940.84,-0.1162,1,4,4,0,0,0,1,0,0.538
CASE_000686,30873.66,0.1841,-1,0,2,0,0,0,0,0,0.553
CASE_000687,11443.04,-0.0248,-1,0,2,0,0,1,1,0,0.677
CASE_000690,42052.73,0.3042,2,3,5,0,0,0,0,1,0.953
CASE_000692,8580.0,-0.0556,-1,1,2,0,0,0,0,0,0.678
CASE_000693,736.27,-0.1399,-1,2,2,0,0,0,0,1,0.493
CASE_000694,1763.53,-0.1289,0,0,3,0,1,0,1,0,0.253
CASE_000695,24299.72,0.1134,-1,0,2,0,0,0,0,0,0.761
CASE_000696,148440.6,1.4479,-1,0,2,0,0,0,0,1,0.473
CASE_000697,1501.91,-0.1317,0,0,3,0,0,0,0,1,0.238
CASE_000698,2520.12,-0.1207,-1,0,2,0,0,0,0,0,0.718
CASE_000703,10923.15,-0.0304,-1,0,2,1,0,0,0,0,0.775
CASE_000704,5643.82,-0.0872,0,0,3,0,0,0,1,1,0.652
CASE_000707,21953.82,0.0882,-1,0,2,0,0,0,1,1,0.384
CASE_000712,1624.11,-0.1304,3,2,6,0,0,0,1,0,0.246
CASE_000713,3705.39,-0.108,-1,0,2,0,0,0,0,0,0.295
CASE_000714,66589.57,0.568,0,1,3,0,0,0,1,1,0.52
CASE_000715,14162.14,0.0044,0,1,3,0,1,0,1,0,0.666
CASE_000717,4889.66,-0.0953,2,5,5,1,0,0,1,1,0.384
CASE_000719,3937.97,-0.1055,-1,0,2,1,0,0,0,0,0.745
CASE_000720,38662.81,0.2678,2,0,5,0,0,0,0,1,0.519
CASE_000721,52076.44,0.412,2,0,5,0,0,0,0,0,0.906
CASE_000722,15490.56,0.0187,2,0,5,0,0,0,1,0,0.11
CASE_000725,62547.19,0.5245,1,0,4,0,0,1,0,0,0.872
CASE_000726,8627.66,-0.0551,-1,1,2,0,0,0,1,0,0.519
CASE_000727,7215.34,-0.0703,0,1,3,0,0,0,1,0,0.93
CASE_000729,4520.04,-0.0992,2,0,5,0,0,0,0,0,0.273
CASE_000730,90951.32,0.8299,-3,0,0,0,0,0,0,1,0.708
CASE_000735,2593.53,-0.1199,0,1,3,0,0,0,0,0,0.274
CASE_000737,5031.01,-0.0937,-1,2,2,0,0,0,0,0,0.505
CASE_000738,49437.27,0.3836,1,0,4,0,0,0,0,1,0.249
CASE_000739,3024.83,-0.1153,0,0,3,0,0,0,0,0,0.524
CASE_000740,12112.02,-0.0176,1,1,4,0,0,0,0,0,0.819
CASE_000744,9083.56,-0.0502,0,1,3,1,0,0,1,0,0.413
CASE_000745,5703.37,-0.0865,4,0,7,0,0,0,0,0,0.281
CASE_000746,2672.04,-0.1191,4,1,7,0,0,0,0,0,0.813
CASE_000747,13424.79,-0.0035,0,0,3,0,0,0,0,0,0.212
CASE_000751,6659.55,-0.0762,-1,1,2,1,0,0,0,0,0.359
CASE_000752,965.71,-0.1374,0,0,3,0,0,0,1,1,0.61
CASE_000753,6481.81,-0.0782,-2,1,1,0,0,0,1,1,0.714
CASE_000754,32484.05,0.2014,-1,0,2,0,0,0,0,0,0.314
CASE_000755,14991.95,0.0133,-1,2,2,1,0,0,1,1,0.236
CASE_000756,51406.42,0.4048,2,0,5,0,0,1,1,1,0.715
CASE_000758,20662.39,0.0743,2,0,5,0,0,0,1,0,0.28
CASE_000759,108343.87,1.0168,0,0,3,0,0,0,1,0,0.806
CASE_000760,17863.66,0.0442,1,4,4,0,0,0,1,0,0.334
CASE_000761,2182.13,-0.1244,-1,1,2,0,0,0,0,0,0.648
CASE_000764,7351.9,-0.0688,-1,0,2,1,0,1,0,0,0.444
CASE_000765,31842.41,0.1945,0,0,3,0,0,0,0,0,0.776
CASE_000766,11097.48,-0.0285,-1,1,2,0,0,0,0,0,0.36
CASE_000767,11563.18,-0.0235,2,0,5,1,1,0,0,1,0.417
CASE_000769,5069.03,-0.0933,0,0,3,0,1,0,0,0,0.699
CASE_000773,57623.05,0.4716,-3,0,0,0,0,0,0,0,0.426
CASE_000775,12450.42,-0.014,0,3,3,0,0,0,0,0,0.166
CASE_000776,13310.55,-0.0047,-3,0,0,0,0,0,0,1,0.835
CASE_000777,11161.38,-0.0278,-3,0,0,0,0,0,1,0,0.348
CASE_000778,90751.86,0.8277,3,0,6,0,0,0,0,1,0.734
CASE_000779,9598.25,-0.0447,0,0,3,0,0,0,1,0,0.37
CASE_000780,8987.73,-0.0512,3,0,6,0,0,0,0,1,0.208
CASE_000781,18100.65,0.0467,-1,0,2,1,0,1,1,0,0.83
CASE_000782,10009.69,-0.0402,-3,0,0,0,0,0,1,1,0.719
CASE_000783,4472.77,-0.0997,-1,0,2,0,0,1,0,0,0.422
CASE_000784,3079.21,-0.1147,1,3,4,0,0,0,1,0,0.559
CASE_000785,57026.21,0.4652,-1,0,2,1,0,0,1,0,0.841
CASE_000786,37988.39,0.2605,-1,1,2,1,0,0,0,1,0.267
CASE_000788,18952.43,0.0559,3,0,6,1,0,0,1,0,0.26
CASE_000789,6954.75,-0.0731,-3,0,0,0,0,0,0,0,0.158
CASE_000790,3782.16,-0.1072,0,0,3,1,0,1,1,0,0.384
CASE_000792,32703.34,0.2037,-3,0,0,1,0,0,1,1,0.784
CASE_000793,1480.77,-0.1319,-2,1,1,0,0,0,1,0,0.434
CASE_000794,11029.56,-0.0293,1,4,4,1,0,0,1,0,0.362
CASE_000795,20331.49,0.0707,1,0,4,0,1,0,1,0,0.577
CASE_000796,157285.64,1.5429,-2,1,1,0,0,1,1,0,0.878
CASE_000797,23661.59,0.1065,-1,2,2,0,0,0,0,1,0.728
CASE_000798,3902.5,-0.1059,-1,0,2,0,0,0,0,0,0.244
CASE_000799,149030.79,1.4542,0,0,3,0,0,1,1,1,0.596
CASE_000800,2229.12,-0.1239,-1,0,2,0,0,0,0,1,0.446
CASE_000801,46380.42,0.3507,1,4,4,0,0,0,1,0,0.29
CASE_000802,30465.49,0.1797,-2,1,1,0,0,0,0,0,0.285
CASE_000803,13141.57,-0.0066,0,0,3,0,0,0,0,1,0.845
CASE_000805,6748.28,-0.0753,2,1,5,0,0,0,0,0,0.54
CASE_000806,27640.05,0.1493,2,0,5,1,0,0,0,1,0.516
CASE_000807,3663.1,-0.1085,-1,0,2,1,1,0,0,0,0.859
CASE_000808,10014.59,-0.0402,-3,0,0,0,0,0,1,0,0.874
CASE_000810,45571.53,0.342,0,0,3,0,0,0,1,1,0.301
CASE_000811,9429.72,-0.0465,-1,0,2,1,0,0,0,0,0.201
CASE_000812,43021.82,0.3146,-1,0,2,0,1,1,0,0,0.636
CASE_000813,19028.33,0.0567,0,0,3,0,0,0,1,0,0.42
CASE_000814,8601.92,-0.0554,0,0,3,0,0,0,0,0,0.472
CASE_000815,82388.34,0.7378,1,0,4,1,0,0,0,0,0.294
CASE_000816,23705.55,0.107,-1,0,2,0,0,0,1,1,0.471
CASE_000817,29938.11,0.174,-1,0,2,1,0,0,0,0,0.335
CASE_000821,4474.93,-0.0997,-3,0,0,0,0,0,0,1,0.207
CASE_000822,18288.58,0.0488,-1,0,2,0,0,0,1,0,0.289
CASE_000823,75347.11,0.6621,-1,0,2,0,0,1,1,0,0.132
CASE_000825,3086.72,-0.1146,-3,0,0,0,0,0,0,0,0.711
CASE_000827,97325.52,0.8984,1,1,4,0,0,0,1,1,0.794
CASE_000828,4594.97,-0.0984,-3,0,0,0,0,0,1,1,0.901
CASE_000829,11567.29,-0.0235,-3,0,0,0,0,1,1,0,0.459
CASE_000831,131798.02,1.2689,-1,0,2,0,0,0,1,0,0.784
CASE_000832,21213.9,0.0802,4,0,7,0,0,0,0,0,0.411
CASE_000833,5468.79,-0.089,-3,0,0,0,0,0,1,0,0.886
CASE_000834,74968.63,0.6581,4,0,7,0,0,0,0,0,0.909
CASE_000835,65526.27,0.5566,-1,0,2,1,0,0,1,0,0.706
CASE_000838,63689.41,0.5368,1,0,4,0,0,0,0,0,0.659
CASE_000839,16130.56,0.0256,0,0,3,1,0,0,1,1,0.72
CASE_000840,2161.05,-0.1246,-1,1,2,0,0,0,0,0,0.426
CASE_000841,2505.79,-0.1209,2,0,5,0,0,0,1,1,0.404
CASE_000842,5799.37,-0.0855,-1,0,2,0,0,1,1,0,0.227
CASE_000843,3290.95,-0.1125,-1,0,2,1,0,0,0,0,0.76
CASE_000844,1146.68,-0.1355,0,0,3,1,0,0,0,0,0.376
CASE_000845,8268.11,-0.059,-1,2,2,0,0,0,1,1,0.758
CASE_000846,3601.16,-0.1091,-2,0,1,0,0,0,1,0,0.291
CASE_000849,7379.58,-0.0685,-3,0,0,0,0,0,0,1,0.137
CASE_000850,5761.73,-0.0859,0,1,3,0,0,1,1,1,0.754
CASE_000852,8385.51,-0.0577,-1,2,2,0,0,0,0,0,0.728
CASE_000853,27665.87,0.1496,0,0,3,0,0,0,0,1,0.328
CASE_000854,47166.51,0.3592,0,1,3,0,0,0,1,0,0.59
CASE_000855,11325.9,-0.0261,0,1,3,0,0,0,0,1,0.945
CASE_000856,228301.61,2.3063,-3,0,0,0,0,1,0,0,0.746
CASE_000857,26963.47,0.142,1,0,4,0,0,0,0,0,0.736
CASE_000858,3312.36,-0.1122,-1,0,2,0,0,0,1,0,0.212
CASE_000859,14872.13,0.012,-1,0,2,0,0,0,0,1,0.579
CASE_000860,4142.64,-0.1033,0,1,3,0,0,0,0,0,0.581
CASE_000861,16169.4,0.026,0,0,3,0,0,0,1,1,0.494
CASE_000862,2616.56,-0.1197,-2,1,1,0,0,0,1,0,0.383
CASE_000863,2926.15,-0.1164,-1,0,2,0,0,0,0,0,0.307
CASE_000864,15892.59,0.023,-3,0,0,0,0,0,0,0,0.682
CASE_000866,18924.62,0.0556,0,0,3,0,0,0,0,1,0.113
CASE_000867,88635.88,0.805,0,0,3,0,0,0,0,1,0.721
CASE_000868,14931.08,0.0127,-3,0,0,1,0,0,0,0,0.79
CASE_000870,15923.59,0.0233,2,0,5,0,1,0,1,0,0.94
CASE_000871,43568.45,0.3205,0,0,3,0,0,0,0,1,0.614
CASE_000873,32316.58,0.1996,2,0,5,0,0,0,1,1,0.535
CASE_000874,9572.9,-0.0449,0,0,3,0,1,0,0,0,0.436
CASE_000875,56985.17,0.4647,3,0,6,1,0,0,1,1,0.698
CASE_000877,10756.38,-0.0322,-2,1,1,1,0,0,1,1,0.575
CASE_000879,15997.69,0.0241,2,1,5,0,0,0,0,1,0.297
CASE_000880,4014.33,-0.1047,0,0,3,1,0,0,1,0,0.27
CASE_000881,14999.35,0.0134,0,3,3,0,0,0,0,1,0.76
CASE_000882,17071.34,0.0357,-3,0,0,0,0,0,0,0,0.359
CASE_000884,23559.71,0.1054,2,0,5,0,0,0,0,1,0.789
CASE_000886,15448.87,0.0182,2,0,5,0,0,0,0,0,0.486
CASE_000887,48601.78,0.3746,-1,0,2,1,0,1,0,1,0.449
CASE_000888,45967.0,0.3463,-1,0,2,0,0,0,1,0,0.565
CASE_000890,21923.85,0.0878,-1,0,2,0,0,0,0,0,0.309
CASE_000892,11610.18,-0.023,1,4,4,0,0,1,0,0,0.443
CASE_000893,3737.91,-0.1076,1,4,4,1,1,0,0,0,0.426
CASE_000894,18648.16,0.0526,2,0,5,0,0,0,1,0,0.646
CASE_000896,40690.34,0.2896,-3,0,0,0,0,0,0,0,0.911
CASE_000897,6852.01,-0.0742,2,0,5,0,0,1,1,0,0.661
CASE_000898,6291.64,-0.0802,1,0,4,1,0,0,1,1,0.863
CASE_000899,66028.6,0.562,0,3,3,0,0,0,0,1,0.474
CASE_000900,2891.99,-0.1167,3,0,6,0,0,0,1,0,0.32
CASE_000901,35910.79,0.2382,1,4,4,0,0,1,1,1,0.574
CASE_000902,91194.11,0.8325,0,2,3,0,0,0,1,1,0.65
CASE_000903,71025.44,0.6157,-1,0,2,1,0,1,1,0,0.702
CASE_000904,16474.94,0.0293,0,0,3,0,0,0,0,0,0.453
CASE_000905,20284.59,0.0702,-1,1,2,1,0,0,1,0,0.08
CASE_000906,11160.17,-0.0279,-3,0,0,0,0,0,0,1,0.399
CASE_000907,19544.32,0.0623,0,0,3,0,0,0,1,1,0.686
CASE_000909,68626.33,0.5899,-1,2,2,0,0,1,1,1,0.297
CASE_000910,20607.34,0.0737,-2,1,1,0,0,0,0,1,0.659
CASE_000911,4821.88,-0.096,2,5,5,0,0,0,0,0,0.681
CASE_000912,219867.52,2.2157,-1,0,2,0,0,0,1,1,0.471
CASE_000914,3861.65,-0.1063,-2,1,1,1,0,0,0,1,0.499
CASE_000916,61015.52,0.5081,0,3,3,0,0,0,1,0,0.149
CASE_000917,81047.74,0.7234,2,1,5,0,0,0,0,1,0.377
CASE_000918,54080.03,0.4335,1,4,4,0,0,0,1,0,0.706
CASE_000919,46469.42,0.3517,3,0,6,1,0,0,0,1,0.538
CASE_000920,105650.99,0.9879,2,5,5,0,0,1,1,1,0.55
CASE_000921,23741.31,0.1074,0,3,3,0,0,0,0,1,0.684
CASE_000923,62731.09,0.5265,-3,0,0,0,0,0,0,1,0.467
CASE_000924,77837.61,0.6889,-2,1,1,1,0,0,0,0,0.621
CASE_000925,4815.29,-0.0961,0,0,3,0,0,0,1,0,0.538
CASE_000928,9464.58,-0.0461,2,0,5,0,0,0,1,0,0.76
CASE_000929,7713.58,-0.0649,-3,0,0,0,0,0,1,0,0.874
CASE_000932,3022.57,-0.1153,-1,0,2,0,0,1,0,0,0.43
CASE_000933,97940.0,0.905,1,0,4,1,0,0,0,1,0.822
CASE_000934,10848.05,-0.0312,-1,2,2,0,0,0,1,1,0.519
CASE_000935,18180.05,0.0476,3,0,6,0,0,0,1,0,0.927
CASE_000936,9105.64,-0.0499,-1,2,2,1,0,0,1,1,0.613
CASE_000937,48375.65,0.3722,0,0,3,0,0,0,0,0,0.733
CASE_000938,70835.33,0.6136,1,0,4,0,0,0,1,0,0.313
CASE_000940,2973.29,-0.1159,-1,0,2,0,0,0,0,1,0.554
CASE_000941,12163.12,-0.0171,-1,2,2,0,0,0,1,0,0.783
CASE_000942,64856.4,0.5494,2,5,5,0,0,0,1,0,0.408
CASE_000943,34102.25,0.2188,-2,1,1,1,0,0,0,0,0.51
CASE_000944,31245.39,0.188,1,4,4,0,0,0,0,0,0.748
CASE_000945,13741.54,-0.0001,-1,2,2,1,0,0,1,0,0.541
CASE_000947,12287.27,-0.0157,-1,2,2,1,0,0,0,1,0.445
CASE_000948,21107.4,0.0791,0,2,3,1,1,0,1,0,0.661
CASE_000949,4344.88,-0.1011,0,1,3,0,0,0,1,0,0.765
CASE_000950,197117.92,1.9711,-2,0,1,0,1,1,0,0,0.738
CASE_000951,20279.67,0.0702,-2,0,1,0,0,0,0,0,0.369
CASE_000953,18455.4,0.0506,-1,0,2,0,1,0,0,0,0.528
CASE_000954,11338.02,-0.0259,-3,0,0,0,0,0,0,0,0.285
CASE_000955,12977.49,-0.0083,3,0,6,0,0,1,0,1,0.789
CASE_000956,34475.55,0.2228,-1,0,2,0,1,0,0,1,0.416
CASE_000957,3983.31,-0.105,-1,1,2,0,0,1,1,0,0.825
CASE_000958,44894.37,0.3348,1,4,4,0,0,0,0,0,0.703
CASE_000959,1774.31,-0.1288,3,0,6,0,0,0,1,1,0.847
CASE_000960,81658.47,0.73,3,0,6,1,0,0,0,1,0.72
CASE_000966,2665720.55,28.5077,-1,0,2,0,0,0,0,1,0.73
CASE_000970,10909.32,-0.0306,0,0,3,1,1,0,0,1,0.758
CASE_000972,3242.12,-0.113,-2,1,1,0,0,1,0,0,0.093
CASE_000973,2874.59,-0.1169,-3,0,0,0,0,0,1,0,0.804
CASE_000974,1706.91,-0.1295,2,5,5,0,0,1,0,0,0.939
CASE_000975,81057.52,0.7235,0,0,3,0,0,0,0,1,0.392
CASE_000976,9291.4,-0.048,-1,0,2,0,0,0,1,0,0.323
CASE_000977,11058.38,-0.029,-1,0,2,0,0,0,0,0,0.672
CASE_000978,9730.84,-0.0432,-2,1,1,0,1,0,1,1,0.787
CASE_000979,3729.67,-0.1077,-3,0,0,0,1,1,0,0,0.508
CASE_000980,8518.39,-0.0563,-1,1,2,1,0,0,1,0,0.734
CASE_000981,3501.18,-0.1102,-2,1,1,1,0,0,0,0,0.725
CASE_000982,1476.64,-0.132,-1,0,2,0,1,0,1,1,0.628
CASE_000983,6252.14,-0.0806,-1,0,2,0,0,0,0,1,0.862
CASE_000984,3916.4,-0.1057,0,3,3,1,1,1,0,1,0.751
CASE_000985,20552.82,0.0731,1,4,4,0,0,0,0,0,0.324
CASE_000986,36858.99,0.2484,0,0,3,1,0,0,1,1,0.748
CASE_000988,7141.69,-0.0711,1,0,4,0,0,0,0,0,0.296
CASE_000989,76241.86,0.6717,2,0,5,0,1,0,1,0,0.485
CASE_000990,3364.92,-0.1117,0,1,3,0,0,0,0,0,0.161
CASE_000991,15824.29,0.0223,-2,1,1,1,0,0,0,0,0.644
CASE_000993,39517.46,0.277,-3,0,0,0,0,0,0,1,0.419
CASE_000994,47943.4,0.3675,-1,2,2,0,0,1,0,1,0.464
CASE_000996,10651.34,-0.0333,-1,1,2,1,0,1,0,1,0.525
CASE_000997,14071.0,0.0034,-3,0,0,1,0,0,0,1,0.504
CASE_000998,31316.43,0.1888,1,0,4,1,0,0,1,0,0.301
CASE_000999,2783.04,-0.1179,0,2,3,1,0,0,1,1,0.673
CASE_001000,50501.67,0.395,-1,2,2,0,0,0,0,1,0.241
CASE_001003,19906.89,0.0662,1,0,4,1,0,0,0,0,0.973
CASE_001004,21634.08,0.0847,1,0,4,0,0,0,1,1,0.557
CASE_001005,3328.08,-0.1121,0,3,3,0,0,0,0,0,0.036
CASE_001006,4443.9,-0.1001,-1,0,2,0,0,1,0,0,0.61
CASE_001009,2027.67,-0.126,-2,1,1,0,0,0,0,0,0.332
CASE_001010,33667.73,0.2141,0,0,3,0,1,0,0,1,0.357
CASE_001013,8609.71,-0.0553,1,0,4,0,0,0,0,0,0.284
CASE_001014,1699.2,-0.1296,-3,0,0,1,0,0,1,0,0.891
CASE_001015,23922.69,0.1093,-1,0,2,1,0,0,0,0,0.923
CASE_001017,17362.99,0.0388,1,1,4,1,1,0,0,1,0.531
CASE_001018,83259.13,0.7472,0,0,3,1,0,0,1,1,0.673
CASE_001019,3994.63,-0.1049,2,0,5,0,0,1,0,0,0.226
CASE_001021,4970.14,-0.0944,-1,1,2,1,0,0,1,1,0.578
CASE_001022,27028.66,0.1427,2,0,5,1,0,0,0,0,0.89
CASE_001023,11214.12,-0.0273,-2,1,1,0,0,0,0,0,0.758
CASE_001026,18761.26,0.0538,0,0,3,0,0,1,0,0,0.564
CASE_001028,19302.83,0.0597,-1,0,2,0,0,0,1,0,0.567
CASE_001030,5958.01,-0.0838,0,2,3,0,0,0,0,0,0.727
CASE_001032,13219.32,-0.0057,0,1,3,0,0,0,1,0,0.858
CASE_001033,10372.05,-0.0363,0,0,3,0,0,0,1,0,0.88
