atm_id,atm_name,bank_name,state,district,city,area,pincode,latitude,longitude,location_type
ATM_000165,Bank of Baroda Petrol Station ATM 165,Bank of Baroda,Karnataka,Bengaluru Urban,Bengaluru,Area-25,42890,13.038643372162904,77.5733161676105,Petrol Station ATM
ATM_000166,Bank of Baroda Market ATM 166,Bank of Baroda,Delhi,New Delhi,Delhi,Area-25,47343,28.541906903719134,77.21829870947677,Market ATM
ATM_000167,IDFC First Bank Bank Branch ATM 167,IDFC First Bank,Gujarat,Ahmedabad,Ahmedabad,Area-41,77903,23.10143671627846,72.54542993473302,Bank Branch ATM
ATM_000168,Canara Bank Bank Branch ATM 168,Canara Bank,Gujarat,Ahmedabad,Ahmedabad,Area-45,79482,23.025746018285766,72.57724382268653,Bank Branch ATM
ATM_000169,Punjab National Bank Market ATM 169,Punjab National Bank,Maharashtra,Nagpur,Nagpur,Area-48,72394,21.108460788270737,79.07395210235893,Market ATM
ATM_000170,IndusInd Bank Market ATM 170,IndusInd Bank,Gujarat,Surat,Surat,Area-20,71551,21.185514188320827,72.89145417459305,Market ATM
ATM_000171,IDFC First Bank Mall ATM 171,IDFC First Bank,Maharashtra,Nashik,Nashik,Area-26,42475,19.99676790453139,73.8287297347669,Mall ATM
ATM_000172,IndusInd Bank Market ATM 172,IndusInd Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-20,60331,13.061272055904244,77.61218651410661,Market ATM
ATM_000173,Union Bank of India Market ATM 173,Union Bank of India,Maharashtra,Pune,Pune,Area-32,56551,18.558664336758845,73.89409880578008,Market ATM
ATM_000174,Punjab National Bank Hospital ATM 174,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-8,42236,26.918709668867425,80.89972566928067,Hospital ATM
ATM_000175,IDFC First Bank Bank Branch ATM 175,IDFC First Bank,Maharashtra,Thane,Thane,Area-26,72416,19.17828062274152,73.06595802578543,Bank Branch ATM
ATM_000176,Axis Bank Railway Station ATM 176,Axis Bank,Maharashtra,Mumbai City,Mumbai,Area-12,66608,19.033545538500235,72.84141876415256,Railway Station ATM
ATM_000177,Axis Bank Petrol Station ATM 177,Axis Bank,Delhi,New Delhi,Delhi,Area-32,63471,28.517936227568605,77.23342454540783,Petrol Station ATM
ATM_000178,Bank of Baroda Hospital ATM 178,Bank of Baroda,Madhya Pradesh,Indore,Indore,Area-51,60840,22.6681438064313,75.89798883939375,Hospital ATM
ATM_000179,IndusInd Bank Residential Complex ATM 179,IndusInd Bank,Rajasthan,Jaipur,Jaipur,Area-59,81330,26.82231709323649,75.76678503979676,Residential Complex ATM
ATM_000180,Kotak Mahindra Bank University ATM 180,Kotak Mahindra Bank,West Bengal,Kolkata,Kolkata,Area-27,68971,22.586746422822937,88.40071491243924,University ATM
ATM_000181,Punjab National Bank University ATM 181,Punjab National Bank,Rajasthan,Jaipur,Jaipur,Area-4,40805,26.966187974153172,75.78297340833223,University ATM
ATM_000182,Bank of Baroda Bus Terminal ATM 182,Bank of Baroda,Rajasthan,Jaipur,Jaipur,Area-14,61969,26.936306907927246,75.72871603602272,Bus Terminal ATM
ATM_000183,Axis Bank Mall ATM 183,Axis Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-7,64853,12.971002325574643,77.58296980418518,Mall ATM
ATM_000184,Canara Bank Railway Station ATM 184,Canara Bank,Maharashtra,Nashik,Nashik,Area-45,47227,19.955240651529998,73.79874250651875,Railway Station ATM
ATM_000185,Punjab National Bank Standalone Kiosk 185,Punjab National Bank,West Bengal,Kolkata,Kolkata,Area-59,79573,22.629431797105507,88.45191459808768,Standalone Kiosk
ATM_000186,Kotak Mahindra Bank Residential Complex ATM 186,Kotak Mahindra Bank,Tamil Nadu,Chennai,Chennai,Area-33,64252,13.14259936414573,80.23722682211573,Residential Complex ATM
ATM_000187,Punjab National Bank Bus Terminal ATM 187,Punjab National Bank,Delhi,New Delhi,Delhi,Area-11,49835,28.603476720589104,77.22735396994915,Bus Terminal ATM
ATM_000188,Axis Bank Market ATM 188,Axis Bank,Maharashtra,Mumbai City,Mumbai,Area-2,53625,19.110832496650467,72.88970270267518,Market ATM
ATM_000189,IndusInd Bank Bus Terminal ATM 189,IndusInd Bank,West Bengal,Kolkata,Kolkata,Area-58,53336,22.56123810986596,88.38265652286051,Bus Terminal ATM
ATM_000190,Punjab National Bank Bank Branch ATM 190,Punjab National Bank,Maharashtra,Pune,Pune,Area-19,47935,18.521139899391553,73.85397954333075,Bank Branch ATM
ATM_000191,SBI Bank Branch ATM 191,SBI,Uttar Pradesh,Lucknow,Lucknow,Area-7,80203,26.77478793131292,80.86788868362937,Bank Branch ATM
ATM_000192,Punjab National Bank Bank Branch ATM 192,Punjab National Bank,Maharashtra,Pune,Pune,Area-11,55606,18.520655306596943,73.80559935559889,Bank Branch ATM
ATM_000193,Kotak Mahindra Bank Residential Complex ATM 193,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-16,56748,19.227301543694644,72.94420584887054,Residential Complex ATM
ATM_000194,HDFC Bank Mall ATM 194,HDFC Bank,Gujarat,Ahmedabad,Ahmedabad,Area-39,51152,23.03781946874166,72.6397004783593,Mall ATM
ATM_000195,Axis Bank Hospital ATM 195,Axis Bank,Maharashtra,Thane,Thane,Area-53,54637,19.21900180027548,72.97771412622745,Hospital ATM
ATM_000196,HDFC Bank Standalone Kiosk 196,HDFC Bank,Maharashtra,Thane,Navi Mumbai,Area-17,47833,19.005196214529054,73.0417768562589,Standalone Kiosk
ATM_000197,Kotak Mahindra Bank Bank Branch ATM 197,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-41,40160,17.336191471028762,78.42565075644137,Bank Branch ATM
ATM_000198,Union Bank of India Bank Branch ATM 198,Union Bank of India,Rajasthan,Jaipur,Jaipur,Area-4,61560,26.980908442155847,75.78841459480564,Bank Branch ATM
ATM_000199,IndusInd Bank Hospital ATM 199,IndusInd Bank,Maharashtra,Thane,Navi Mumbai,Area-1,52332,19.139049059135743,73.02502301321114,Hospital ATM
ATM_000200,Punjab National Bank Railway Station ATM 200,Punjab National Bank,Maharashtra,Nashik,Nashik,Area-4,43695,19.984562308418386,73.8598281251077,Railway Station ATM
ATM_000201,Yes Bank Residential Complex ATM 201,Yes Bank,West Bengal,Kolkata,Kolkata,Area-55,56206,22.62034679559839,88.38515202232594,Residential Complex ATM
ATM_000202,ICICI Bank Bank Branch ATM 202,ICICI Bank,Gujarat,Surat,Surat,Area-35,57942,21.090697402479382,72.85398532063265,Bank Branch ATM
ATM_000203,IDFC First Bank Standalone Kiosk 203,IDFC First Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-48,51904,13.038883467536111,77.66723371480546,Standalone Kiosk
ATM_000204,Kotak Mahindra Bank Hospital ATM 204,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-2,51267,19.263169806797624,73.04555491961383,Hospital ATM
ATM_000205,IDFC First Bank Railway Station ATM 205,IDFC First Bank,Maharashtra,Mumbai City,Mumbai,Area-2,51390,19.005813536121565,72.79630763415469,Railway Station ATM
ATM_000206,IDFC First Bank Railway Station ATM 206,IDFC First Bank,Maharashtra,Pune,Pune,Area-51,45628,18.454279847591135,73.91225868385318,Railway Station ATM
ATM_000207,Kotak Mahindra Bank Residential Complex ATM 207,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-7,54745,19.300937050726734,72.93130679628723,Residential Complex ATM
ATM_000208,Axis Bank Railway Station ATM 208,Axis Bank,Tamil Nadu,Chennai,Chennai,Area-10,61497,13.077506996162347,80.28218740458425,Railway Station ATM
ATM_000209,Kotak Mahindra Bank Mall ATM 209,Kotak Mahindra Bank,Maharashtra,Mumbai City,Mumbai,Area-31,60240,19.06419376695908,72.79485599836282,Mall ATM
ATM_000210,IDFC First Bank Mall ATM 210,IDFC First Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-36,70193,12.925436933061711,77.60641484170263,Mall ATM
ATM_000211,IndusInd Bank Railway Station ATM 211,IndusInd Bank,Tamil Nadu,Chennai,Chennai,Area-14,71998,13.050644787167151,80.21887814339456,Railway Station ATM
ATM_000212,IndusInd Bank Petrol Station ATM 212,IndusInd Bank,Telangana,Hyderabad,Hyderabad,Area-27,72509,17.327711900060155,78.4432606986068,Petrol Station ATM
ATM_000213,ICICI Bank Petrol Station ATM 213,ICICI Bank,Maharashtra,Thane,Navi Mumbai,Area-40,53884,18.929684335066543,73.04857336225288,Petrol Station ATM
ATM_000214,Canara Bank Mall ATM 214,Canara Bank,Gujarat,Ahmedabad,Ahmedabad,Area-27,51533,23.123743905272597,72.5357036573373,Mall ATM
ATM_000215,HDFC Bank Hospital ATM 215,HDFC Bank,Tamil Nadu,Chennai,Chennai,Area-23,73929,13.065557608744104,80.29741398983336,Hospital ATM
ATM_000216,Union Bank of India Railway Station ATM 216,Union Bank of India,West Bengal,Kolkata,Kolkata,Area-5,79178,22.607616381833843,88.44098267925628,Railway Station ATM
ATM_000217,IndusInd Bank Bank Branch ATM 217,IndusInd Bank,Maharashtra,Thane,Thane,Area-27,78202,19.182902062919357,72.90085092579497,Bank Branch ATM
ATM_000218,SBI Market ATM 218,SBI,Maharashtra,Thane,Thane,Area-48,65935,19.23955061597074,72.9454320142576,Market ATM
ATM_000219,Canara Bank Residential Complex ATM 219,Canara Bank,Uttar Pradesh,Lucknow,Lucknow,Area-37,68951,26.859665287906292,80.94995576624906,Residential Complex ATM
ATM_000220,IndusInd Bank Bank Branch ATM 220,IndusInd Bank,Delhi,New Delhi,Delhi,Area-53,54382,28.60969312785745,77.21056930146217,Bank Branch ATM
ATM_000221,Yes Bank Railway Station ATM 221,Yes Bank,Maharashtra,Nashik,Nashik,Area-8,54419,20.06308103984392,73.73387978363421,Railway Station ATM
ATM_000222,Punjab National Bank Market ATM 222,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-1,69506,12.971473139407328,77.54027330063093,Market ATM
ATM_000223,HDFC Bank Hospital ATM 223,HDFC Bank,Tamil Nadu,Chennai,Chennai,Area-33,71474,13.189103767144722,80.26507209306659,Hospital ATM
ATM_000224,IndusInd Bank Bank Branch ATM 224,IndusInd Bank,Gujarat,Surat,Surat,Area-11,53270,21.120908593065135,72.82052917115357,Bank Branch ATM
ATM_000225,IndusInd Bank Mall ATM 225,IndusInd Bank,Maharashtra,Nashik,Nashik,Area-36,63907,19.940849585841423,73.6948114451899,Mall ATM
ATM_000226,Kotak Mahindra Bank Petrol Station ATM 226,Kotak Mahindra Bank,Uttar Pradesh,Lucknow,Lucknow,Area-54,76327,26.832292606363673,80.99338305519392,Petrol Station ATM
ATM_000227,IndusInd Bank Mall ATM 227,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-20,60734,19.15718362687224,72.84831105016114,Mall ATM
ATM_000228,SBI Bank Branch ATM 228,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-33,66160,12.965478498822426,77.60160591219447,Bank Branch ATM
ATM_000229,Canara Bank Bank Branch ATM 229,Canara Bank,Telangana,Hyderabad,Hyderabad,Area-41,65134,17.380668801573417,78.42393949788111,Bank Branch ATM
ATM_000230,SBI Mall ATM 230,SBI,Maharashtra,Mumbai City,Mumbai,Area-9,45687,19.00485893891834,72.93015286345715,Mall ATM
ATM_000231,IndusInd Bank Market ATM 231,IndusInd Bank,Maharashtra,Thane,Thane,Area-53,44404,19.125778981564185,72.9380051403598,Market ATM
ATM_000232,Union Bank of India University ATM 232,Union Bank of India,Delhi,New Delhi,Delhi,Area-12,65689,28.597117232060743,77.10952033836377,University ATM
ATM_000233,Yes Bank Standalone Kiosk 233,Yes Bank,Gujarat,Surat,Surat,Area-48,59184,21.166209460248332,72.83085952660973,Standalone Kiosk
ATM_000234,Kotak Mahindra Bank Standalone Kiosk 234,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-39,74953,17.41861886034882,78.46342814518971,Standalone Kiosk
ATM_000235,SBI Residential Complex ATM 235,SBI,Uttar Pradesh,Lucknow,Lucknow,Area-9,78772,26.84209769237251,80.94906536069078,Residential Complex ATM
ATM_000236,SBI Mall ATM 236,SBI,Gujarat,Ahmedabad,Ahmedabad,Area-43,57887,23.01538106117906,72.56115543766649,Mall ATM
ATM_000237,Punjab National Bank Mall ATM 237,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-12,60222,12.931570789651314,77.6572523843517,Mall ATM
ATM_000238,Union Bank of India Residential Complex ATM 238,Union Bank of India,West Bengal,Kolkata,Kolkata,Area-36,76387,22.507977612888034,88.40945837621726,Residential Complex ATM
ATM_000239,HDFC Bank Railway Station ATM 239,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-57,80431,18.998218709610455,72.91025520766317,Railway Station ATM
ATM_000240,Yes Bank Petrol Station ATM 240,Yes Bank,Maharashtra,Mumbai City,Mumbai,Area-57,77582,19.14182262226751,72.94805715683843,Petrol Station ATM
ATM_000241,ICICI Bank Petrol Station ATM 241,ICICI Bank,Gujarat,Ahmedabad,Ahmedabad,Area-52,60366,23.089526498005423,72.61873155555956,Petrol Station ATM
ATM_000242,Bank of Baroda Bank Branch ATM 242,Bank of Baroda,West Bengal,Kolkata,Kolkata,Area-30,75154,22.52969807378482,88.2824569449239,Bank Branch ATM
ATM_000243,ICICI Bank Market ATM 243,ICICI Bank,Maharashtra,Pune,Pune,Area-34,60431,18.51743894014746,73.85207264990669,Market ATM
ATM_000244,Bank of Baroda Railway Station ATM 244,Bank of Baroda,Karnataka,Bengaluru Urban,Bengaluru,Area-18,63328,12.958407667174459,77.57238012769452,Railway Station ATM
ATM_000245,Bank of Baroda Bank Branch ATM 245,Bank of Baroda,Telangana,Hyderabad,Hyderabad,Area-55,68446,17.451714339485374,78.4954272070574,Bank Branch ATM
ATM_000246,SBI Market ATM 246,SBI,Rajasthan,Jaipur,Jaipur,Area-29,48277,26.8694817950312,75.87953477374165,Market ATM
ATM_000247,Kotak Mahindra Bank Bus Terminal ATM 247,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-46,69335,17.385156689456352,78.4871826233591,Bus Terminal ATM
ATM_000248,IDFC First Bank Petrol Station ATM 248,IDFC First Bank,Delhi,New Delhi,Delhi,Area-22,53663,28.6236896248309,77.14661292533447,Petrol Station ATM
ATM_000249,IndusInd Bank Airport ATM 249,IndusInd Bank,Delhi,New Delhi,Delhi,Area-44,54448,28.66079544759772,77.14494487184595,Airport ATM
ATM_000250,Axis Bank Petrol Station ATM 250,Axis Bank,Delhi,New Delhi,Delhi,Area-14,50410,28.61396675657173,77.21264530441651,Petrol Station ATM
ATM_000251,Yes Bank Railway Station ATM 251,Yes Bank,Tamil Nadu,Chennai,Chennai,Area-44,69579,13.061284888957662,80.23195760540673,Railway Station ATM
ATM_000252,Yes Bank Railway Station ATM 252,Yes Bank,Rajasthan,Jaipur,Jaipur,Area-3,82793,26.97896359678675,75.8661569858974,Railway Station ATM
ATM_000253,IndusInd Bank Railway Station ATM 253,IndusInd Bank,Delhi,New Delhi,Delhi,Area-7,40440,28.602473075055293,77.29067749427534,Railway Station ATM
ATM_000254,Punjab National Bank Bank Branch ATM 254,Punjab National Bank,Maharashtra,Pune,Pune,Area-21,52628,18.53694397909265,73.87743113261676,Bank Branch ATM
ATM_000255,Yes Bank Residential Complex ATM 255,Yes Bank,Maharashtra,Pune,Pune,Area-29,51968,18.50112590286409,73.95177939271942,Residential Complex ATM
ATM_000256,Kotak Mahindra Bank Mall ATM 256,Kotak Mahindra Bank,West Bengal,Kolkata,Kolkata,Area-42,52569,22.55546312912808,88.32762532195562,Mall ATM
ATM_000257,SBI Railway Station ATM 257,SBI,Gujarat,Ahmedabad,Ahmedabad,Area-22,45917,23.100493558215113,72.51786415394638,Railway Station ATM
ATM_000258,Axis Bank Hospital ATM 258,Axis Bank,Maharashtra,Mumbai City,Mumbai,Area-2,79813,19.0854985144813,72.91038578946552,Hospital ATM
ATM_000259,Union Bank of India Mall ATM 259,Union Bank of India,Maharashtra,Mumbai City,Mumbai,Area-20,55152,19.01439915720663,72.86005389860291,Mall ATM
ATM_000260,HDFC Bank Bank Branch ATM 260,HDFC Bank,Telangana,Hyderabad,Hyderabad,Area-26,70485,17.372096549397376,78.44381442569795,Bank Branch ATM
ATM_000261,Bank of Baroda Bank Branch ATM 261,Bank of Baroda,Maharashtra,Thane,Thane,Area-33,82727,19.246720480337473,72.9689280934121,Bank Branch ATM
ATM_000262,IDFC First Bank Standalone Kiosk 262,IDFC First Bank,Gujarat,Ahmedabad,Ahmedabad,Area-38,63987,22.948674104257442,72.50498909702354,Standalone Kiosk
ATM_000263,HDFC Bank Petrol Station ATM 263,HDFC Bank,Maharashtra,Nashik,Nashik,Area-15,74512,19.996849358431675,73.81137049655416,Petrol Station ATM
ATM_000264,Bank of Baroda Railway Station ATM 264,Bank of Baroda,Maharashtra,Thane,Thane,Area-37,40183,19.21183617215474,72.97121343647044,Railway Station ATM
ATM_000265,ICICI Bank Residential Complex ATM 265,ICICI Bank,Uttar Pradesh,Lucknow,Lucknow,Area-38,59605,26.83085789246287,80.98363285587789,Residential Complex ATM
ATM_000266,Kotak Mahindra Bank Hospital ATM 266,Kotak Mahindra Bank,Maharashtra,Thane,Thane,Area-46,41213,19.295011560360354,72.96582279328184,Hospital ATM
ATM_000267,ICICI Bank Hospital ATM 267,ICICI Bank,Maharashtra,Nashik,Nashik,Area-31,70775,19.926985537109807,73.8445524756298,Hospital ATM
ATM_000268,IndusInd Bank Railway Station ATM 268,IndusInd Bank,Maharashtra,Thane,Thane,Area-48,41556,19.175685505502067,72.87303811608564,Railway Station ATM
ATM_000269,SBI Bank Branch ATM 269,SBI,Maharashtra,Mumbai City,Mumbai,Area-14,43750,19.107698538950824,72.88263004250993,Bank Branch ATM
ATM_000270,IndusInd Bank University ATM 270,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-42,75881,19.04031086258275,72.90511404786614,University ATM
ATM_000271,IDFC First Bank Bus Terminal ATM 271,IDFC First Bank,Maharashtra,Mumbai City,Mumbai,Area-3,65665,19.08646623215896,72.86664059449174,Bus Terminal ATM
ATM_000272,Yes Bank Standalone Kiosk 272,Yes Bank,Maharashtra,Thane,Navi Mumbai,Area-7,79650,18.985170560413643,72.98772187343326,Standalone Kiosk
ATM_000273,Yes Bank Petrol Station ATM 273,Yes Bank,Maharashtra,Mumbai City,Mumbai,Area-52,59778,18.9747741925689,72.91706664148816,Petrol Station ATM
ATM_000274,ICICI Bank Bank Branch ATM 274,ICICI Bank,Telangana,Hyderabad,Hyderabad,Area-29,65857,17.454715162828638,78.45559705083552,Bank Branch ATM
ATM_000275,IndusInd Bank Petrol Station ATM 275,IndusInd Bank,Tamil Nadu,Chennai,Chennai,Area-37,62881,13.12181367829086,80.21824345122793,Petrol Station ATM
ATM_000276,Canara Bank Residential Complex ATM 276,Canara Bank,Delhi,New Delhi,Delhi,Area-36,41132,28.59530661848684,77.2524303496254,Residential Complex ATM
ATM_000277,IndusInd Bank Petrol Station ATM 277,IndusInd Bank,Maharashtra,Nagpur,Nagpur,Area-41,44600,21.05069982069505,79.05888962386011,Petrol Station ATM
ATM_000278,Yes Bank Mall ATM 278,Yes Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-15,70294,12.91798904988722,77.59812223480134,Mall ATM
ATM_000279,Kotak Mahindra Bank University ATM 279,Kotak Mahindra Bank,Rajasthan,Jaipur,Jaipur,Area-11,46873,26.902603651311935,75.7752716203306,University ATM
ATM_000280,Punjab National Bank Market ATM 280,Punjab National Bank,Gujarat,Ahmedabad,Ahmedabad,Area-3,72682,23.002582842473544,72.60846343532445,Market ATM
ATM_000281,HDFC Bank Petrol Station ATM 281,HDFC Bank,Maharashtra,Mumbai City,Mumbai,Area-52,60477,19.076264331768794,72.8853780837726,Petrol Station ATM
ATM_000282,HDFC Bank Hospital ATM 282,HDFC Bank,Maharashtra,Thane,Navi Mumbai,Area-14,40269,19.051630192585513,73.01765242288891,Hospital ATM
ATM_000283,Punjab National Bank Petrol Station ATM 283,Punjab National Bank,Maharashtra,Pune,Pune,Area-34,78404,18.522095770853554,73.8557727812762,Petrol Station ATM
ATM_000284,IDFC First Bank Bus Terminal ATM 284,IDFC First Bank,Maharashtra,Pune,Pune,Area-27,70732,18.547515296326686,73.81365300828696,Bus Terminal ATM
ATM_000285,Kotak Mahindra Bank Bank Branch ATM 285,Kotak Mahindra Bank,Telangana,Hyderabad,Hyderabad,Area-10,53283,17.452956696566496,78.47688672793815,Bank Branch ATM
ATM_000286,Bank of Baroda Railway Station ATM 286,Bank of Baroda,Delhi,New Delhi,Delhi,Area-25,69184,28.61273228687192,77.16674493026554,Railway Station ATM
ATM_000287,ICICI Bank Market ATM 287,ICICI Bank,Maharashtra,Mumbai City,Mumbai,Area-5,61898,19.080182299796885,72.82981670403878,Market ATM
ATM_000288,Kotak Mahindra Bank Market ATM 288,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-11,70787,28.6220945924951,77.09124408506763,Market ATM
ATM_000289,Canara Bank Standalone Kiosk 289,Canara Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-9,43279,12.890909400270655,77.60473950651868,Standalone Kiosk
ATM_000290,IndusInd Bank Mall ATM 290,IndusInd Bank,Maharashtra,Mumbai City,Mumbai,Area-49,51362,19.019704173630252,72.8944179347802,Mall ATM
ATM_000291,Union Bank of India Petrol Station ATM 291,Union Bank of India,Gujarat,Ahmedabad,Ahmedabad,Area-34,48973,23.024387860325554,72.60476029315736,Petrol Station ATM
ATM_000292,Canara Bank Residential Complex ATM 292,Canara Bank,Maharashtra,Mumbai City,Mumbai,Area-55,47736,19.016477784437882,72.79669589469381,Residential Complex ATM
ATM_000293,Yes Bank Railway Station ATM 293,Yes Bank,Uttar Pradesh,Lucknow,Lucknow,Area-26,65648,26.840484537407267,80.97382126729464,Railway Station ATM
ATM_000294,Bank of Baroda Petrol Station ATM 294,Bank of Baroda,Maharashtra,Mumbai City,Mumbai,Area-12,49376,19.07427508541924,72.91487108170753,Petrol Station ATM
ATM_000295,IndusInd Bank Standalone Kiosk 295,IndusInd Bank,Gujarat,Ahmedabad,Ahmedabad,Area-36,66368,22.93821234751503,72.51648916351694,Standalone Kiosk
ATM_000296,Punjab National Bank Market ATM 296,Punjab National Bank,Uttar Pradesh,Lucknow,Lucknow,Area-55,69135,26.798367487152287,80.98058649230224,Market ATM
ATM_000297,HDFC Bank Bank Branch ATM 297,HDFC Bank,Madhya Pradesh,Indore,Indore,Area-32,43754,22.735203387378554,75.94304101477319,Bank Branch ATM
ATM_000298,Bank of Baroda Petrol Station ATM 298,Bank of Baroda,Gujarat,Ahmedabad,Ahmedabad,Area-2,66138,23.048251909433514,72.50790014305613,Petrol Station ATM
ATM_000299,HDFC Bank Residential Complex ATM 299,HDFC Bank,West Bengal,Kolkata,Kolkata,Area-18,78104,22.617823576424037,88.30512869667955,Residential Complex ATM
ATM_000300,HDFC Bank Petrol Station ATM 300,HDFC Bank,Telangana,Hyderabad,Hyderabad,Area-55,81755,17.401000640230144,78.51618072213297,Petrol Station ATM
ATM_000301,Yes Bank Residential Complex ATM 301,Yes Bank,West Bengal,Kolkata,Kolkata,Area-31,82953,22.598665254680242,88.36523243306792,Residential Complex ATM
ATM_000302,IDFC First Bank Residential Complex ATM 302,IDFC First Bank,Maharashtra,Thane,Thane,Area-57,53780,19.200340152519644,73.00974576293312,Residential Complex ATM
ATM_000303,ICICI Bank Mall ATM 303,ICICI Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-31,49524,12.976542292214004,77.57811812544057,Mall ATM
ATM_000304,Yes Bank Standalone Kiosk 304,Yes Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-1,50536,13.021831666544454,77.51243518116864,Standalone Kiosk
ATM_000305,SBI Market ATM 305,SBI,Rajasthan,Jaipur,Jaipur,Area-52,77492,26.932165373579654,75.8135284411878,Market ATM
ATM_000306,Axis Bank Residential Complex ATM 306,Axis Bank,Delhi,New Delhi,Delhi,Area-46,43391,28.623145565195355,77.14066011207886,Residential Complex ATM
ATM_000307,Union Bank of India Bank Branch ATM 307,Union Bank of India,Delhi,New Delhi,Delhi,Area-43,73569,28.677872510757314,77.27382117966692,Bank Branch ATM
ATM_000308,Axis Bank Mall ATM 308,Axis Bank,Telangana,Hyderabad,Hyderabad,Area-58,64487,17.31968721122498,78.54327250009126,Mall ATM
ATM_000309,Union Bank of India University ATM 309,Union Bank of India,Maharashtra,Pune,Pune,Area-12,52637,18.567791300301774,73.8562633323361,University ATM
ATM_000310,Yes Bank Bus Terminal ATM 310,Yes Bank,Maharashtra,Thane,Thane,Area-54,67907,19.236471969168107,73.02911695269455,Bus Terminal ATM
ATM_000311,SBI Petrol Station ATM 311,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-14,66994,13.032621712566838,77.68546359171873,Petrol Station ATM
ATM_000312,SBI Mall ATM 312,SBI,Delhi,New Delhi,Delhi,Area-58,75170,28.54938317025352,77.24773501194764,Mall ATM
ATM_000313,IndusInd Bank Residential Complex ATM 313,IndusInd Bank,Maharashtra,Pune,Pune,Area-12,56445,18.456075024739004,73.79326097893265,Residential Complex ATM
ATM_000314,Kotak Mahindra Bank University ATM 314,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-33,40262,28.70292954882561,77.16351611949578,University ATM
ATM_000315,Kotak Mahindra Bank Bus Terminal ATM 315,Kotak Mahindra Bank,Delhi,New Delhi,Delhi,Area-47,72416,28.698427388576636,77.19734047995648,Bus Terminal ATM
ATM_000316,Bank of Baroda Petrol Station ATM 316,Bank of Baroda,Maharashtra,Nagpur,Nagpur,Area-5,46358,21.16393328460704,79.09729534989516,Petrol Station ATM
ATM_000317,Bank of Baroda Bus Terminal ATM 317,Bank of Baroda,Delhi,New Delhi,Delhi,Area-4,51256,28.65322568764463,77.26178362583438,Bus Terminal ATM
ATM_000318,Union Bank of India Standalone Kiosk 318,Union Bank of India,Tamil Nadu,Chennai,Chennai,Area-51,44786,13.085488907526226,80.25975933537603,Standalone Kiosk
ATM_000319,Kotak Mahindra Bank Standalone Kiosk 319,Kotak Mahindra Bank,Maharashtra,Nashik,Nashik,Area-4,75546,19.988375124261342,73.86428476082742,Standalone Kiosk
ATM_000320,HDFC Bank Hospital ATM 320,HDFC Bank,Gujarat,Surat,Surat,Area-37,66926,21.24760742524913,72.75777716435258,Hospital ATM
ATM_000321,Canara Bank Bank Branch ATM 321,Canara Bank,Uttar Pradesh,Lucknow,Lucknow,Area-56,76129,26.818021241490687,80.89303487145207,Bank Branch ATM
ATM_000322,Union Bank of India Railway Station ATM 322,Union Bank of India,Karnataka,Bengaluru Urban,Bengaluru,Area-37,80160,13.00731780206445,77.62564469028096,Railway Station ATM
ATM_000323,HDFC Bank Standalone Kiosk 323,HDFC Bank,Maharashtra,Nagpur,Nagpur,Area-29,41462,21.147720468146318,79.08459152499843,Standalone Kiosk
ATM_000324,Punjab National Bank Market ATM 324,Punjab National Bank,Karnataka,Bengaluru Urban,Bengaluru,Area-25,72172,13.017916186976068,77.68987980350212,Market ATM
ATM_000325,IDFC First Bank Market ATM 325,IDFC First Bank,Gujarat,Ahmedabad,Ahmedabad,Area-38,52336,23.012626498140403,72.57699454528036,Market ATM
ATM_000326,Canara Bank Bank Branch ATM 326,Canara Bank,Tamil Nadu,Chennai,Chennai,Area-34,57986,13.07849561142994,80.26923169793007,Bank Branch ATM
ATM_000327,HDFC Bank Mall ATM 327,HDFC Bank,Gujarat,Ahmedabad,Ahmedabad,Area-30,54287,22.99589851238561,72.57126086103086,Mall ATM
ATM_000328,SBI University ATM 328,SBI,Karnataka,Bengaluru Urban,Bengaluru,Area-10,45278,12.968834038411906,77.58790710832811,University ATM
